lbias,lbp,lbn,lin1,lin2,ltn,ltp,vcmo,mamp,fbias,fbp,fbn,fin1,fin2,ftn1,ftn2,ftp1,ftp2,cload,cin,cout,gain,gm,pole1,pole2,rout,cmo,pwr,swing14,swing7,swingn,swingn1,swingn4,swingp,irn
0.00000056,0.00000005,0.00000036,0.00000028,0.00000015,0.00000026,0.00000045,0.6,43,7,5,2,3,9,4,7,4,9,1.00E-012,7.51E-013,2.4E-013,42.5204,0.00205241,2000450,4137900000,65126.4,0.595503,-0.000508029,0.869076,0.292096,0.490292,-0.00948873,0.0307608,-0.0692498,0.000000003
0.00000019,0.00000057,0.00000008,0.00000028,0.00000045,0.00000017,0.00000025,0.6,87,8,5,6,10,3,9,3,4,8,1.00E-012,3.66E-011,2.09E-013,54.3537,0.00396989,1015370,752465000,131495,0.59603,-0.00149284,0.412564,-0.0852935,0.0430034,0.447122,-0.0227139,0.273356,5.41E-010
0.00000027,0.00000034,0.00000056,0.00000007,0.00000009,0.00000059,0.0000005,0.52,18,6,4,3,3,3,7,3,6,10,1.00E-012,8.33E-014,2.9E-014,59.1259,0.000912129,158228,461085000,991383,0.516644,-0.00024205,0.582923,0.119965,0.156205,0.220739,0.0329009,0.217492,2.34E-009
0.00000042,0.00000044,0.0000004,0.00000007,0.00000012,0.00000053,0.00000042,0.42,64,10,5,8,9,4,5,4,9,3,1.00E-012,6.21E-013,4.78E-013,35.4078,0.00206312,3742240,766696000,28567,0.416117,-0.000718322,0.429104,-0.0267356,-0.0555352,0.32543,0.0173009,0.451861,7.36E-010
0.00000024,0.00000043,0.00000019,0.00000044,0.00000058,0.00000039,0.00000036,0.44,39,10,6,5,10,7,4,3,7,7,1.00E-012,3.84E-012,2.03E-013,45.8347,0.00119813,815273,625610000,163393,0.436496,-0.000470492,0.491714,-0.0271959,-0.0467684,0.344711,-0.0267763,0.435264,5.63E-010
0.00000034,0.00000022,0.00000029,0.00000051,0.00000048,0.0000003,0.00000035,0.46,3,4,5,9,5,9,8,3,3,2,1.00E-012,1.08E-013,1.12E-014,37.7373,0.0000625,129568,645003000,1233890,0.456685,-0.0000507,0.516163,-0.0106724,0.00100421,0.338759,0.0233522,0.368976,3.7E-009
0.00000035,0.00000026,0.00000051,0.00000056,0.00000048,0.00000025,0.00000015,0.48,73,8,9,6,5,8,10,10,5,3,1.00E-012,4.59E-012,2.43E-013,68.3767,0.00398939,197044,752511000,657552,0.476377,-0.00204964,0.718095,0.132659,0.172672,0.135626,-0.0424576,0.203099,2.95E-010
0.00000046,0.00000034,0.00000007,0.0000003,0.00000047,0.00000032,0.00000029,0.54,15,4,5,5,8,3,2,4,9,4,1.00E-012,4.53E-013,5.6E-014,44.5535,0.000349697,314471,778926000,483042,0.536557,-0.000162593,0.388044,-0.042007,-0.0244999,0.431524,-0.0626095,0.362338,2.05E-009
0.00000044,0.0000002,0.00000051,0.00000052,0.00000051,0.00000034,0.0000006,0.48,68,2,5,10,5,7,10,10,7,7,1.00E-012,2.84E-012,1.89E-013,65.912,0.00252081,174099,585266000,783535,0.475189,-0.00092306,0.575788,0.0341631,0.0689295,0.284023,-0.0208188,0.306773,4.6E-010
0.00000051,0.0000002,0.00000045,0.00000013,0.00000032,0.00000038,0.00000033,0.6,65,3,5,8,4,3,10,4,8,9,1.00E-012,8.92E-013,1.61E-013,68.7423,0.0033983,173591,997851000,805103,0.596092,-0.00124243,0.583815,0.0542818,0.199235,0.252634,-0.0338027,0.180302,8.84E-010
0.0000002,0.0000005,0.0000005,0.00000034,0.00000012,0.00000022,0.00000032,0.54,80,5,7,10,6,5,5,5,8,6,1.00E-012,2.2E-012,2.69E-013,57.9235,0.00349049,564874,526929000,225574,0.536519,-0.00149852,0.506322,-0.034323,0.0624105,0.344912,0.0116576,0.311845,4.09E-010
0.00000034,0.00000013,0.00000036,0.00000026,0.00000054,0.00000019,0.00000047,0.42,50,5,9,2,7,3,10,7,5,3,1.00E-012,1.23E-012,1.42E-013,51.321,0.00129909,492837,978944000,283410,0.416392,-0.000733117,0.864625,0.324562,0.28471,-0.0216983,-0.043668,0.0836977,9.01E-010
0.00000005,0.00000034,0.0000005,0.00000008,0.00000049,0.00000014,0.00000009,0.52,55,7,4,10,2,2,9,6,7,9,1.00E-012,6.05E-013,1.66E-013,22.8451,0.00326177,30627500,1210630000,4254.03,0.517095,-0.00236521,0.508507,-0.0889745,0.022778,0.342513,-0.0565062,0.339594,8.29E-010
0.00000053,0.0000004,0.00000019,0.00000008,0.00000022,0.0000004,0.00000056,0.48,5,4,2,4,10,2,9,7,8,10,1.00E-012,6.74E-014,1.84E-014,35.6775,0.000288255,741689,680626000,210912,0.476512,-0.000094,0.41247,-0.0428494,-0.0355931,0.390209,-0.0373216,0.399484,6.11E-009
0.00000009,0.00000051,0.00000055,0.00000017,0.00000049,0.00000013,0.00000012,0.56,79,3,2,9,4,7,6,6,2,2,1.00E-012,2.25E-012,1.51E-013,50.2156,0.00275777,1177990,661875000,117550,0.556635,-0.00133428,0.467888,-0.0990329,0.047226,0.393122,-0.0201725,0.298837,3.15E-010
0.00000044,0.00000014,0.00000052,0.00000044,0.0000001,0.00000037,0.0000004,0.5,22,10,4,9,10,7,8,9,6,8,1.00E-012,1.12E-012,5.46E-014,63.5114,0.00147779,149695,568845000,1013820,0.496181,-0.000388472,0.596746,0.0923077,0.119646,0.255352,0.0374517,0.247373,9.46E-010
0.00000057,0.00000028,0.00000045,0.00000035,0.00000055,0.00000026,0.00000008,0.6,49,6,4,3,3,7,10,8,2,4,1.00E-012,1.63E-012,7.93E-014,58.4595,0.0021911,393255,932145000,382219,0.596098,-0.00128655,0.705645,0.0752709,0.25242,0.149253,-0.0446311,0.107849,3.93E-010
0.00000021,0.00000012,0.00000018,0.00000057,0.00000047,0.00000029,0.00000057,0.58,86,5,4,7,9,8,5,5,10,5,1.00E-012,2.04E-011,1.8E-013,60.7548,0.00342505,430859,615509000,318474,0.576446,-0.00119629,0.513609,0.0264004,0.125952,0.330239,-0.0208163,0.236353,8.21E-010
0.00000056,0.00000039,0.00000028,0.00000043,0.00000046,0.00000011,0.00000022,0.42,78,8,10,5,5,4,7,5,4,8,1.00E-012,4.2E-012,2.91E-013,50.4957,0.00303339,1114570,715865000,110372,0.415538,-0.00187299,0.605773,0.00301619,0.0122744,0.259389,-0.0382167,0.366521,3.73E-010
0.0000005,0.00000036,0.0000005,0.00000047,0.0000006,0.00000028,0.00000035,0.42,83,3,10,7,2,8,6,6,4,2,1.00E-012,2.32E-012,3.06E-013,66.9436,0.00240548,132971,458297000,924649,0.416046,-0.000964809,0.619907,0.0739594,0.0482583,0.238386,-0.0188255,0.33049,4.67E-010
0.0000006,0.00000046,0.00000015,0.00000047,0.00000045,0.00000011,0.00000023,0.6,40,4,3,6,10,4,7,4,10,7,1.00E-012,6.27E-012,6.9E-014,47.3857,0.00117247,745793,682342000,199610,0.593046,-0.000752789,0.447827,-0.115429,0.0619892,0.418659,-0.0251719,0.267634,5.98E-010
0.00000034,0.00000005,0.00000011,0.00000058,0.0000004,0.00000048,0.00000051,0.58,35,8,8,4,3,7,8,7,8,7,1.00E-012,1.05E-012,1.64E-013,50.2351,0.00111978,473857,950245000,290151,0.576344,-0.00045021,0.752559,0.285129,0.355309,0.10218,-0.0134023,-0.0113713,3.94E-009
0.00000051,0.00000013,0.00000028,0.00000016,0.00000018,0.00000057,0.00000051,0.58,60,4,2,5,3,8,2,2,7,3,1.00E-012,6.24E-013,7.5E-014,64.0643,0.00145458,136018,481449000,1097680,0.576408,-0.000371953,0.479163,0.0518919,0.116889,0.326487,0.0316103,0.236691,3.33E-009
0.00000024,0.00000041,0.00000059,0.00000035,0.00000049,0.00000047,0.00000034,0.46,35,2,5,5,10,10,7,10,2,5,1.00E-012,2.63E-012,6.64E-014,-42.914,0.000000049,1026780,217219000,146005,0.456721,-0.000353814,0.842866,0.832854,0.346124,0.00420643,-0.0288462,-0.440914,0.0000246
0.00000019,0.00000035,0.00000041,0.00000039,0.00000028,0.00000056,0.00000055,0.42,80,2,10,3,10,9,9,2,7,4,1.00E-012,3.79E-012,2.47E-013,66.017,0.00193999,125645,449546000,1030510,0.416411,-0.000799175,0.693478,0.172865,0.129946,0.135499,0.0473358,0.248843,5.33E-010
0.00000022,0.0000006,0.0000004,0.00000042,0.00000022,0.00000059,0.00000046,0.52,4,4,8,2,7,5,4,4,5,3,1.00E-012,1.07E-013,1.13E-014,42.2547,0.000117139,142426,260843000,1106720,0.516785,-0.0000597,0.626197,0.125855,0.173049,0.204168,0.00738794,0.20375,3.28E-009
0.00000057,0.00000033,0.00000027,0.00000007,0.00000052,0.00000022,0.00000015,0.42,67,2,8,4,7,5,6,3,7,4,1.00E-012,1.49E-012,1.93E-013,54.9431,0.00532054,1286340,1300750000,105002,0.416252,-0.00194529,0.566792,0.0559081,0.0259293,0.221283,-0.0554717,0.353147,4.87E-010
0.00000059,0.00000025,0.00000024,0.00000037,0.00000056,0.00000018,0.00000019,0.52,75,6,8,8,8,3,9,4,2,10,1.00E-012,2.14E-011,2.47E-013,61.7504,0.00311479,325152,793159000,392725,0.51576,-0.00128197,0.540148,-0.00327213,0.0739689,0.323042,-0.0355587,0.298448,4.87E-010
0.0000001,0.00000009,0.00000056,0.00000048,0.00000009,0.00000013,0.00000032,0.56,11,10,7,5,5,8,3,5,10,2,1.00E-012,2.65E-013,5.44E-014,36.6313,0.001024,2309790,1377580000,66262,0.556785,-0.00044371,0.836031,0.299487,0.397018,0.0115537,0.021535,-0.0206446,1.68E-009
0.00000045,0.00000039,0.00000008,0.00000042,0.00000007,0.00000015,0.00000006,0.56,72,2,7,7,3,2,2,5,5,4,1.00E-012,1.5E-012,2.35E-013,42.3307,0.00150555,1503350,1296460000,86864.2,0.554812,-0.00195789,0.415978,-0.0709611,-0.00281357,0.43501,-0.0175767,0.343252,1.1E-009
0.00000006,0.00000057,0.00000053,0.00000011,0.00000022,0.00000031,0.00000032,0.54,3,4,9,9,5,10,2,9,7,8,1.00E-012,7.44E-014,1.16E-014,-91.8517,9.35E-010,4910790,1241390000,27328.1,0.536996,-0.000225899,0.731108,0.898838,0.331864,0.0778664,-0.069986,-0.558809,0.00106786
0.00000046,0.00000055,0.00000013,0.00000006,0.00000037,0.00000005,0.00000039,0.6,40,6,7,4,8,5,4,5,8,3,1.00E-012,9.75E-013,1.02E-013,47.4254,0.00311305,1940410,1894010000,75523.5,0.575355,-0.00159349,0.453266,-0.0960433,0.10086,0.35198,-0.0288595,0.250856,6.91E-010
0.00000012,0.00000056,0.00000021,0.00000023,0.00000012,0.00000029,0.00000051,0.56,74,5,3,6,8,7,5,3,2,2,1.00E-012,1.75E-012,1.3E-013,53.2311,0.0017325,535243,311315000,264777,0.556754,-0.000535768,0.416696,-0.0377765,0.0351753,0.416803,0.0799463,0.291679,8.85E-010
0.00000013,0.00000035,0.00000013,0.0000001,0.00000031,0.0000006,0.00000016,0.46,45,2,2,4,3,7,2,2,3,10,1.00E-012,3.37E-012,4.28E-014,-84.028,7.67E-011,188199,49724100,819937,0.456893,-0.000434837,0.528784,0.886738,0.0388385,0.265958,-0.0712373,-0.452249,0.00151674
0.00000042,0.0000002,0.00000036,0.00000022,0.0000003,0.00000022,0.00000038,0.5,83,6,2,10,6,5,8,8,5,5,1.00E-012,3.19E-012,2.11E-013,53.4649,0.00357826,1011770,923970000,131697,0.49578,-0.00134097,0.479273,-0.047606,0.00779772,0.373987,-0.017121,0.35163,7.27E-010
0.00000031,0.00000015,0.00000043,0.0000005,0.00000051,0.00000014,0.00000055,0.46,26,2,8,5,7,4,5,8,7,4,1.00E-012,1.25E-012,7.48E-014,62.7796,0.000987034,107938,715532000,1395240,0.456508,-0.000421925,0.737078,0.191835,0.20317,0.117447,-0.0443789,0.171815,6.73E-010
0.00000013,0.00000053,0.00000035,0.00000045,0.00000018,0.00000054,0.00000013,0.5,76,2,5,2,7,8,2,6,4,5,1.00E-012,7.11E-011,1.22E-013,69.1337,0.00414528,206516,149904000,690447,0.496893,-0.00105145,0.546708,0.102964,0.0754133,0.283754,-0.0186801,0.273092,8.36E-010
0.00000036,0.00000046,0.00000038,0.00000011,0.00000057,0.00000035,0.00000059,0.48,39,10,9,9,8,3,4,5,3,2,1.00E-012,6.58E-013,1.58E-013,54.3671,0.00103456,276436,274886000,505355,0.476308,-0.000294717,0.440972,0.0280185,0.0114734,0.353747,-0.0345257,0.334612,1.6E-009
0.00000006,0.00000025,0.00000037,0.00000028,0.00000038,0.00000055,0.00000033,0.56,17,5,7,2,9,9,5,6,3,9,1.00E-012,1.53E-012,3.79E-014,-63.2013,4.81E-008,9528230,713163000,14392.9,0.556935,-0.000403311,0.772521,0.84809,0.375251,0.0637271,-0.0340556,-0.539317,0.0000508
0.00000053,0.00000035,0.00000016,0.00000045,0.00000037,0.00000054,0.00000051,0.5,70,2,2,9,8,7,3,3,5,5,1.00E-012,3.55E-012,3.42E-013,48.1319,0.00134476,634907,511387000,189649,0.495999,-0.00044615,0.420245,-0.0298773,-0.0396664,0.414497,0.00484244,0.383346,1.21E-009
0.00000031,0.00000016,0.00000033,0.00000051,0.00000041,0.00000023,0.00000031,0.48,5,2,5,10,5,8,3,7,5,7,1.00E-012,2.05E-013,1.46E-014,51.444,0.000251933,107713,575764000,1482230,0.476794,-0.000086,0.534784,0.0442546,0.0386084,0.32081,-0.0290578,0.319769,2.8E-009
0.00000044,0.0000006,0.00000026,0.00000045,0.00000058,0.00000056,0.00000043,0.46,21,5,2,10,8,3,5,7,2,10,1.00E-012,1.22E-012,3.67E-014,20.1727,0.0000165,252642,137356000,616536,0.456487,-0.000159454,0.849197,0.654183,0.345437,-0.0010017,-0.0451126,-0.251965,0.00000018
0.00000022,0.00000018,0.0000003,0.00000023,0.00000058,0.00000056,0.00000033,0.46,86,5,6,6,5,9,7,6,8,7,1.00E-012,4.8E-012,2.14E-013,68.6947,0.00403575,197209,704698000,674232,0.456657,-0.00124047,0.584037,0.0943207,0.0695136,0.249706,-0.0322251,0.302232,7.09E-010
0.0000005,0.00000011,0.00000047,0.00000036,0.00000008,0.00000027,0.00000059,0.5,26,10,3,7,10,3,5,3,7,6,1.00E-012,8.87E-013,4.98E-014,61.2988,0.00112528,147258,673986000,1032000,0.496036,-0.000340747,0.615752,0.115833,0.144928,0.224387,0.0439443,0.225287,1.1E-009
0.00000022,0.00000038,0.00000049,0.00000018,0.00000007,0.00000013,0.00000054,0.54,63,6,2,5,7,2,10,3,2,4,1.00E-012,8.19E-013,1.4E-013,28.7907,0.00126684,6128790,350475000,21717.6,0.536337,-0.000649994,0.88795,0.34718,0.482282,-0.0441603,0.0421499,-0.0682767,7.89E-009
0.00000047,0.00000021,0.00000028,0.00000053,0.00000051,0.00000014,0.00000055,0.6,19,10,8,10,3,10,7,2,3,9,1.00E-012,6.4E-013,7.03E-014,50.6027,0.000349216,154865,621161000,970601,0.595949,-0.000218814,0.558812,0.0119601,0.175559,0.311778,0.0388022,0.190125,1.65E-009
0.00000017,0.00000032,0.00000057,0.00000051,0.00000033,0.00000049,0.00000016,0.44,83,9,6,3,7,2,9,10,6,6,1.00E-012,4.31E-012,1.77E-013,60.7652,0.00300332,378189,595964000,363628,0.436615,-0.00163903,0.763528,0.176594,0.160926,0.075695,-0.0667656,0.207755,3.17E-010
0.00000057,0.00000038,0.00000009,0.0000002,0.00000019,0.00000026,0.00000039,0.54,3,5,6,9,8,9,2,2,2,3,1.00E-012,6.66E-014,9.67E-015,-23.4887,0.000000214,493466,42461800,312122,0.536413,-0.000039,0.781632,0.762789,0.383567,0.0417393,0.0315164,-0.443272,0.000138507
0.0000001,0.00000021,0.00000057,0.00000036,0.00000026,0.0000001,0.00000025,0.56,55,4,4,9,6,5,8,2,6,10,1.00E-012,1.74E-012,1.31E-013,48.4526,0.00239957,1292610,942350000,110280,0.556752,-0.00168869,0.609362,-0.0147932,0.144672,0.254529,0.00114366,0.22453,5.18E-010
0.0000004,0.00000035,0.00000051,0.00000035,0.00000052,0.00000035,0.00000031,0.48,94,9,4,4,5,3,5,4,6,3,1.00E-012,2.88E-012,1.61E-013,64.2103,0.00250296,211849,561635000,648727,0.476229,-0.00114238,0.594903,0.0391043,0.0761445,0.241898,-0.0486891,0.302644,3.96E-010
0.00000032,0.00000059,0.00000021,0.00000043,0.00000029,0.00000047,0.00000019,0.42,44,2,4,7,10,6,6,4,10,10,1.00E-012,1.9E-011,3.66E-013,43.4062,0.00135203,1073980,985501000,109477,0.416861,-0.000578539,0.507645,-0.0717095,-0.0793173,0.336978,-0.0101783,0.484096,4.76E-010
0.0000001,0.00000013,0.00000013,0.00000042,0.00000007,0.0000004,0.00000016,0.52,35,7,4,5,6,9,6,10,4,4,1.00E-012,1.24E-012,6.63E-014,49.5497,0.00242889,1217000,1024450000,123617,0.516848,-0.000794565,0.502103,0.0183171,0.0481642,0.348049,0.0574283,0.308636,2.29E-009
0.00000053,0.00000043,0.00000033,0.00000034,0.00000019,0.00000053,0.00000036,0.58,80,9,9,4,10,6,4,2,6,10,1.00E-012,1.05E-011,2.41E-013,71.4939,0.00330766,114927,351995000,1135460,0.575975,-0.00081532,0.564859,0.0939979,0.174762,0.261071,0.014367,0.193253,7.2E-010
0.0000006,0.0000006,0.00000013,0.0000006,0.00000048,0.00000043,0.00000007,0.58,95,4,6,5,2,5,4,2,2,5,1.00E-012,2.24E-012,2.26E-013,42.6514,0.000708762,685564,552223000,191457,0.575426,-0.000755566,0.430564,-0.0736129,0.0287889,0.421317,-0.00972309,0.320988,5.67E-010
0.00000032,0.00000039,0.00000012,0.00000047,0.00000044,0.00000049,0.00000054,0.56,56,8,5,2,9,7,8,2,6,2,1.00E-012,2.66E-012,9.62E-014,51.6482,0.000860838,326971,474840000,444110,0.556349,-0.000481005,0.477206,-0.0323141,0.0766927,0.353758,0.0299688,0.294559,9.11E-010
0.00000034,0.00000005,0.00000038,0.00000053,0.00000013,0.0000006,0.00000015,0.42,87,4,7,4,4,4,8,9,3,6,1.00E-012,2.38E-012,2.52E-013,52.218,0.00398339,1255400,1102860000,102482,0.416808,-0.00122335,0.872573,0.411283,0.301442,-0.0234387,-0.00797247,0.0315171,6.52E-010
0.00000044,0.00000042,0.00000054,0.00000018,0.00000023,0.00000021,0.00000047,0.44,20,5,5,6,5,8,7,10,9,3,1.00E-012,3.34E-013,5.87E-014,56.1268,0.00116302,278259,556464000,550491,0.436358,-0.000431538,0.546593,-0.0133389,0.00638922,0.294023,-0.00726801,0.373225,8.39E-010
0.00000056,0.00000023,0.00000035,0.00000038,0.00000035,0.00000054,0.00000027,0.52,95,8,6,8,8,10,2,4,8,6,1.00E-012,6.61E-011,2.58E-013,72.8474,0.00456297,132571,215081000,961880,0.51615,-0.00103496,0.499628,0.0843156,0.0593215,0.319231,-0.0272284,0.276714,1.35E-009
0.0000002,0.00000016,0.00000045,0.00000034,0.00000049,0.0000004,0.00000049,0.44,13,3,7,7,3,5,3,6,7,2,1.00E-012,2.53E-013,3.79E-014,52.694,0.000382866,137238,505282000,1126290,0.436771,-0.00014165,0.63201,0.162298,0.106337,0.202534,-0.0389466,0.254504,2.92E-009
0.00000014,0.00000055,0.00000042,0.00000018,0.00000038,0.00000047,0.00000018,0.44,82,2,9,7,7,7,6,6,3,7,1.00E-012,3.92E-011,3.9E-013,53.2601,0.00538754,1348720,375975000,85430.4,0.436863,-0.00126904,0.506935,0.0376399,-0.0198065,0.327677,-0.0305158,0.384396,5.77E-010
0.00000011,0.00000016,0.00000053,0.00000007,0.00000049,0.00000026,0.00000042,0.6,34,4,8,4,2,7,8,2,2,9,1.00E-012,5.32E-013,1.18E-013,53.6322,0.00178068,530943,544428000,269788,0.596808,-0.000504834,0.710649,0.245141,0.354712,0.122189,0.00972612,0.000407618,2.64E-009
0.00000026,0.00000043,0.00000006,0.00000022,0.00000037,0.00000052,0.00000059,0.6,85,7,10,7,10,10,2,3,4,6,1.00E-012,6.4E-012,3.04E-013,-44.5476,0.00000139,8819180,104622000,4247.84,0.594833,-0.000545309,0.73863,0.872648,0.406523,0.0649405,-0.0435621,-0.596051,0.0000126
0.00000015,0.00000059,0.00000017,0.00000026,0.00000025,0.00000016,0.00000048,0.48,61,9,7,2,7,10,4,6,9,8,1.00E-012,1.36E-011,1.4E-013,57.6691,0.0037583,692855,451433000,203454,0.476623,-0.00129009,0.5267,-0.0127792,0.0270176,0.32427,-0.00382683,0.349408,4.52E-010
0.00000051,0.0000006,0.0000003,0.00000031,0.00000055,0.00000049,0.00000054,0.6,49,9,2,9,5,7,2,9,6,10,1.00E-012,2.38E-012,9.15E-014,-56.3702,0.000000176,15763800,458617000,8635.27,0.594027,-0.000379426,0.846799,0.881159,0.48607,-0.0167696,-0.0673971,-0.616092,0.00000211
0.00000036,0.00000006,0.00000008,0.00000033,0.0000004,0.00000045,0.00000045,0.58,21,3,2,9,4,7,6,7,7,9,1.00E-012,5.99E-013,4.21E-014,51.155,0.000855479,367470,822270000,422221,0.576446,-0.000269491,0.465386,0.0337531,0.0778874,0.384331,-0.0199947,0.239329,8.81E-009
0.00000032,0.00000037,0.00000025,0.00000014,0.00000012,0.00000018,0.00000018,0.58,62,10,3,5,3,10,7,5,2,8,1.00E-012,1.58E-012,9.59E-014,59.8861,0.00309406,460245,943979000,318990,0.576094,-0.00107523,0.484362,-0.0511929,0.0854817,0.377019,0.0547014,0.272566,6.98E-010
0.00000056,0.00000014,0.00000038,0.00000052,0.00000052,0.00000047,0.00000005,0.46,23,7,4,7,8,4,5,5,9,3,1.00E-012,1.15E-012,5.22E-014,46.6503,0.000872254,625716,1007940000,246532,0.456559,-0.000854948,0.647573,0.0888074,0.0819703,0.138168,-0.117772,0.287807,5.82E-010
0.0000002,0.00000059,0.00000048,0.00000057,0.00000059,0.00000059,0.00000053,0.5,14,5,2,3,10,9,8,6,3,7,1.00E-012,1.01E-012,1.18E-014,21.2567,0.000067,733325,9825010,172461,0.496731,-0.000133625,0.887659,0.477506,0.427998,-0.041577,-0.00931663,-0.121154,0.00000018
0.00000011,0.00000042,0.00000039,0.0000002,0.00000036,0.00000009,0.0000001,0.56,93,7,2,6,6,6,6,2,2,3,1.00E-012,9.02E-012,1.36E-013,49.2246,0.00400353,1962600,957001000,72241.4,0.556391,-0.00183272,0.488296,-0.111435,0.0544986,0.37669,0.00818819,0.291876,3.78E-010
0.00000017,0.0000005,0.00000013,0.00000024,0.0000005,0.00000019,0.00000031,0.42,54,3,7,3,8,2,10,4,5,9,1.00E-012,1.38E-011,2.53E-013,41.6846,0.0023915,2505670,1404150000,50764.7,0.416616,-0.000998865,0.526105,-0.0591069,-0.0506626,0.330192,-0.041057,0.434608,6.56E-010
0.00000029,0.00000056,0.00000012,0.00000014,0.00000015,0.00000009,0.0000001,0.58,17,8,8,3,5,3,3,7,3,8,1.00E-012,4.26E-013,4.63E-014,55.178,0.00131289,351237,1159680000,437191,0.576381,-0.000587344,0.481916,-0.0507413,0.0809393,0.373156,-0.0435032,0.284225,1.27E-009
0.00000022,0.00000047,0.00000036,0.00000045,0.00000014,0.00000036,0.00000055,0.42,5,2,9,4,2,8,7,9,10,9,1.00E-012,7.06E-014,1.58E-014,50.2294,0.000244214,120266,374451000,1329530,0.416699,-0.0000953,0.610854,0.0525716,0.0316605,0.24819,0.0241008,0.349352,2.27E-009
0.00000015,0.00000012,0.00000016,0.0000005,0.00000042,0.00000011,0.00000048,0.44,71,9,2,10,6,4,4,7,9,4,1.00E-012,6.48E-012,3.32E-013,34.8797,0.00212991,4626180,1163670000,26038.9,0.436559,-0.00132414,0.49949,-0.0517739,-0.0416458,0.3586,-0.0418967,0.412338,6.58E-010
0.00000059,0.00000055,0.00000011,0.00000034,0.00000052,0.00000041,0.00000034,0.46,85,3,4,9,3,10,2,7,10,5,1.00E-012,3.3E-012,4.11E-013,45.762,0.00143596,843104,852131000,135194,0.456176,-0.000920554,0.463507,-0.0437616,-0.0541738,0.3785,-0.0345414,0.435478,6.4E-010
0.00000047,0.00000008,0.00000009,0.00000023,0.00000032,0.00000033,0.00000007,0.46,57,3,7,4,8,4,10,3,8,5,1.00E-012,1.52E-012,1.45E-013,51.4335,0.00389954,1477390,2644610000,95645,0.457191,-0.00271999,0.643687,0.129422,0.110461,0.175681,-0.064277,0.265949,1.14E-009
0.00000021,0.0000001,0.0000006,0.00000038,0.00000059,0.00000018,0.00000038,0.52,93,5,3,9,8,2,7,3,3,10,1.00E-012,5.42E-012,1.92E-013,66.3459,0.00320098,207068,574361000,648652,0.51653,-0.0012413,0.659169,0.115583,0.188633,0.200759,-0.0393168,0.186197,3.45E-010
0.0000002,0.0000005,0.00000021,0.00000028,0.00000057,0.00000049,0.00000042,0.5,82,5,8,5,3,4,3,8,9,2,1.00E-012,1.92E-012,2.52E-013,53.7187,0.00165847,439601,445560000,292570,0.496683,-0.000757637,0.462035,-0.0136582,0.00260623,0.362062,-0.057823,0.36596,6.18E-010
0.00000049,0.00000046,0.00000056,0.00000039,0.0000005,0.00000054,0.00000046,0.6,54,10,2,4,6,3,9,9,4,3,1.00E-012,1.62E-012,6.27E-014,54.8044,0.00104138,288315,389129000,527968,0.595869,-0.000454558,0.499512,-0.0515766,0.118776,0.349403,-0.0307772,0.252217,5.06E-010
0.00000011,0.00000006,0.00000034,0.00000026,0.00000022,0.00000055,0.00000034,0.44,66,4,2,3,9,3,4,3,2,9,1.00E-012,2.06E-011,5.74E-014,-43.8903,2.59E-008,600909,1449930000,246247,0.436852,-0.00057259,0.703506,0.866025,0.188962,0.125639,-0.0442249,-0.432899,0.0000161
0.00000013,0.00000047,0.00000021,0.0000003,0.00000055,0.00000035,0.00000029,0.46,44,9,10,7,10,3,10,5,6,10,1.00E-012,4.69E-012,2.51E-013,45.3521,0.00196857,1371970,819312000,94070.9,0.456729,-0.000843453,0.497049,-0.0333518,-0.0240328,0.349663,-0.045667,0.402581,6.3E-010
0.00000046,0.00000052,0.00000054,0.00000018,0.00000015,0.00000021,0.00000052,0.5,76,8,6,9,4,2,4,6,9,4,1.00E-012,7.43E-013,2.37E-013,57.9017,0.00276617,457655,503307000,283926,0.495801,-0.00111666,0.494443,-0.0290116,0.0250916,0.3455,-0.0282836,0.348488,6.86E-010
0.00000036,0.00000058,0.00000036,0.00000032,0.00000037,0.00000056,0.00000055,0.44,90,6,5,9,6,10,5,4,2,7,1.00E-012,5.76E-012,2.19E-013,51.2123,0.000629009,221835,27267000,578043,0.436277,-0.000563813,0.781336,0.54152,0.262179,0.0656878,0.0291517,-0.124979,5.19E-008
0.00000039,0.00000015,0.0000002,0.00000018,0.00000048,0.00000034,0.00000025,0.5,15,8,7,5,4,3,4,9,8,9,1.00E-012,2.78E-013,4.12E-014,57.9639,0.000694785,135558,1134220000,1138530,0.496433,-0.000263847,0.594825,0.11428,0.118939,0.235041,-0.0730147,0.250281,2.82E-009
0.00000038,0.00000051,0.00000057,0.00000033,0.00000034,0.00000047,0.00000045,0.5,73,8,5,10,9,9,2,3,7,4,1.00E-012,3.01E-012,2.81E-013,57.2286,0.00204226,350544,230848000,355891,0.496363,-0.000595568,0.441088,0.0051605,-0.00706499,0.374604,-0.00414384,0.360306,7.71E-010
0.00000015,0.00000047,0.00000027,0.00000013,0.00000024,0.00000023,0.00000019,0.42,50,4,7,5,5,3,9,5,4,5,1.00E-012,9.4E-013,2.38E-013,43.9711,0.00299894,2451710,1246920000,52673,0.416754,-0.00111865,0.530563,-0.0361422,-0.0404804,0.314403,-0.0284445,0.426203,7.87E-010
