lbias,lbp,lbn,lin1,lin2,ltn,ltp,vcmo,mamp,fbias,fbp,fbn,fin1,fin2,ftn1,ftn2,ftp1,ftp2,cload,cin,cout,gain,gm,pole1,pole2,rout,cmo,pwr,swing14,swing7,swingn,swingn1,swingn4,swingp,irn
0.00000056,0.0000004,0.00000038,0.00000007,0.00000046,0.00000021,0.0000003,0.54,45,2,2,7,4,4,5,7,3,10,1.00E-012,4.19E-012,6.49E-014,54.8531,0.00033881,91722.9,134569000,1631920,0.536341,-0.000859828,0.488806,0.206242,0.0888976,0.334191,-0.0538901,0.118203,6.41E-008
0.00000027,0.0000001,0.00000034,0.00000047,0.00000018,0.00000033,0.00000026,0.46,35,4,8,3,9,6,9,10,3,10,1.00E-012,2.17E-012,9.35E-014,66.0139,0.00225735,167431,578693000,885311,0.456645,-0.000585449,0.799246,0.29467,0.270452,0.0609706,0.00322652,0.0853041,8.04E-010
0.00000029,0.00000035,0.0000006,0.00000054,0.0000005,0.00000052,0.00000027,0.44,94,10,5,8,5,5,9,7,4,3,1.00E-012,3.93E-012,3.24E-013,56.3707,0.00253564,465878,496361000,259685,0.436369,-0.00112116,0.556007,0.00546465,0.00352565,0.294519,-0.0279153,0.377511,3.28E-010
0.00000039,0.00000046,0.00000021,0.00000011,0.00000052,0.00000011,0.00000039,0.56,94,5,10,5,8,9,5,4,7,7,1.00E-012,1.62E-011,3.17E-013,64.8862,0.00772917,535244,841271000,227079,0.555381,-0.00236246,0.504025,-0.0166782,0.101431,0.331152,-0.0279346,0.272499,3.28E-010
0.00000008,0.0000002,0.00000059,0.00000038,0.00000022,0.00000009,0.00000037,0.52,48,5,4,3,3,5,7,2,5,7,1.00E-012,8.18E-013,7.72E-014,42.9383,0.00162437,1709470,1114620000,86343.6,0.516886,-0.00113654,0.811452,0.16066,0.272595,0.0565563,0.0166153,0.0889439,7.51E-010
0.00000048,0.00000014,0.0000002,0.00000045,0.00000037,0.0000005,0.00000026,0.54,56,9,6,2,10,9,2,3,3,10,1.00E-012,2.73E-011,1.06E-013,-54.61,1.57E-008,1115240,654550000,118553,0.536166,-0.000450954,0.690076,0.879682,0.267922,0.136315,-0.0550586,-0.536116,0.0000157
0.00000017,0.00000039,0.00000007,0.00000059,0.00000019,0.00000012,0.00000026,0.6,34,8,2,2,5,3,10,2,4,6,1.00E-012,1.45E-012,3.35E-014,39.1624,0.000478772,820717,663334000,189666,0.596429,-0.00046999,0.456773,-0.122567,0.0732319,0.416284,0.042899,0.245155,1.38E-009
0.00000031,0.00000038,0.00000057,0.00000052,0.00000037,0.0000004,0.00000029,0.42,70,7,3,2,7,8,8,10,9,6,1.00E-012,8.6E-012,8.61E-014,68.8411,0.00407125,215846,497761000,679713,0.416326,-0.0014292,0.702253,0.0889219,0.0762995,0.144297,-0.0333869,0.28626,2.48E-010
0.00000041,0.00000027,0.00000035,0.00000046,0.00000054,0.00000016,0.00000019,0.58,37,9,5,10,7,9,9,4,3,2,1.00E-012,1.94E-012,1.04E-013,50.5768,0.00120042,513202,754848000,281520,0.576079,-0.000717635,0.520236,-0.0480633,0.112621,0.339579,-0.00549277,0.257648,5E-010
0.00000053,0.00000041,0.00000026,0.0000005,0.00000043,0.00000052,0.00000038,0.6,80,5,9,5,3,5,10,6,5,7,1.00E-012,2.06E-012,2.51E-013,61.5986,0.00191044,203678,498789000,629211,0.595759,-0.000881794,0.547897,0.0109443,0.158859,0.309201,-0.0138174,0.217628,6.06E-010
0.0000003,0.00000045,0.0000005,0.00000054,0.00000023,0.00000008,0.00000017,0.52,5,4,10,8,5,9,9,8,8,8,1.00E-012,2.03E-013,2.11E-014,48.0438,0.000398191,250399,738880000,634010,0.516649,-0.000302746,0.63256,-0.0259978,0.10462,0.234272,-0.0233044,0.251899,1.12E-009
0.00000035,0.00000011,0.0000004,0.00000011,0.00000041,0.0000002,0.00000051,0.52,10,7,6,2,3,8,9,8,2,9,1.00E-012,2.61E-013,8.56E-015,13.6137,0.000197989,3058000,36658200,24212.6,0.515413,-0.000168864,0.86445,0.476614,0.428233,-0.0109569,-0.00845375,-0.169037,0.00000113
0.00000058,0.00000036,0.00000058,0.00000031,0.00000053,0.0000006,0.00000021,0.44,38,9,7,8,4,2,7,8,2,3,1.00E-012,7.61E-013,1.23E-013,59.1187,0.000943226,148222,475354000,957894,0.436025,-0.000342694,0.566382,0.0551603,0.0258891,0.279005,-0.052755,0.349431,8.83E-010
0.0000002,0.00000022,0.00000029,0.0000006,0.00000043,0.00000041,0.0000001,0.58,70,7,4,4,9,2,7,8,10,5,1.00E-012,5.26E-012,1.22E-013,53.7661,0.00227981,673386,774826000,213995,0.576646,-0.00196887,0.608211,0.0305287,0.16214,0.213568,-0.0892752,0.206442,3.08E-010
0.00000022,0.00000026,0.00000017,0.00000028,0.00000007,0.00000047,0.0000004,0.58,58,2,2,5,3,2,9,6,3,7,1.00E-012,6.89E-013,7.27E-014,55.9912,0.00134834,318817,809863000,467479,0.5763,-0.000502646,0.456186,-0.0451324,0.0627149,0.404064,0.060866,0.279405,2.38E-009
0.00000031,0.0000001,0.0000001,0.00000038,0.00000026,0.00000029,0.00000007,0.54,20,9,7,9,9,6,7,9,6,7,1.00E-012,1E-012,6.74E-014,48.9085,0.00171488,935510,1847870000,162627,0.536455,-0.000853634,0.508679,0.0130653,0.0665389,0.324317,-0.0642955,0.303237,1.47E-009
0.00000059,0.0000004,0.00000017,0.00000016,0.00000038,0.00000018,0.00000038,0.46,71,4,4,3,2,6,8,7,9,8,1.00E-012,1.35E-012,1.61E-013,44.2237,0.00223553,1906970,1308580000,72745.5,0.454738,-0.00133668,0.515469,-0.0706976,-0.0226256,0.344976,-0.0218885,0.393463,7.23E-010
0.00000048,0.00000052,0.00000032,0.00000034,0.00000047,0.00000026,0.00000011,0.42,89,7,7,8,5,7,6,8,7,2,1.00E-012,4.51E-012,7.64E-013,39.4657,0.00232829,2248680,966251000,40387.8,0.41649,-0.00190521,0.523737,-0.0686995,-0.0677574,0.322914,-0.0455417,0.457932,3.4E-010
0.00000054,0.00000024,0.00000023,0.00000029,0.00000012,0.00000041,0.00000011,0.44,70,4,6,9,10,5,6,7,9,4,1.00E-012,9.64E-012,4.52E-013,47.2424,0.00442851,2137090,1488220000,51983.4,0.437112,-0.00198736,0.50011,-0.0259308,-0.0438528,0.324954,-0.026934,0.434345,5.18E-010
0.00000024,0.00000017,0.00000056,0.00000033,0.00000053,0.00000028,0.00000036,0.58,34,6,3,9,2,7,7,7,2,7,1.00E-012,7.39E-013,7.07E-014,56.87,0.000923544,199344,684744000,755166,0.5766,-0.00033448,0.564169,0.0234435,0.160628,0.30317,-0.0045631,0.208644,1.14E-009
0.00000047,0.0000003,0.00000029,0.00000048,0.00000038,0.00000025,0.00000034,0.46,29,2,8,7,10,9,2,4,8,4,1.00E-012,2.03E-012,1.03E-013,62.1922,0.00150137,171719,376588000,857283,0.456595,-0.000402372,0.513508,0.0454775,0.00971129,0.31896,-0.0277584,0.353277,0.000000001
0.0000003,0.00000027,0.00000008,0.00000031,0.00000016,0.00000037,0.00000007,0.5,72,9,2,4,9,9,8,7,8,10,1.00E-012,4.48E-011,2.87E-013,43.4071,0.00315697,2617990,1469680000,46890.2,0.496358,-0.00162886,0.439802,-0.0841504,-0.0430036,0.411172,0.00772612,0.405476,6.9E-010
0.00000012,0.00000024,0.00000041,0.00000037,0.00000033,0.00000034,0.00000029,0.48,10,10,2,8,2,2,2,10,4,5,1.00E-012,1.23E-013,3.04E-014,29.93,0.000173584,869290,793781000,180714,0.476767,-0.00020261,0.477851,-0.0252806,-0.0206145,0.372491,-0.0574939,0.387555,4.15E-009
0.0000004,0.0000001,0.00000041,0.00000052,0.00000021,0.00000049,0.00000049,0.54,82,3,2,7,8,7,10,3,9,3,1.00E-012,3.34E-012,1.27E-013,61.7104,0.0021294,251106,723781000,571824,0.536212,-0.00104955,0.587668,0.0608871,0.147464,0.248761,0.0342285,0.230056,5.36E-010
0.00000055,0.00000044,0.00000039,0.00000057,0.00000031,0.00000023,0.00000035,0.42,90,2,8,9,4,5,7,7,4,3,1.00E-012,2.8E-012,5.14E-013,49.6099,0.00267463,944494,533004000,113040,0.415494,-0.00118303,0.541429,-0.0222779,-0.029202,0.320789,-0.0115675,0.410105,3.95E-010
0.00000023,0.00000026,0.00000028,0.00000006,0.00000048,0.00000054,0.0000006,0.5,34,6,9,3,2,6,8,8,4,9,1.00E-012,8.4E-013,9.64E-014,-50.7144,7.84E-008,3854320,426148000,37165.5,0.49655,-0.000413296,0.766639,0.848909,0.352607,0.0306641,-0.0435704,-0.485063,0.0000472
0.00000049,0.0000003,0.00000046,0.00000017,0.00000056,0.00000058,0.00000053,0.44,37,8,6,4,8,2,6,4,3,10,1.00E-012,1.14E-012,8.31E-014,64.2562,0.0014417,131463,195645000,1132230,0.436144,-0.000332839,0.571955,0.14381,0.059587,0.252598,-0.049706,0.282671,2.55E-009
0.00000012,0.00000035,0.00000008,0.00000038,0.00000053,0.0000005,0.00000019,0.46,42,9,4,3,7,3,6,10,3,9,1.00E-012,2.29E-011,1.62E-013,41.7432,0.00128937,1466550,999124000,94794.4,0.456772,-0.000562499,0.473409,-0.0398166,-0.0464457,0.374481,-0.0562529,0.424384,7.1E-010
0.0000003,0.0000002,0.0000002,0.00000054,0.00000024,0.0000002,0.00000033,0.54,36,5,4,3,8,9,7,7,3,5,1.00E-012,2.76E-012,5.56E-014,63.3175,0.00179641,188260,687516000,815588,0.536569,-0.00054295,0.570245,0.0237073,0.126468,0.292789,0.0176529,0.24709,7.98E-010
0.00000033,0.00000028,0.00000021,0.00000015,0.00000008,0.00000016,0.00000047,0.5,26,8,9,6,7,5,5,7,4,6,1.00E-012,6.51E-013,8.51E-014,24.1493,0.000383944,3125280,78053900,41994.7,0.496281,-0.000479908,0.817789,0.421319,0.368843,0.0273526,0.0359963,-0.0854997,0.000000266
0.00000043,0.00000031,0.00000015,0.00000008,0.00000044,0.00000046,0.0000006,0.42,71,4,7,10,4,10,2,8,6,8,1.00E-012,3.31E-012,2.09E-013,-25.6274,6.51E-008,165249,47278300,803610,0.416526,-0.00051617,0.715403,0.903955,0.222118,0.0673105,-0.0732193,-0.44387,0.0000218
0.00000024,0.00000029,0.00000018,0.0000006,0.00000032,0.00000023,0.00000018,0.56,43,5,4,7,7,6,10,5,7,6,1.00E-012,2.93E-012,9.28E-014,44.1297,0.00104467,961782,725372000,153995,0.556396,-0.000870334,0.474831,-0.0807699,0.0468096,0.386632,-0.00854285,0.310998,5.82E-010
0.00000043,0.00000006,0.00000053,0.00000058,0.00000023,0.00000023,0.00000025,0.48,37,3,8,8,5,2,7,6,10,6,1.00E-012,1.15E-012,1.43E-013,48.4935,0.00128369,681004,1309840000,207116,0.476609,-0.000813959,0.872112,0.359141,0.344219,-0.0266772,-0.0579257,0.0196453,7.19E-010
0.00000036,0.00000017,0.00000039,0.00000041,0.00000053,0.00000025,0.00000029,0.44,71,3,5,7,10,4,3,3,2,2,1.00E-012,4.76E-012,1.69E-013,66.4803,0.00219939,141979,421691000,958771,0.436612,-0.000589492,0.560739,0.0916363,0.0416771,0.277568,-0.0286892,0.314657,8.37E-010
0.00000033,0.00000051,0.00000007,0.00000029,0.0000005,0.0000001,0.00000008,0.54,58,6,2,10,6,4,8,4,5,8,1.00E-012,7.19E-012,2.71E-013,33.6861,0.00182688,4796420,1661000000,26460.5,0.53421,-0.00102275,0.405537,-0.136975,-0.0335128,0.466433,-0.0206769,0.322539,5.85E-010
0.00000016,0.00000035,0.00000033,0.00000046,0.00000057,0.00000048,0.00000017,0.56,59,6,5,9,3,7,8,3,7,9,1.00E-012,1.85E-012,1.58E-013,42.7589,0.000892225,908377,718716000,153983,0.55668,-0.000828825,0.482972,-0.0580602,0.0519332,0.366879,-0.0157351,0.319683,6.14E-010
0.00000024,0.00000051,0.00000048,0.00000028,0.00000027,0.00000038,0.00000011,0.46,97,5,5,3,8,5,6,4,3,4,1.00E-012,3.51E-011,1.81E-013,68.26,0.00569752,300019,510547000,454271,0.456607,-0.00182916,0.612499,0.0442672,0.0606328,0.222759,-0.0303338,0.315798,2.83E-010
0.0000004,0.00000044,0.00000015,0.00000046,0.00000023,0.00000034,0.00000022,0.46,77,10,7,7,10,9,6,10,9,2,1.00E-012,1.33E-011,4.59E-013,46.0669,0.00267029,1464540,787668000,75298.9,0.456179,-0.00156289,0.468937,-0.0528627,-0.0433866,0.37032,-0.0125264,0.421481,4.39E-010
0.00000042,0.0000001,0.00000025,0.00000051,0.00000049,0.00000006,0.00000036,0.42,77,10,6,2,6,10,5,8,9,10,1.00E-012,5.09E-012,1.56E-013,53.7477,0.00578036,1643070,1353370000,84222.9,0.415656,-0.00274511,0.879919,0.274465,0.258812,-0.0120929,-0.0405872,0.110131,2.78E-010
0.00000059,0.00000042,0.00000055,0.00000022,0.00000049,0.00000041,0.00000044,0.48,59,5,9,4,6,10,5,9,3,6,1.00E-012,3.38E-012,1.71E-013,-49.681,8.16E-008,3340590,329921000,40183.8,0.475829,-0.000580549,0.828451,0.842703,0.353547,0.0141489,-0.0350278,-0.466352,0.0000515
0.00000034,0.00000045,0.00000005,0.00000039,0.00000024,0.00000055,0.00000044,0.5,75,3,6,3,3,3,3,2,5,3,1.00E-012,1.12E-012,2.4E-013,45.5024,0.000965011,665752,796855000,195249,0.496503,-0.00041758,0.425418,-0.0342422,-0.0376482,0.413133,0.00485085,0.386917,1.37E-009
0.00000057,0.00000026,0.00000053,0.00000037,0.00000024,0.0000003,0.00000033,0.58,59,2,10,9,2,3,9,9,8,10,1.00E-012,7.81E-013,2.33E-013,68.1806,0.00237124,121304,814256000,1081570,0.575485,-0.00114133,0.6568,0.0998315,0.231776,0.200715,-0.0371435,0.148194,9.27E-010
0.00000029,0.00000054,0.00000029,0.0000002,0.00000041,0.00000039,0.0000005,0.6,76,2,3,9,7,2,5,3,10,2,1.00E-012,1.2E-012,1.59E-013,51.2413,0.00114583,437470,483313000,318378,0.595656,-0.000573439,0.390631,-0.0772588,0.0516099,0.426642,-0.0286792,0.29042,1.14E-009
0.00000044,0.00000053,0.00000058,0.00000055,0.00000015,0.00000008,0.00000038,0.54,39,4,10,8,5,3,6,5,6,8,1.00E-012,1.29E-012,1.53E-013,58.0201,0.00190386,329534,437146000,418185,0.5356,-0.00099857,0.610099,-0.0157439,0.132548,0.259593,-0.0116544,0.241936,4.6E-010
0.00000037,0.00000047,0.00000018,0.0000005,0.00000029,0.00000009,0.00000059,0.42,51,3,4,2,4,7,3,3,4,6,1.00E-012,3.03E-012,6.84E-014,-3.8291,0.00000596,1274870,933837000,107885,0.416176,-0.000512912,0.912082,0.646439,0.365494,-0.049118,-0.00828388,-0.229678,7.23E-008
0.00000034,0.00000021,0.0000005,0.00000025,0.0000004,0.00000014,0.00000032,0.54,47,8,8,10,8,7,10,9,3,10,1.00E-012,3.53E-012,1.7E-013,69.3853,0.00361867,170477,684190000,814172,0.536302,-0.00103326,0.613704,0.065498,0.169891,0.250498,-0.0201262,0.203197,5.6E-010
0.00000019,0.00000022,0.00000008,0.00000025,0.00000045,0.00000023,0.00000055,0.5,74,2,2,7,10,4,2,4,5,7,1.00E-012,6.47E-011,3.23E-013,48.381,0.0028171,1289510,276418000,93163.6,0.496484,-0.000725044,0.411469,0.0412258,-0.0365568,0.41893,-0.0429402,0.320783,5.37E-009
0.00000012,0.0000003,0.00000038,0.00000054,0.00000041,0.00000015,0.00000028,0.56,60,7,3,3,8,8,6,8,5,3,1.00E-012,1.16E-011,7.76E-014,53.6798,0.00298268,928999,706141000,161951,0.556751,-0.00133167,0.594352,-0.0112177,0.142501,0.263521,-0.0266744,0.23097,2.7E-010
0.00000027,0.00000013,0.0000003,0.00000017,0.00000059,0.00000024,0.00000009,0.58,95,2,8,6,3,5,3,3,2,4,1.00E-012,2.02E-012,2.9E-013,66.3696,0.00439712,265988,1164180000,473490,0.576696,-0.00152869,0.67106,0.179244,0.266772,0.164653,-0.0581328,0.102905,7.32E-010
0.00000045,0.00000038,0.00000032,0.00000018,0.00000015,0.00000038,0.00000014,0.48,26,7,3,6,8,5,2,10,10,2,1.00E-012,5.28E-013,1E-013,46.5489,0.000848425,588017,788179000,250515,0.476443,-0.000581018,0.434997,-0.0294586,-0.0347806,0.369699,-0.0467102,0.411026,1.3E-009
0.00000007,0.0000004,0.00000012,0.00000058,0.00000047,0.00000043,0.00000049,0.6,82,5,9,4,9,8,4,3,5,10,1.00E-012,2.92E-011,2.47E-013,41.738,0.00249308,2572130,307091000,48996.1,0.596837,-0.000834915,0.463979,0.00933993,0.0958149,0.382053,-0.00235253,0.245696,8.27E-010
0.00000034,0.00000047,0.00000048,0.00000048,0.00000058,0.00000053,0.00000057,0.58,88,7,10,8,4,6,6,9,4,6,1.00E-012,3.26E-012,3.38E-013,67.1939,0.0024464,129078,262389000,935766,0.576203,-0.000697629,0.541171,0.0470456,0.146733,0.315205,-0.02145,0.212728,5.5E-010
0.00000049,0.0000003,0.0000001,0.00000012,0.00000047,0.0000004,0.00000046,0.5,14,7,10,6,7,4,5,4,2,9,1.00E-012,3.92E-013,4.97E-014,-38.1974,0.000000076,932129,82245700,161889,0.496316,-0.000154098,0.76928,0.868586,0.32971,0.0506557,-0.0529176,-0.500842,0.0001404
0.00000007,0.00000033,0.00000013,0.00000041,0.00000015,0.00000015,0.00000014,0.44,52,5,6,10,5,2,4,5,3,3,1.00E-012,1.89E-012,3.15E-013,33.2547,0.00163871,4325650,1278180000,28069.6,0.436962,-0.00105099,0.49447,-0.0574567,-0.0519035,0.364487,-0.0289117,0.430547,8.74E-010
0.0000005,0.00000058,0.00000034,0.00000033,0.00000025,0.00000017,0.00000045,0.52,52,2,6,6,5,6,3,6,10,9,1.00E-012,1.59E-012,1.31E-013,58.2301,0.00201924,350796,479784000,403942,0.515078,-0.000901376,0.493728,-0.0368098,0.0317536,0.360664,-0.0227607,0.337595,4.95E-010
0.00000014,0.00000019,0.00000035,0.00000054,0.00000039,0.00000013,0.00000011,0.46,3,5,9,4,3,7,7,6,4,5,1.00E-012,9.9E-014,1.09E-014,38.4666,0.000170012,320936,1270470000,493002,0.45682,-0.00016202,0.789505,0.186296,0.207087,0.0689784,-0.0422372,0.163661,2.11E-009
0.00000046,0.00000041,0.00000024,0.00000024,0.00000035,0.00000032,0.00000011,0.5,8,10,7,3,6,10,3,9,10,2,1.00E-012,2.54E-013,2.21E-014,56.8127,0.00066138,149500,573972000,1047570,0.496215,-0.000253079,0.563674,0.039273,0.0768323,0.246168,-0.0664071,0.303113,0.000000001
0.00000056,0.00000028,0.00000029,0.00000015,0.00000025,0.00000026,0.00000055,0.52,68,7,4,5,8,5,4,6,6,7,1.00E-012,3.16E-012,4.89E-014,33.5371,0.00171371,3192330,47857400,27728.1,0.51456,-0.000926745,0.833118,0.426655,0.411411,-0.00634306,-0.0226279,-0.0888986,9.39E-008
0.00000007,0.00000045,0.00000042,0.00000052,0.00000045,0.0000004,0.00000043,0.54,22,3,5,6,8,7,3,7,2,6,1.00E-012,1.58E-012,4.7E-014,-60.7897,4.43E-008,7106490,443319000,20598,0.536881,-0.00023638,0.846742,0.863073,0.425522,0.00144548,-0.0457704,-0.547942,0.0000659
0.00000048,0.00000052,0.00000009,0.00000051,0.00000035,0.00000043,0.00000019,0.58,6,3,9,6,4,3,10,3,5,10,1.00E-012,1.59E-013,2.1E-014,39.6803,0.000095,155401,632250000,1015110,0.576545,-0.0000871,0.434972,-0.0676459,0.0369073,0.422674,-0.0105797,0.306,0.000000003
0.00000023,0.00000032,0.00000042,0.00000038,0.00000012,0.00000042,0.00000024,0.48,73,6,7,8,6,10,3,6,7,9,1.00E-012,4.06E-012,2.24E-013,68.6057,0.00485269,236358,341168000,555009,0.47666,-0.00116791,0.525533,0.0579449,0.0318412,0.314767,0.0184245,0.326391,7.52E-010
0.00000056,0.0000005,0.00000013,0.00000025,0.00000031,0.00000026,0.00000057,0.5,85,5,3,5,10,6,4,7,6,4,1.00E-012,2.86E-011,3E-013,49.9604,0.00283028,1097930,473998000,111223,0.495313,-0.00100249,0.421369,-0.0296945,-0.0269106,0.413501,-0.013919,0.359777,7.18E-010
0.00000006,0.0000006,0.00000053,0.00000006,0.00000013,0.00000017,0.00000051,0.48,94,4,10,5,5,7,10,9,5,8,1.00E-012,1.21E-012,3.16E-013,-65.5777,0.000000075,17374700,2397170000,7016.31,0.476941,-0.00217009,0.824345,0.856972,0.403905,-0.0311334,-0.0384737,-0.490723,0.0000201
0.00000041,0.00000053,0.00000052,0.00000022,0.00000026,0.00000028,0.00000024,0.5,64,5,10,2,5,5,7,3,7,6,1.00E-012,1.13E-012,2.04E-013,65.2229,0.00317831,231757,517893000,574047,0.496049,-0.00130622,0.806315,0.213631,0.260681,0.0337809,-0.0171431,0.105327,5.23E-010
0.0000001,0.00000044,0.00000032,0.00000036,0.00000051,0.00000033,0.0000004,0.52,20,8,8,9,4,10,10,3,7,3,1.00E-012,5.99E-013,7.24E-014,34.0723,0.000414592,1226030,589354000,121897,0.516826,-0.000392071,0.500467,-0.0417533,0.0400051,0.350657,0.0168712,0.332086,1.3E-009
0.00000016,0.00000011,0.00000028,0.00000038,0.00000012,0.00000045,0.0000004,0.44,10,3,5,9,10,6,8,8,10,5,1.00E-012,3.57E-013,2.79E-014,54.107,0.00063943,197911,787870000,793521,0.436803,-0.000208683,0.573182,0.0931524,0.0468825,0.26342,0.0136254,0.317536,2.78E-009
0.0000002,0.0000004,0.00000036,0.00000053,0.00000014,0.00000046,0.00000023,0.5,58,8,3,6,8,3,9,7,9,7,1.00E-012,3.96E-012,1.62E-013,46.9785,0.00145327,906458,561757000,153667,0.4966,-0.000907136,0.483377,-0.0709845,-0.00747598,0.369309,-0.00424002,0.377694,4.32E-010
0.00000037,0.00000034,0.00000028,0.00000031,0.00000058,0.00000045,0.00000011,0.48,26,6,9,7,4,9,3,8,4,6,1.00E-012,1.18E-012,9.14E-014,61.0554,0.00134399,176948,532135000,840177,0.476569,-0.000425506,0.52283,0.0398107,0.0234964,0.309555,-0.0617449,0.345809,7.02E-010
0.00000049,0.00000013,0.00000052,0.00000039,0.00000006,0.00000053,0.00000007,0.6,63,3,6,8,2,2,6,4,4,2,1.00E-012,5.76E-013,1.75E-013,52.5698,0.00315508,1019330,2035330000,134735,0.596384,-0.00148119,0.7151,0.182877,0.305042,0.111502,0.00164296,0.0732692,1.13E-009
0.00000018,0.00000034,0.00000008,0.00000038,0.00000027,0.00000052,0.00000013,0.54,92,4,10,10,10,4,7,7,5,10,1.00E-012,7.91E-011,5.72E-013,49.5471,0.00422442,1449160,852183000,71053.8,0.536615,-0.00164718,0.411732,-0.0372733,-0.0189768,0.427562,-0.0436519,0.355956,7.52E-010
0.00000058,0.00000057,0.00000045,0.00000037,0.00000028,0.00000009,0.00000033,0.6,16,10,5,2,2,9,8,8,8,7,1.00E-012,3.31E-013,3.33E-014,53.7364,0.00108818,347186,507897000,446807,0.595643,-0.000577181,0.717432,0.0131833,0.230723,0.151417,-0.0169101,0.10302,7.81E-010
0.00000026,0.00000005,0.00000052,0.00000041,0.00000029,0.0000001,0.00000021,0.48,31,10,6,2,9,6,3,9,5,2,1.00E-012,2.34E-012,1.53E-013,43.4802,0.00219755,2063470,1470090000,67931.4,0.476484,-0.000682386,0.894783,0.41442,0.395576,-0.0537849,-0.0531179,-0.0410429,9.2E-010
0.00000012,0.00000032,0.00000036,0.00000043,0.00000036,0.00000028,0.00000011,0.52,17,3,4,8,4,8,8,9,9,9,1.00E-012,5.72E-013,4.46E-014,38.921,0.000398695,695736,955395000,221518,0.516853,-0.000463595,0.501884,-0.0739542,0.0190635,0.352832,-0.0344938,0.350814,8.82E-010
0.00000046,0.00000057,0.00000034,0.00000028,0.00000016,0.00000022,0.00000036,0.5,27,2,2,8,6,4,3,6,9,4,1.00E-012,5.28E-013,9.86E-014,45.6621,0.000657731,496025,620297000,291781,0.496239,-0.000379461,0.437057,-0.0700124,-0.030623,0.409962,-0.00969071,0.38305,1.11E-009
0.00000025,0.00000009,0.00000038,0.00000012,0.00000034,0.00000021,0.00000019,0.54,85,9,5,9,7,10,3,8,8,5,1.00E-012,3.64E-012,2.28E-013,71.5964,0.00964052,328695,680912000,394204,0.53654,-0.00230894,0.619797,0.179306,0.205929,0.198768,-0.0489716,0.146734,0.000000001
0.00000039,0.00000047,0.00000055,0.00000048,0.00000035,0.00000031,0.00000025,0.44,57,3,6,3,6,3,3,5,8,3,1.00E-012,2.1E-012,1.2E-013,67.4253,0.0020155,124100,402214000,1166490,0.436428,-0.000793478,0.664483,0.10981,0.0941775,0.165424,-0.0604898,0.28346,3.93E-010
0.0000005,0.00000033,0.00000021,0.00000044,0.00000012,0.00000018,0.00000057,0.54,93,4,5,4,7,8,5,3,4,5,1.00E-012,5.5E-012,1.79E-013,63.3557,0.00301392,281513,558111000,488259,0.535209,-0.000972241,0.517012,-0.0134478,0.0811023,0.340386,0.0684255,0.28578,6.04E-010
0.00000005,0.00000009,0.00000026,0.00000045,0.00000017,0.00000054,0.00000009,0.58,64,7,3,6,7,6,9,2,8,2,1.00E-012,1.97E-012,1.1E-013,20.8903,0.00244995,30678600,1462130000,4522.29,0.576959,-0.00235446,0.636418,0.104131,0.215976,0.179322,-0.00746457,0.161158,6.39E-010
0.00000044,0.00000053,0.00000008,0.00000041,0.00000051,0.00000008,0.00000044,0.44,55,2,2,10,2,5,5,7,4,8,1.00E-012,1.23E-012,2.67E-013,26.7731,0.000794251,4611090,812664000,27459.8,0.432431,-0.000654862,0.494836,-0.118125,-0.0594587,0.380637,-0.0192433,0.398012,8.83E-010
0.00000041,0.00000031,0.00000028,0.00000046,0.00000022,0.00000028,0.0000005,0.54,28,10,4,7,10,4,4,3,6,8,1.00E-012,1.5E-012,6.33E-014,56.3666,0.000953353,216812,450813000,690364,0.536167,-0.000331254,0.471176,-0.0195191,0.0418,0.375316,-0.0013341,0.317249,1.27E-009
0.00000055,0.00000025,0.00000014,0.00000011,0.00000027,0.00000051,0.00000051,0.52,13,8,9,9,4,4,9,7,10,4,1.00E-012,1.19E-013,5.4E-014,51.429,0.000514214,209693,896024000,724942,0.516158,-0.00020251,0.437819,-0.00779192,0.0171262,0.379636,-0.0214992,0.33523,5.58E-009
0.00000028,0.00000055,0.00000031,0.00000041,0.00000044,0.00000021,0.00000027,0.52,88,6,8,3,7,6,10,9,9,10,1.00E-012,2.06E-011,2.36E-013,61.2705,0.0047688,534632,517859000,242727,0.516122,-0.00249679,0.621659,0.00526617,0.109897,0.233914,-0.0431029,0.257605,2.71E-010
0.00000014,0.00000025,0.00000038,0.00000035,0.00000026,0.00000057,0.00000045,0.44,86,5,3,5,7,10,4,3,4,4,1.00E-012,3.36E-012,2.22E-013,53.8839,0.00241663,645181,423975000,204637,0.436757,-0.000643731,0.507358,0.0282709,-0.0153038,0.32477,0.0342616,0.384997,8.1E-010
0.00000055,0.00000048,0.00000041,0.00000057,0.00000048,0.00000029,0.00000041,0.48,25,7,8,4,2,9,7,6,3,7,1.00E-012,6.83E-013,7.09E-014,58.2049,0.000629201,117434,357232000,1292580,0.476119,-0.000256041,0.608161,0.0397027,0.0904734,0.258718,0.00716972,0.289125,7.84E-010
0.00000021,0.0000006,0.00000047,0.00000015,0.00000009,0.00000012,0.00000035,0.6,29,10,9,4,2,7,6,8,7,3,1.00E-012,1.92E-013,9.41E-014,60.2261,0.00248463,355866,362559000,413087,0.596489,-0.000852573,0.626305,0.0234288,0.217682,0.230012,0.0308773,0.158895,8.09E-010
