fbias,lbias,fin,fp,lin,lp,vcmo,mamp,cload,cin,cout,gain,gm,pole1,rout,zero,cmo,pwr,swingn,swingp
17,0.0000009,155,65,0.00000028,0.00000057,0.56,26,1.00E-012,8.64E-013,5.54E-014,49.7704,0.00467606,39142900,65863.1,13189600000,0.551124,-0.00111683,0.465532,0.227317
82,0.00000038,140,130,0.00000058,0.00000019,0.48,16,1.00E-012,6.94E-013,9.88E-014,44.6015,0.00198044,18229600,85766,1800750000,0.47228,-0.000584007,0.386543,0.451456
90,0.00000072,155,35,0.0000001,0.00000048,0.42,83,1.00E-012,2.2E-013,6.84E-014,33.2962,0.00854559,401749000,5408.38,78665600000,0.182873,-0.00314627,0.0985185,0.395143
13,0.00000078,120,35,0.00000018,0.00000012,0.56,44,1.00E-012,2.72E-013,3.81E-014,43.3331,0.00590426,160891000,24859.4,17614200000,0.550221,-0.00142962,0.464736,0.301485
17,0.00000084,5,90,0.00000058,0.00000021,0.54,59,1.00E-012,2.21E-014,4.28E-014,36.7726,0.0000713,3665710,967893,3396640000,0.534783,-0.0000315,0.449046,0.418044
91,0.00000064,95,85,0.00000042,0.00000025,0.6,81,1.00E-012,3.98E-013,8.28E-014,46.542,0.00187802,16529400,113084,4165270000,0.58768,-0.000518401,0.501997,0.317411
95,0.00000048,65,50,0.00000011,0.00000036,0.52,21,1.00E-012,2.4E-013,6.73E-014,43.0284,0.00572747,87045000,24743.2,73138100000,0.508601,-0.00151486,0.423224,0.268867
40,0.00000052,90,25,0.00000016,0.00000059,0.42,48,1.00E-012,2.77E-013,4.01E-014,45.8471,0.00443807,78552000,44173.3,35388500000,0.410362,-0.0012131,0.325025,0.222563
77,0.00000012,150,40,0.00000038,0.00000051,0.48,74,1.00E-012,8.54E-013,6.72E-014,37.282,0.00326424,85965600,22403.7,6421880000,0.475536,-0.00121589,0.389878,0.302448
29,0.00000088,145,120,0.00000014,0.00000047,0.6,49,1.00E-012,5.8E-013,7.87E-014,45.9216,0.00956072,82946100,20681.8,50463700000,0.582236,-0.00233475,0.496752,0.204516
37,0.0000003,100,25,0.0000002,0.0000005,0.46,8,1.00E-012,4.54E-013,4.13E-014,47.2728,0.00424084,64169900,54474.2,23126800000,0.454734,-0.00109654,0.369269,0.229164
91,0.00000046,150,180,0.00000043,0.0000003,0.48,73,1.00E-012,6.49E-013,1.22E-013,47.4132,0.00289795,15541200,81015.9,4574850000,0.47065,-0.000787606,0.384966,0.438132
82,0.0000004,130,65,0.00000056,0.00000008,0.46,9,1.00E-012,5.92E-013,7.45E-014,35.3912,0.00192166,66115300,30611.5,2260560000,0.452248,-0.000565179,0.366516,0.479908
73,0.00000042,190,190,0.00000023,0.00000017,0.5,30,1.00E-012,4.96E-013,1.27E-013,45.6154,0.00718289,45868500,26574.9,14687900000,0.492168,-0.00179545,0.406642,0.40937
25,0.00000082,110,155,0.00000024,0.00000044,0.56,10,1.00E-012,4.57E-013,8.63E-014,49.1894,0.00396528,23587500,72643.3,17845700000,0.552579,-0.000954608,0.467023,0.321099
45,0.00000038,45,55,0.00000021,0.00000044,0.58,5,1.00E-012,1.74E-013,4.87E-014,46.5441,0.00187851,27137000,113082,22877700000,0.574126,-0.000513527,0.488595,0.283734
12,0.0000002,95,130,0.00000022,0.00000011,0.5,48,1.00E-012,2.22E-013,6.75E-014,40.9878,0.00377866,75868400,29651.8,15150500000,0.496591,-0.000935795,0.411076,0.42724
47,0.0000001,120,40,0.00000053,0.0000005,0.54,66,1.00E-012,7.68E-013,5.01E-014,32.2295,0.00185064,101126000,22087.9,3289850000,0.536225,-0.000793554,0.450502,0.293577
55,0.00000022,170,95,0.00000036,0.00000041,0.5,22,1.00E-012,8.03E-013,8.28E-014,47.2017,0.0039452,30693500,58078.8,7054780000,0.495051,-0.00107463,0.409404,0.356147
100,0.00000072,80,100,0.00000007,0.00000028,0.42,96,1.00E-012,1.74E-013,8.63E-014,35.5411,0.0129362,323911000,4626.47,156520000000,0.394908,-0.0035049,0.309643,0.390683
39,0.00000032,140,5,0.0000006,0.00000047,0.5,12,1.00E-012,7.56E-013,3.82E-014,41.7177,0.00119177,39126800,102257,2390970000,0.493838,-0.000455667,0.408097,0.0957765
89,0.00000058,65,35,0.00000015,0.00000049,0.42,47,1.00E-012,3.37E-013,5.91E-014,46.0794,0.00390675,47327600,51540.9,38756300000,0.407613,-0.00102631,0.322314,0.337304
75,0.00000074,60,5,0.00000009,0.00000027,0.6,100,1.00E-012,7.23E-014,4.27E-014,34.378,0.00368382,260038000,14210.2,110819000000,0.47832,-0.00126954,0.392941,0.0826425
37,0.0000004,5,130,0.00000059,0.00000046,0.5,78,1.00E-012,2.24E-014,6.04E-014,30.6591,0.0000699,4564930,488215,3351870000,0.49471,-0.0000712,0.40897,0.456837
9,0.00000028,160,95,0.00000014,0.00000056,0.56,29,1.00E-012,6.67E-013,6.17E-014,45.6175,0.0104092,106728000,18342.4,50040000000,0.553258,-0.00255778,0.467811,0.176026
39,0.00000076,200,150,0.0000001,0.00000008,0.44,89,1.00E-012,2.73E-013,9.78E-014,35.1711,0.0201584,534232000,2845.1,60733000000,0.434481,-0.00507062,0.34931,0.455265
100,0.00000054,120,50,0.00000026,0.00000046,0.5,17,1.00E-012,5.93E-013,7.72E-014,48.3971,0.00392892,29243700,66924.2,13976100000,0.488352,-0.00102907,0.40279,0.303627
20,0.00000044,130,45,0.0000002,0.00000039,0.52,29,1.00E-012,5.29E-013,4.6E-014,48.14,0.00565612,69552000,45131.7,23193700000,0.514324,-0.00137477,0.428832,0.246629
66,0.00000064,5,80,0.00000022,0.00000027,0.58,4,1.00E-012,9.66E-015,5.91E-014,37.6548,0.000200197,6771960,381315,21488200000,0.57046,-0.000106332,0.48492,0.374376
100,0.00000068,200,75,0.00000016,0.00000028,0.6,16,1.00E-012,5.62E-013,9.56E-014,45.8712,0.0112363,89153200,17496,35457300000,0.580726,-0.00277816,0.495239,0.199434
84,0.00000038,100,120,0.00000035,0.00000039,0.52,9,1.00E-012,4.36E-013,9.32E-014,46.8454,0.00239926,17754400,91663.3,7982600000,0.512071,-0.00068712,0.426429,0.378848
20,0.00000042,55,70,0.0000004,0.00000007,0.6,46,1.00E-012,1.91E-013,4.41E-014,32.4328,0.00112803,90854900,37095.3,4106230000,0.595462,-0.000298427,0.509788,0.347384
26,0.00000054,65,60,0.00000005,0.00000045,0.52,20,1.00E-012,8.32E-014,3.64E-014,22.8228,0.0129543,2412500000,1068.38,315431000000,0.272151,-0.00493114,0.186158,0.337647
52,0.00000074,60,155,0.00000029,0.00000048,0.58,66,1.00E-012,1.99E-013,9.04E-014,48.314,0.00176397,11326700,147641,12754200000,0.570745,-0.00045515,0.485142,0.332802
98,0.00000026,125,60,0.00000027,0.00000012,0.42,82,1.00E-012,3.46E-013,7.81E-014,41.4784,0.00396256,66242000,29918.8,6537690000,0.412778,-0.00115437,0.327218,0.484248
63,0.0000004,170,130,0.00000041,0.00000045,0.56,58,1.00E-012,8.66E-013,9.97E-014,48.8353,0.00344301,18833400,80320.2,5848050000,0.552896,-0.000894408,0.467219,0.318235
23,0.00000072,120,70,0.00000018,0.00000049,0.56,6,1.00E-012,5.66E-013,5.54E-014,47.8532,0.00590013,60994000,41859.9,30776600000,0.551016,-0.0014293,0.465531,0.226507
49,0.00000086,170,30,0.00000017,0.00000022,0.56,69,1.00E-012,4.65E-013,5.53E-014,45.6868,0.0088016,123447000,21866.4,27731800000,0.54157,-0.00215665,0.456104,0.192764
23,0.00000042,30,195,0.00000057,0.00000055,0.52,12,1.00E-012,1.34E-013,8.57E-014,44.734,0.000432802,4378650,398483,3508700000,0.515471,-0.000134917,0.429736,0.422313
95,0.00000084,170,95,0.00000055,0.00000053,0.58,94,1.00E-012,1.08E-012,9.91E-014,49.5833,0.00252871,12854700,119198,3012270000,0.564092,-0.000652308,0.478363,0.29758
90,0.0000004,165,180,0.00000058,0.00000037,0.48,61,1.00E-012,9.06E-013,1.25E-013,47.0325,0.00233097,12726600,96402,2467530000,0.471525,-0.000669802,0.385788,0.437066
27,0.00000034,10,140,0.00000045,0.00000021,0.58,43,1.00E-012,3.53E-014,6.66E-014,37.1506,0.000185332,5841620,388671,5588740000,0.575501,-0.0000917,0.489805,0.375412
97,0.00000076,65,105,0.00000029,0.00000047,0.56,79,1.00E-012,2.6E-013,9.05E-014,47.8339,0.00190812,13067100,129148,12338400000,0.545432,-0.000519092,0.459832,0.341052
11,0.00000086,130,80,0.00000008,0.00000057,0.42,61,1.00E-012,2.43E-013,4.61E-014,36.4022,0.0141104,430358000,4683.51,116818000000,0.267801,-0.00415746,0.183546,0.358221
99,0.00000078,30,75,0.0000001,0.00000021,0.46,84,1.00E-012,5.94E-014,7.16E-014,41.0802,0.00304338,57122900,37209.7,79279500000,0.445099,-0.000824453,0.359893,0.442465
87,0.00000042,95,30,0.00000058,0.00000017,0.5,88,1.00E-012,4.8E-013,5.99E-014,43.538,0.00133809,22910600,112309,1727870000,0.491429,-0.000429096,0.405692,0.404625
88,0.0000007,30,185,0.00000055,0.00000032,0.6,69,1.00E-012,1.3E-013,1.09E-013,42.1023,0.000449371,4950430,283471,3661670000,0.587405,-0.000175349,0.501675,0.35612
93,0.0000004,100,190,0.00000056,0.00000009,0.56,79,1.00E-012,4.6E-013,1.2E-013,36.3962,0.00146956,28364600,44939.3,2055460000,0.551337,-0.000475223,0.465605,0.394594
54,0.00000082,85,80,0.00000045,0.0000006,0.54,24,1.00E-012,5.01E-013,6.61E-014,49.3836,0.00156102,12019800,188700,5137860000,0.529966,-0.000402879,0.444271,0.341338
32,0.00000068,190,150,0.00000027,0.00000042,0.54,39,1.00E-012,8.01E-013,9.9E-014,49.6724,0.00600779,29853900,50688.3,13676600000,0.532385,-0.00144168,0.446805,0.319187
84,0.00000074,30,35,0.0000003,0.0000004,0.56,91,1.00E-012,9.97E-014,5.39E-014,45.636,0.000848487,12711900,225504,10896000000,0.547357,-0.000263077,0.461749,0.333968
85,0.0000004,80,65,0.00000009,0.00000017,0.56,2,1.00E-012,1.56E-013,7.11E-014,39.4399,0.0092664,206780000,10117.8,104316000000,0.549352,-0.00244568,0.463659,0.281454
84,0.00000028,60,55,0.0000003,0.00000011,0.46,54,1.00E-012,1.75E-013,6.34E-014,38.8875,0.00170359,47217700,51642.9,5719170000,0.453398,-0.000575365,0.3678,0.469124
39,0.0000001,65,5,0.0000006,0.00000022,0.44,8,1.00E-012,3.7E-013,2.92E-014,27.6756,0.000876636,158372000,27603.2,1867360000,0.436332,-0.000506542,0.35059,0.357276
65,0.0000001,95,100,0.00000046,0.00000046,0.52,7,1.00E-012,4.99E-013,7.1E-014,29.0458,0.00170716,90430100,16596.5,4917620000,0.515971,-0.000897626,0.430273,0.37435
100,0.00000074,105,85,0.00000056,0.0000001,0.44,34,1.00E-012,4.86E-013,8.49E-014,39.2639,0.00155372,30744500,59131.7,1952720000,0.426076,-0.000437062,0.340344,0.508727
52,0.0000005,135,20,0.00000027,0.0000003,0.5,73,1.00E-012,5.3E-013,4.87E-014,48.0891,0.00419641,51212900,60475.3,10250800000,0.492218,-0.00105353,0.406644,0.24205
70,0.00000042,170,95,0.00000023,0.00000038,0.44,91,1.00E-012,6.7E-013,8.77E-014,48.4913,0.00638387,40972900,41637.1,16988800000,0.432061,-0.00160238,0.346552,0.390708
16,0.00000084,105,100,0.00000024,0.00000052,0.48,73,1.00E-012,5.27E-013,6.23E-014,49.6821,0.00377199,29191700,80822.7,17126900000,0.47386,-0.000903447,0.388326,0.366709
56,0.00000032,175,155,0.00000008,0.00000031,0.6,11,1.00E-012,3.45E-013,9.99E-014,37.8251,0.0235537,357535000,3305.21,148956000000,0.584527,-0.00619893,0.498297,0.177498
88,0.00000028,190,155,0.00000014,0.00000029,0.52,30,1.00E-012,5.16E-013,1.19E-013,45.3025,0.0125855,83971300,14630.2,45844600000,0.512595,-0.00321126,0.427201,0.316932
90,0.0000004,95,65,0.0000003,0.00000009,0.54,61,1.00E-012,2.7E-013,7.49E-014,37.8498,0.00267211,70616700,29216.9,5885500000,0.531389,-0.000759152,0.445782,0.391111
90,0.00000066,35,5,0.00000043,0.00000011,0.48,28,1.00E-012,1.41E-013,4.45E-014,40.3808,0.000669941,22596900,155957,3110190000,0.467961,-0.000233657,0.382277,0.403868
4,0.00000086,170,160,0.00000053,0.00000032,0.46,96,1.00E-012,8.57E-013,8.47E-014,49.8789,0.00263746,15195500,118239,2871720000,0.456414,-0.000620861,0.370691,0.449465
63,0.00000056,15,120,0.0000006,0.00000034,0.58,56,1.00E-012,6.88E-014,7.4E-014,37.8908,0.000205414,5360190,381866,3095870000,0.57152,-0.00011225,0.485778,0.37468
85,0.00000018,160,25,0.00000024,0.00000044,0.46,91,1.00E-012,5.76E-013,6.6E-014,44.2716,0.0054428,71795600,30044,15583500000,0.454398,-0.00161871,0.368869,0.209498
54,0.0000003,155,95,0.00000039,0.00000017,0.5,36,1.00E-012,5.72E-013,7.86E-014,45.2932,0.00331335,35131100,55513,3794170000,0.494459,-0.000880835,0.408794,0.410117
21,0.00000036,145,10,0.00000021,0.00000057,0.56,93,1.00E-012,3.17E-013,3.35E-014,38.1446,0.00317541,181706000,25434.8,25358100000,0.537096,-0.00106406,0.451579,0.0222583
66,0.00000026,120,130,0.00000043,0.00000046,0.46,58,1.00E-012,6.18E-013,9.19E-014,45.969,0.00231454,18890300,85898.7,5266170000,0.454307,-0.000690112,0.368622,0.434239
23,0.00000064,90,35,0.00000012,0.00000012,0.42,73,1.00E-012,1.73E-013,3.81E-014,41.5667,0.00714144,238136000,16770.6,42752400000,0.41325,-0.0017676,0.328068,0.424299
45,0.00000018,25,60,0.00000022,0.00000022,0.42,72,1.00E-012,5.78E-014,4.48E-014,38.5541,0.000996176,39679800,84990.4,18144100000,0.415547,-0.000393132,0.330061,0.501733
70,0.0000001,60,175,0.00000016,0.00000043,0.48,26,1.00E-012,1.77E-013,9.37E-014,33.3183,0.00342144,91872300,13542.7,36074800000,0.475906,-0.00135514,0.390512,0.410745
17,0.00000078,150,115,0.00000022,0.00000023,0.44,92,1.00E-012,4.42E-013,7.15E-014,47.7368,0.00594434,51426000,40995.7,17031100000,0.434494,-0.00142053,0.349001,0.439321
88,0.00000022,25,50,0.00000044,0.00000026,0.48,63,1.00E-012,9.43E-014,5.83E-014,32.7723,0.000472376,27830800,92114.3,4401270000,0.474021,-0.000350414,0.388332,0.452391
19,0.00000068,15,175,0.00000041,0.00000045,0.5,55,1.00E-012,4.91E-014,7.5E-014,44.5994,0.000306121,3680120,554721,6544860000,0.495012,-0.0000906,0.409337,0.448217
99,0.00000012,10,55,0.00000055,0.00000031,0.48,88,1.00E-012,4.24E-014,5.62E-014,10.2069,0.000149997,77284500,21590.4,3715720000,0.475161,-0.000614054,0.389432,0.467505
38,0.00000058,190,200,0.00000005,0.00000036,0.44,36,1.00E-012,2.48E-013,8.52E-014,23.9938,0.0434656,2228780000,364.373,280826000000,0.213039,-0.0146779,0.128936,0.440733
40,0.00000072,100,135,0.0000006,0.00000039,0.52,83,1.00E-012,5.6E-013,8.21E-014,48.6774,0.00136423,9294980,199060,2513930000,0.512542,-0.00035095,0.4268,0.401695
80,0.0000003,60,60,0.00000032,0.00000022,0.48,22,1.00E-012,2.08E-013,6.36E-014,43.1957,0.00158534,26628200,91130.4,7310990000,0.473319,-0.000526215,0.387702,0.430479
81,0.00000014,145,190,0.00000045,0.00000005,0.48,31,1.00E-012,5.33E-013,1.16E-013,20.1575,0.0030928,313245000,3292.49,3664050000,0.47583,-0.00109207,0.390137,0.471154
38,0.00000072,50,75,0.00000025,0.00000045,0.56,31,1.00E-012,1.84E-013,5.42E-014,48.2984,0.001724,18476600,150794,16250100000,0.552421,-0.00043786,0.466856,0.325361
31,0.00000012,100,95,0.00000055,0.00000041,0.5,9,1.00E-012,5.57E-013,6.33E-014,37.9787,0.00149163,41134400,53122,3012570000,0.496386,-0.000531464,0.410657,0.401985
45,0.00000078,45,170,0.00000044,0.00000021,0.58,60,1.00E-012,1.7E-013,9.01E-014,45.1404,0.000850734,8134340,212434,5183230000,0.571506,-0.000233278,0.485814,0.368963
64,0.00000076,195,95,0.00000007,0.00000008,0.54,71,1.00E-012,2.38E-013,8.75E-014,32.3258,0.0320774,1256880000,1288.52,135826000000,0.477864,-0.00873418,0.391813,0.360502
54,0.00000028,35,195,0.00000041,0.00000018,0.5,91,1.00E-012,1.2E-013,9.6E-014,39.8256,0.000715505,11661100,136983,6004520000,0.494676,-0.00028102,0.409,0.450712
28,0.00000016,130,80,0.00000021,0.00000058,0.44,17,1.00E-012,7.13E-013,6.07E-014,47.0897,0.00537565,52899800,42077.7,21684300000,0.436102,-0.00138844,0.350626,0.346731
39,0.00000034,5,70,0.00000009,0.00000043,0.46,52,1.00E-012,5.2E-015,4.38E-014,37.8265,0.000589063,24827400,132179,101924000000,0.454915,-0.000216113,0.36964,0.459349
42,0.00000014,100,20,0.00000034,0.00000006,0.6,87,1.00E-012,3.03E-013,3.95E-014,29.0405,0.00234083,300912000,12096.4,6183030000,0.595827,-0.000770203,0.510186,0.318724
5,0.00000016,195,75,0.00000046,0.0000005,0.6,94,1.00E-012,1.13E-012,5.98E-014,49.5918,0.00348596,28442900,86550.4,4479070000,0.59642,-0.000838153,0.51072,0.232924
86,0.00000046,105,180,0.00000034,0.00000014,0.52,78,1.00E-012,3.36E-013,1.14E-013,43.0573,0.00260607,24945100,54560.3,6392000000,0.511018,-0.000716485,0.425383,0.420678
8,0.0000009,40,75,0.00000022,0.00000041,0.58,63,1.00E-012,1.17E-013,4.14E-014,48.2756,0.00158956,21915000,163118,21298900000,0.574824,-0.000384408,0.489283,0.311044
52,0.00000042,85,125,0.0000003,0.00000015,0.58,45,1.00E-012,2.54E-013,8.22E-014,43.838,0.00240476,29228900,64689,8732230000,0.573423,-0.000637246,0.487811,0.351124
32,0.00000006,140,155,0.0000002,0.00000045,0.48,74,1.00E-012,5.86E-013,6.69E-014,26.0903,0.00616101,305876000,3272.39,25164900000,0.476805,-0.00217658,0.391329,0.370127
7,0.0000002,160,70,0.00000049,0.00000018,0.6,34,1.00E-012,7.05E-013,5.3E-014,46.5315,0.00268216,36323000,79084.9,2610230000,0.596438,-0.000651933,0.510727,0.302683
83,0.00000062,170,95,0.00000014,0.00000017,0.44,14,1.00E-012,3.64E-013,9.21E-014,44.3832,0.0112474,110952000,14726.9,37003500000,0.427874,-0.00278642,0.342588,0.417705
90,0.00000064,120,70,0.00000058,0.00000048,0.5,12,1.00E-012,7.58E-013,8E-014,48.2333,0.00169055,12481700,152629,2433560000,0.488204,-0.000472265,0.402467,0.384306
16,0.0000003,175,10,0.0000004,0.00000036,0.54,51,1.00E-012,7.44E-013,3.56E-014,44.0773,0.00306274,78257200,52210.3,4742460000,0.534862,-0.000849703,0.44919,0.0918478
65,0.00000058,55,180,0.00000049,0.00000017,0.5,6,1.00E-012,2.29E-013,9.79E-014,43.2628,0.000931323,10093800,156329,3702350000,0.491371,-0.000281135,0.405661,0.451364
93,0.00000062,170,45,0.00000033,0.00000025,0.58,83,1.00E-012,6.47E-013,7.76E-014,47.8471,0.00431274,34537400,57226.8,5661770000,0.567192,-0.00109601,0.48156,0.264006
19,0.0000006,45,75,0.00000005,0.00000047,0.44,43,1.00E-012,8.79E-014,3.4E-014,24.6994,0.0115263,1385420000,1490.32,333669000000,0.347958,-0.0038972,0.259493,0.327533
45,0.00000068,60,115,0.00000052,0.00000056,0.52,62,1.00E-012,2.92E-013,7.16E-014,47.9135,0.000949632,8065340,261890,3921920000,0.512284,-0.000260456,0.426564,0.396631
74,0.0000005,95,120,0.00000017,0.00000037,0.54,63,1.00E-012,3.43E-013,8.95E-014,46.9196,0.00503582,37717400,44046.3,33014600000,0.530762,-0.00128333,0.445304,0.325495
80,0.00000034,85,65,0.00000005,0.00000034,0.48,16,1.00E-012,1.11E-013,6.1E-014,23.2921,0.0195597,2148020000,746.869,374626000000,0.418331,-0.00730702,0.327525,0.204024
45,0.0000008,30,105,0.00000056,0.00000037,0.46,62,1.00E-012,1.34E-013,6.15E-014,44.9614,0.000440921,6179260,401522,3229990000,0.451531,-0.000136439,0.3658,0.482872
68,0.00000046,50,200,0.00000013,0.0000004,0.5,28,1.00E-012,1.13E-013,1.1E-013,44.7117,0.00365396,28546300,47078.3,53056900000,0.492072,-0.000966804,0.406722,0.400136
90,0.00000038,95,150,0.00000029,0.00000033,0.5,38,1.00E-012,3.43E-013,1.06E-013,46.5382,0.00279134,19024800,76050,11396900000,0.491767,-0.000789561,0.406173,0.408606
21,0.00000014,180,50,0.00000037,0.00000036,0.58,81,1.00E-012,8.26E-013,5.33E-014,46.3548,0.00403997,52925600,51447.1,6041700000,0.576355,-0.00104919,0.490697,0.236956
93,0.00000048,40,25,0.00000051,0.00000043,0.6,96,1.00E-012,2.1E-013,5.49E-014,42.2761,0.00064416,13669100,201749,3209940000,0.589971,-0.000258981,0.504254,0.285073
63,0.00000028,105,55,0.0000002,0.00000057,0.5,100,1.00E-012,5.91E-013,6.26E-014,47.0905,0.00457301,45386900,49468.1,24036200000,0.494028,-0.00121822,0.408545,0.268076
20,0.00000048,160,195,0.0000003,0.00000014,0.56,40,1.00E-012,4.7E-013,1.04E-013,44.349,0.0045249,40676600,36462.2,8446890000,0.555037,-0.0010911,0.469428,0.367196
13,0.00000024,130,145,0.00000023,0.00000027,0.44,10,1.00E-012,4.1E-013,7.77E-014,47.857,0.0049117,38689800,50305.7,16767200000,0.436381,-0.00119466,0.350871,0.448826
23,0.00000012,185,200,0.0000004,0.00000017,0.44,94,1.00E-012,6.81E-013,1.06E-013,42.5966,0.0038646,41197200,34891.9,4299340000,0.436517,-0.00104078,0.350848,0.484622
68,0.00000086,45,35,0.0000002,0.0000004,0.6,25,1.00E-012,1.92E-013,4.97E-014,47.0557,0.00197802,26863000,113908,24657100000,0.586928,-0.000514365,0.501401,0.244543
27,0.0000002,140,110,0.00000015,0.0000002,0.42,10,1.00E-012,3.35E-013,7.28E-014,44.9444,0.00856048,100379000,20640.7,34848500000,0.415912,-0.00213932,0.330604,0.4438
19,0.00000028,85,160,0.00000037,0.00000034,0.6,54,1.00E-012,3.35E-013,8.36E-014,47.6513,0.00192493,14454500,125358,7550790000,0.595982,-0.000492965,0.510324,0.317346
30,0.0000004,145,100,0.00000043,0.00000015,0.48,61,1.00E-012,5.61E-013,6.98E-014,45.0957,0.00280021,34199200,64209.1,3196260000,0.475138,-0.000699683,0.389453,0.440441
75,0.00000008,60,25,0.00000013,0.00000027,0.48,86,1.00E-012,1.99E-013,4.93E-014,27.6639,0.00429138,436364000,5631.15,50287800000,0.476075,-0.00188707,0.39075,0.29299
27,0.00000008,10,170,0.00000025,0.0000005,0.44,74,1.00E-012,2.15E-014,5.06E-014,15.6842,0.00034712,72666000,17527.9,16356900000,0.43665,-0.000389835,0.351111,0.503418
97,0.00000024,190,10,0.00000029,0.00000015,0.58,52,1.00E-012,6.54E-013,6.74E-014,42.6135,0.00537715,90046300,25126.1,6305240000,0.572922,-0.0015239,0.487318,0.141925
98,0.00000066,110,155,0.00000007,0.00000014,0.54,89,1.00E-012,1.56E-013,1.11E-013,34.7489,0.0185184,432511000,2950.14,167731000000,0.511096,-0.00500706,0.424729,0.343807
100,0.00000028,70,180,0.00000047,0.00000052,0.42,42,1.00E-012,3.11E-013,1.11E-013,41.5258,0.00123239,13431300,96726.1,4626600000,0.412323,-0.000494619,0.326622,0.50418
95,0.00000046,75,100,0.00000045,0.00000032,0.58,84,1.00E-012,3.36E-013,8.9E-014,45.0838,0.00138075,13335900,130039,4412600000,0.570162,-0.000438215,0.484467,0.341144
13,0.00000082,110,45,0.00000056,0.00000051,0.52,69,1.00E-012,7.23E-013,4.05E-014,50.5287,0.00160416,17654000,209500,2703140000,0.514838,-0.000386202,0.429107,0.331609
99,0.00000038,40,75,0.00000018,0.00000031,0.58,71,1.00E-012,1.08E-013,7.54E-014,43.979,0.001993,25482300,79331,30195100000,0.571033,-0.000621114,0.485535,0.3178
61,0.00000068,100,60,0.00000056,0.00000038,0.56,55,1.00E-012,5.71E-013,6.35E-014,48.231,0.00146179,13603900,176467,2337830000,0.550441,-0.000392056,0.464709,0.333459
65,0.00000036,95,180,0.0000005,0.00000014,0.46,66,1.00E-012,4.06E-013,1.02E-013,42.0632,0.00157656,18780300,80435.5,2752890000,0.453466,-0.00047138,0.367753,0.485763
5,0.0000003,145,165,0.00000045,0.00000043,0.46,73,1.00E-012,7.3E-013,8.41E-014,50.1909,0.00266761,14665500,121178,4783810000,0.456628,-0.000635768,0.370935,0.438678
39,0.00000066,155,120,0.00000019,0.00000036,0.6,58,1.00E-012,5.55E-013,8.44E-014,47.7422,0.00722016,51158200,33772.5,27657100000,0.590318,-0.00175087,0.504799,0.244708
49,0.00000006,90,30,0.00000009,0.00000058,0.46,80,1.00E-012,1.24E-013,4.26E-014,21.0973,0.00612961,1564510000,1851.12,117804000000,0.456288,-0.00312903,0.371006,0.124448
21,0.0000004,75,45,0.00000026,0.0000002,0.5,16,1.00E-012,2.37E-013,3.91E-014,46.8454,0.00247294,44321000,88931.3,10729300000,0.495516,-0.000615317,0.409952,0.383294
91,0.00000058,25,115,0.00000014,0.00000054,0.54,39,1.00E-012,4.04E-014,8.49E-014,44.3764,0.00167151,17503800,99016.7,48577200000,0.528774,-0.000489595,0.443359,0.360013
30,0.00000044,55,45,0.0000003,0.00000018,0.54,61,1.00E-012,1.78E-013,4.01E-014,45.5048,0.00155506,31637300,121198,7667340000,0.534823,-0.00040659,0.449216,0.367694
40,0.00000086,60,75,0.00000023,0.00000007,0.56,33,1.00E-012,1.38E-013,5.4E-014,32.7674,0.00224803,144427000,19345,11335500000,0.551485,-0.000566941,0.465941,0.383802
27,0.00000022,90,195,0.0000001,0.00000043,0.48,34,1.00E-012,3.19E-013,9.52E-014,42.3345,0.00906167,95000200,14438.3,85197200000,0.475534,-0.00231577,0.390229,0.361579
55,0.00000082,50,85,0.00000006,0.00000034,0.48,60,1.00E-012,1.2E-013,5.61E-014,31.493,0.0103412,499460000,3631.46,231979000000,0.439398,-0.00297641,0.352536,0.326729
91,0.00000084,140,160,0.00000044,0.00000032,0.54,10,1.00E-012,6.29E-013,1.17E-013,48.5533,0.00263866,13023500,101457,4510860000,0.525121,-0.000676636,0.43943,0.380684
60,0.00000086,35,30,0.00000011,0.00000019,0.44,37,1.00E-012,8.65E-014,4.22E-014,42.3452,0.00311005,86051200,42120.2,62988100000,0.428177,-0.000803458,0.343002,0.416377
23,0.00000082,65,65,0.00000023,0.00000036,0.42,66,1.00E-012,2.5E-013,4.55E-014,48.5175,0.00245076,30445200,108787,17185600000,0.413686,-0.000597234,0.328183,0.450819
6,0.0000006,25,110,0.00000053,0.00000025,0.56,11,1.00E-012,1.05E-013,5.02E-014,45.4962,0.000389244,6331240,483711,3738290000,0.556352,-0.000100349,0.470628,0.385954
89,0.00000066,70,115,0.00000009,0.00000042,0.54,68,1.00E-012,2.54E-013,8.81E-014,40.6834,0.00807791,109862000,13392.8,110133000000,0.522858,-0.00209909,0.437283,0.283517
41,0.00000084,110,50,0.00000016,0.00000014,0.42,54,1.00E-012,2.45E-013,5.21E-014,44.0881,0.00622688,113453000,25711.8,24218800000,0.410849,-0.00152159,0.325512,0.446589
93,0.0000008,35,35,0.0000005,0.0000003,0.48,88,1.00E-012,1.61E-013,5.63E-014,44.1141,0.000577163,9897810,278233,2738520000,0.46578,-0.000199796,0.380067,0.442306
8,0.00000058,160,155,0.00000031,0.00000033,0.46,7,1.00E-012,6.2E-013,8.4E-014,49.5687,0.00436807,26146900,68887.9,9611080000,0.45594,-0.00103562,0.370333,0.427961
