fbias,lbias,fin,fp,lin,lp,vcmo,mamp,cload,cin,cout,gain,gm,pole1,rout,zero,cmo,pwr,swingn,swingp
58,0.00000012,190,170,0.00000008,0.00000013,0.6,80,1.00E-012,2.61E-013,1.14E-013,36.2276,0.0261284,507364000,2478.95,137017000000,0.594611,-0.00704708,0.508317,0.252952
52,0.00000058,165,150,0.00000051,0.00000023,0.58,87,1.00E-012,7.6E-013,1.01E-013,47.4954,0.00266223,17217900,89027.4,2651700000,0.57205,-0.000672834,0.486333,0.342499
90,0.00000066,55,60,0.00000011,0.00000009,0.44,25,1.00E-012,8.89E-014,6.64E-014,36.8018,0.00493255,164443000,14028.8,51021000000,0.428534,-0.0012928,0.343357,0.473148
37,0.00000018,90,35,0.00000032,0.00000027,0.58,30,1.00E-012,3.57E-013,4.31E-014,44.2989,0.00236478,49858500,69367.4,7398350000,0.575827,-0.000685153,0.490201,0.273272
9,0.00000074,95,70,0.00000045,0.00000011,0.6,92,1.00E-012,3.71E-013,4.61E-014,41.5361,0.00173526,47717600,68776.5,3233160000,0.594903,-0.000418441,0.509207,0.332586
21,0.00000076,50,5,0.00000033,0.00000026,0.52,3,1.00E-012,2.24E-013,2.08E-014,47.4617,0.00125079,39288200,188756,5161770000,0.513811,-0.000314228,0.428183,0.218595
95,0.0000005,170,20,0.00000037,0.00000018,0.48,27,1.00E-012,6.52E-013,6.87E-014,46.8746,0.00380466,38906700,57998.1,3612740000,0.469428,-0.00099915,0.383776,0.337471
71,0.0000006,180,30,0.00000035,0.00000021,0.54,82,1.00E-012,6.8E-013,6.5E-014,47.7813,0.00427899,41532200,57243,4131130000,0.529673,-0.00107144,0.444031,0.286216
47,0.00000088,15,115,0.00000051,0.00000049,0.6,20,1.00E-012,5.97E-014,6.72E-014,42.4352,0.000243009,4106980,544674,4372140000,0.590516,-0.0000889,0.504799,0.349515
76,0.00000062,190,140,0.00000043,0.00000044,0.58,91,1.00E-012,9.76E-013,1.1E-013,49.4275,0.00365973,16978800,80895.7,5237500000,0.569211,-0.000923512,0.483524,0.303823
75,0.00000038,155,10,0.00000048,0.00000057,0.46,49,1.00E-012,7.2E-013,5.63E-014,44.3511,0.00189964,31186800,86872.4,3778110000,0.451432,-0.000681274,0.365727,0.152157
13,0.00000054,120,165,0.00000057,0.00000028,0.56,75,1.00E-012,6.11E-013,8.57E-014,48.5321,0.0017269,11633300,154647,2602810000,0.555699,-0.000419263,0.469965,0.366728
50,0.00000018,35,95,0.00000008,0.0000004,0.56,12,1.00E-012,1.1E-013,6.24E-014,37.5251,0.00481844,131782000,15608,143502000000,0.555184,-0.00140204,0.469139,0.279719
97,0.00000054,130,175,0.00000018,0.00000029,0.5,77,1.00E-012,3.88E-013,1.21E-013,46.9038,0.00646384,36333500,34253.2,28263400000,0.488676,-0.00163697,0.403231,0.388652
16,0.00000052,65,150,0.00000016,0.00000049,0.6,17,1.00E-012,2.4E-013,7.65E-014,47.1228,0.00370657,30411500,61258.7,39834900000,0.594545,-0.000905908,0.509046,0.274478
17,0.00000068,115,60,0.00000015,0.00000017,0.42,44,1.00E-012,2.68E-013,4.73E-014,44.9325,0.00701392,126369000,25157.2,32161000000,0.414178,-0.00170199,0.328872,0.432427
8,0.00000082,25,95,0.00000053,0.00000012,0.48,100,1.00E-012,1.06E-013,4.32E-014,40.8551,0.000392345,12697000,281245,3049290000,0.476236,-0.000100757,0.390513,0.471635
65,0.00000046,175,150,0.00000008,0.00000022,0.56,58,1.00E-012,2.97E-013,1.05E-013,38.0433,0.0237142,372625000,3366.34,136455000000,0.538766,-0.00619577,0.452824,0.257626
3,0.00000026,70,160,0.00000015,0.00000053,0.44,58,1.00E-012,2.91E-013,7.11E-014,47.0838,0.00428678,36983900,52730,40340200000,0.436354,-0.00103822,0.351024,0.423338
38,0.00000056,140,25,0.00000051,0.00000044,0.44,23,1.00E-012,8.38E-013,4.61E-014,49.8318,0.00223791,23540700,138595,2438370000,0.433353,-0.000562931,0.347637,0.351423
100,0.00000036,125,140,0.0000003,0.00000013,0.6,2,1.00E-012,3.66E-013,1.1E-013,42.1542,0.00352581,38745500,36345.6,7331170000,0.591143,-0.000988183,0.505529,0.331342
93,0.00000066,15,90,0.00000013,0.00000046,0.52,25,1.00E-012,2.1E-014,7.4E-014,43.0222,0.00109825,15605100,128945,53671900000,0.507624,-0.000344157,0.42225,0.394103
35,0.00000006,170,75,0.00000047,0.00000051,0.52,55,1.00E-012,1.01E-012,5.42E-014,19.4135,0.00297519,321064000,3141.68,6037190000,0.516735,-0.00147567,0.431032,0.322478
28,0.00000018,35,90,0.00000029,0.00000005,0.42,59,1.00E-012,9.21E-014,4.89E-014,19.8219,0.00130617,328365000,7500.64,7106880000,0.417003,-0.000396683,0.33142,0.530332
58,0.00000084,55,175,0.00000034,0.00000012,0.56,34,1.00E-012,1.71E-013,9.65E-014,41.4194,0.00136651,18675200,86170.1,7653360000,0.549594,-0.000361182,0.463957,0.393013
94,0.00000048,95,45,0.00000055,0.00000046,0.58,66,1.00E-012,5.88E-013,6.88E-014,46.1467,0.00141273,15232100,143641,2632690000,0.569897,-0.00043899,0.484167,0.290903
49,0.00000052,10,135,0.00000037,0.00000025,0.54,92,1.00E-012,2.98E-014,7.22E-014,38.7682,0.000227933,5575070,380716,8009940000,0.53309,-0.000108216,0.447435,0.415522
70,0.0000005,25,90,0.00000054,0.00000014,0.44,74,1.00E-012,1.08E-013,6.31E-014,38.3284,0.000384656,11404400,214462,2729560000,0.431549,-0.000169064,0.345823,0.514861
63,0.00000076,85,195,0.00000039,0.00000024,0.42,3,1.00E-012,3.17E-013,1.05E-013,46.8471,0.00182605,12317100,120460,5876650000,0.40939,-0.000474366,0.323728,0.51895
44,0.0000002,30,30,0.00000051,0.00000035,0.44,90,1.00E-012,1.38E-013,3.57E-014,36.5027,0.000484431,29737700,138008,3034540000,0.435531,-0.000249229,0.349815,0.467807
18,0.00000016,25,70,0.00000021,0.00000049,0.48,84,1.00E-012,5.43E-014,4E-014,42.6206,0.00104643,27694100,129217,22190900000,0.476491,-0.000322825,0.390999,0.415942
55,0.00000026,25,75,0.00000036,0.00000026,0.54,53,1.00E-012,7.83E-014,5.58E-014,38.9232,0.000584118,18039600,151237,7570570000,0.534756,-0.000262444,0.449106,0.395412
26,0.00000074,20,50,0.00000054,0.0000002,0.44,26,1.00E-012,8.66E-014,3.38E-014,42.9653,0.000305939,9949660,459864,2712520000,0.433981,-0.000094,0.348255,0.504647
8,0.00000054,185,115,0.00000025,0.0000001,0.5,81,1.00E-012,4.62E-013,7.17E-014,40.7294,0.00635938,122873000,17102.4,9400540000,0.495744,-0.00151748,0.410191,0.415187
96,0.00000078,55,35,0.00000024,0.00000022,0.54,66,1.00E-012,1.77E-013,6.06E-014,46.1799,0.00197881,24978400,102942,13441400000,0.525231,-0.00053566,0.439682,0.346774
48,0.00000032,75,160,0.00000057,0.00000032,0.56,89,1.00E-012,3.76E-013,9.07E-014,44.589,0.00108032,10707600,157000,2912580000,0.554563,-0.000339705,0.468829,0.374125
39,0.00000008,25,65,0.00000029,0.00000008,0.54,31,1.00E-012,6.69E-014,4.35E-014,18.0066,0.000738446,263754000,10764.9,9779870000,0.536502,-0.000615881,0.450902,0.407516
48,0.00000014,120,55,0.00000042,0.00000059,0.52,18,1.00E-012,7.71E-013,5.72E-014,41.1618,0.00236052,46809300,48426,5720200000,0.5159,-0.000781086,0.430219,0.306208
28,0.00000084,85,40,0.00000018,0.00000023,0.56,34,1.00E-012,2.55E-013,4.17E-014,46.6696,0.00420008,70870100,51312.3,26378100000,0.550904,-0.0010226,0.465419,0.279571
95,0.00000042,150,185,0.00000033,0.0000002,0.44,67,1.00E-012,5E-013,1.23E-013,45.9478,0.00384122,24382700,51632.4,6911090000,0.430826,-0.00102734,0.345204,0.483605
22,0.00000064,45,115,0.00000016,0.0000006,0.52,12,1.00E-012,1.3E-013,6.12E-014,47.3284,0.00256128,25463900,90774.2,37517900000,0.514261,-0.000633962,0.428833,0.348791
34,0.00000062,125,55,0.00000027,0.00000007,0.6,69,1.00E-012,3.19E-013,5.29E-014,33.7701,0.00384354,222255000,12699.1,8235360000,0.590986,-0.000959703,0.505396,0.32875
84,0.00000064,145,55,0.00000058,0.00000056,0.5,76,1.00E-012,1E-012,7.52E-014,49.1355,0.00203755,14065100,140497,2473270000,0.48868,-0.000548224,0.402943,0.348567
98,0.00000026,90,195,0.0000005,0.00000052,0.58,88,1.00E-012,4.48E-013,1.26E-013,41.9778,0.00148442,13566200,84593.4,4298730000,0.572982,-0.000566526,0.487268,0.340623
39,0.00000082,65,150,0.00000045,0.00000025,0.46,100,1.00E-012,2.67E-013,7.9E-014,47.0391,0.00120054,10452900,187317,4438400000,0.452236,-0.000309211,0.366542,0.478273
88,0.00000078,55,25,0.00000016,0.0000005,0.46,75,1.00E-012,3.06E-013,5.39E-014,46.5623,0.00306064,39589000,69551,34992400000,0.445139,-0.000798854,0.359772,0.285809
39,0.00000016,45,40,0.00000036,0.00000054,0.6,89,1.00E-012,2.07E-013,4.03E-014,39.0443,0.00104539,39710600,85691.9,8240610000,0.595916,-0.00040272,0.510263,0.265442
78,0.00000064,165,165,0.00000035,0.00000045,0.56,61,1.00E-012,7.77E-013,1.17E-013,49.3817,0.00395432,17306500,74475.6,8321260000,0.548844,-0.000993998,0.4632,0.327196
79,0.00000042,100,195,0.00000036,0.00000041,0.48,54,1.00E-012,4.16E-013,1.18E-013,47.2517,0.00233175,13053900,98833.4,7750380000,0.471943,-0.000652064,0.386297,0.435554
67,0.00000012,55,110,0.00000014,0.00000023,0.54,67,1.00E-012,1.33E-013,7.78E-014,37.1213,0.00367486,95869700,19535.4,46522900000,0.535691,-0.00127684,0.450267,0.356842
15,0.00000088,20,185,0.00000031,0.00000024,0.42,91,1.00E-012,5.21E-014,7.37E-014,45.3598,0.000551075,6201550,336339,10399500000,0.414973,-0.00014231,0.32937,0.529468
16,0.00000052,170,170,0.00000019,0.00000026,0.6,52,1.00E-012,4.87E-013,9.65E-014,47.2112,0.00794381,53656200,28875.6,26808500000,0.59335,-0.00190911,0.50783,0.278481
65,0.00000012,185,200,0.00000054,0.00000017,0.54,90,1.00E-012,8.5E-013,1.23E-013,36.2659,0.00281561,50882000,23105.8,2367400000,0.535749,-0.0010378,0.450023,0.39232
65,0.00000068,180,100,0.00000036,0.00000059,0.48,89,1.00E-012,1.06E-012,8.95E-014,50.3233,0.00416849,20632900,78738.7,7700050000,0.469761,-0.00103025,0.384115,0.354461
14,0.00000044,110,135,0.00000011,0.00000029,0.58,88,1.00E-012,3.01E-013,7.41E-014,43.2885,0.00982726,127294000,14859.1,76888000000,0.571791,-0.00243739,0.486257,0.264684
41,0.0000002,105,110,0.00000055,0.00000021,0.6,33,1.00E-012,5.06E-013,7.41E-014,42.5246,0.00156568,23955600,85413.5,2266300000,0.595603,-0.000492257,0.509873,0.327089
2,0.00000084,40,20,0.00000013,0.00000007,0.6,56,1.00E-012,6.8E-014,1.78E-014,33.7436,0.00284261,489140000,17118.4,32471100000,0.554948,-0.000715611,0.469499,0.343005
12,0.00000078,30,185,0.00000042,0.00000023,0.42,31,1.00E-012,1.03E-013,7.37E-014,45.7495,0.000598198,6456340,324065,5818840000,0.41557,-0.000151903,0.329892,0.528564
34,0.0000008,5,80,0.00000009,0.00000049,0.46,5,1.00E-012,5.19E-015,4.6E-014,39.5318,0.000588893,19494100,160900,101914000000,0.452869,-0.000174611,0.367603,0.461276
47,0.00000012,90,95,0.00000008,0.00000021,0.5,25,1.00E-012,1.8E-013,6.82E-014,37.0458,0.0122315,343062000,5818.47,127968000000,0.495718,-0.00340348,0.410046,0.322394
48,0.00000012,195,160,0.00000025,0.0000005,0.52,75,1.00E-012,9.02E-013,1.05E-013,43.8083,0.00669746,55450000,23147.6,15981200000,0.516022,-0.00185971,0.430465,0.320294
15,0.00000016,165,10,0.0000001,0.00000022,0.42,92,1.00E-012,2.12E-013,3.45E-014,35.576,0.00870377,651443000,6903.9,81956300000,0.401382,-0.0029991,0.316319,0.161824
16,0.0000007,30,125,0.00000055,0.00000056,0.5,19,1.00E-012,1.31E-013,5.9E-014,46.945,0.000448714,5193040,495767,3671480000,0.495246,-0.000120858,0.409517,0.43424
87,0.00000064,15,100,0.0000005,0.0000003,0.48,72,1.00E-012,5.87E-014,7.3E-014,38.3885,0.000248662,6217830,334052,4209600000,0.468617,-0.000134338,0.382904,0.475355
15,0.0000001,45,25,0.00000012,0.00000006,0.46,96,1.00E-012,6.9E-014,2.49E-014,28.628,0.00359268,782856000,7515.89,33109000000,0.456837,-0.00101127,0.37157,0.449011
23,0.0000007,190,170,0.00000025,0.00000048,0.5,42,1.00E-012,8.5E-013,1.02E-013,49.8423,0.00653009,30183700,47554.7,15707500000,0.493221,-0.0015595,0.407669,0.351853
62,0.00000042,60,70,0.0000005,0.00000019,0.44,16,1.00E-012,2.67E-013,5.91E-014,43.4481,0.000991942,17454700,149941,2396370000,0.432907,-0.000315909,0.347194,0.492373
22,0.00000078,135,75,0.00000007,0.00000044,0.58,13,1.00E-012,2.18E-013,5.03E-014,33.7006,0.0173765,711155000,2786.54,156790000000,0.320024,-0.00536141,0.235462,0.302908
9,0.00000032,190,105,0.00000039,0.00000053,0.54,5,1.00E-012,1.06E-012,7.13E-014,50.5857,0.004047,24500700,83589.2,6595830000,0.536015,-0.00096619,0.450349,0.302252
40,0.00000078,40,135,0.00000028,0.00000031,0.54,82,1.00E-012,1.1E-013,7.42E-014,47.0974,0.0012237,11238300,185009,13000500000,0.532139,-0.00031863,0.44655,0.390852
84,0.00000086,135,105,0.00000023,0.00000033,0.56,67,1.00E-012,4.89E-013,9.42E-014,48.3809,0.00508875,31136600,51574.2,17957500000,0.544347,-0.00125619,0.458805,0.311244
81,0.00000028,130,190,0.00000012,0.00000055,0.48,38,1.00E-012,5.68E-013,1.19E-013,44.4743,0.0103353,67370600,16195.5,62140600000,0.472958,-0.0026804,0.387659,0.332696
10,0.00000076,5,90,0.00000047,0.0000005,0.52,40,1.00E-012,1.84E-014,4.02E-014,39.5881,0.0000884,3428400,1078250,5182020000,0.515786,-0.0000319,0.430083,0.431686
82,0.00000038,10,95,0.00000039,0.00000047,0.58,51,1.00E-012,3.13E-014,7.14E-014,33.7691,0.000214914,8865580,227087,7343430000,0.572141,-0.000173201,0.486473,0.367536
90,0.00000026,10,30,0.00000052,0.00000025,0.52,6,1.00E-012,4.06E-014,5E-014,26.4416,0.000158782,22097500,132215,3335840000,0.513407,-0.000240115,0.427687,0.423846
32,0.00000074,70,145,0.00000034,0.00000015,0.58,44,1.00E-012,2.25E-013,8.05E-014,44.2505,0.00173418,20526800,94065.3,7389900000,0.573064,-0.00043396,0.487425,0.360476
100,0.00000048,35,90,0.00000018,0.00000049,0.5,98,1.00E-012,8.15E-014,7.99E-014,45.0582,0.00174189,18219100,102776,29782900000,0.489668,-0.000530607,0.404222,0.391498
66,0.00000028,190,25,0.00000008,0.00000007,0.42,90,1.00E-012,2.97E-013,6.3E-014,33.9333,0.0245682,1152630000,2024.38,82777500000,0.408835,-0.00659392,0.323706,0.357752
10,0.00000048,145,160,0.00000054,0.00000035,0.58,32,1.00E-012,7.53E-013,8.8E-014,49.5039,0.0022051,12887200,135446,3104050000,0.575874,-0.000529138,0.490147,0.332609
37,0.00000088,150,180,0.00000045,0.00000009,0.58,11,1.00E-012,5.72E-013,1.02E-013,38.059,0.0027465,50624500,29118.6,3310760000,0.571479,-0.000672052,0.485784,0.367858
15,0.00000082,45,30,0.00000033,0.00000054,0.42,57,1.00E-012,2.26E-013,2.72E-014,49.3837,0.00114427,20879800,257429,8892750000,0.414688,-0.000281939,0.329068,0.422748
6,0.00000024,120,10,0.00000028,0.00000035,0.56,56,1.00E-012,4.14E-013,2.52E-014,42.8025,0.00311882,128497000,44272.7,11354400000,0.554677,-0.000846936,0.469084,0.0757435
75,0.00000068,95,60,0.0000004,0.00000034,0.48,84,1.00E-012,4.42E-013,6.66E-014,48.2586,0.00197522,17611400,131013,5007010000,0.469176,-0.00052399,0.383507,0.406119
74,0.00000058,45,30,0.00000031,0.00000005,0.56,91,1.00E-012,1.25E-013,4.81E-014,22.252,0.00122999,280961000,10536.6,6243310000,0.551313,-0.000370157,0.465696,0.38851
31,0.00000066,130,95,0.00000029,0.00000024,0.44,65,1.00E-012,4.44E-013,6.69E-014,48.2165,0.0038121,33694200,67555.7,9318450000,0.433687,-0.000924189,0.348102,0.45007
8,0.00000088,135,95,0.00000057,0.00000011,0.6,89,1.00E-012,6.35E-013,5.94E-014,41.5729,0.00192736,41210400,62184.4,2208810000,0.594485,-0.000460939,0.50875,0.336752
52,0.0000003,75,195,0.00000018,0.0000003,0.44,89,1.00E-012,2.05E-013,1.02E-013,45.8681,0.00373837,28194300,52568.4,28083600000,0.434501,-0.000990766,0.34909,0.467982
9,0.00000008,145,145,0.00000025,0.0000002,0.54,69,1.00E-012,4.21E-013,7.98E-014,41.8867,0.00499946,73861500,24854.9,13914900000,0.536812,-0.00128326,0.45125,0.361342
81,0.00000052,155,75,0.00000008,0.00000055,0.54,13,1.00E-012,2.34E-013,7.83E-014,34.8943,0.0146602,430154000,3789.44,142899000000,0.482551,-0.00496177,0.396962,0.119041
55,0.00000018,190,90,0.00000008,0.00000016,0.54,65,1.00E-012,2.88E-013,8.14E-014,37.3195,0.0254761,577791000,2883,128213000000,0.532652,-0.00675523,0.446749,0.243529
7,0.00000066,185,195,0.00000043,0.00000032,0.54,66,1.00E-012,8.15E-013,1.03E-013,49.7122,0.0035709,17331200,85670.2,4973100000,0.5355,-0.000843474,0.449814,0.366793
80,0.00000086,90,180,0.00000029,0.00000033,0.56,83,1.00E-012,3.13E-013,1.15E-013,48.1113,0.00264625,13851800,96146.7,11949000000,0.546078,-0.000673947,0.460477,0.362143
72,0.00000036,135,30,0.00000028,0.00000047,0.48,95,1.00E-012,6.73E-013,6.01E-014,48.0246,0.00403682,39600100,62401.1,11717800000,0.472694,-0.00106876,0.387113,0.256403
7,0.00000086,35,155,0.00000027,0.00000006,0.58,35,1.00E-012,8.71E-014,6.58E-014,27.7821,0.00112536,100445000,21767.6,12691400000,0.577895,-0.000277775,0.492306,0.371771
54,0.0000006,80,165,0.0000004,0.00000024,0.6,25,1.00E-012,3.06E-013,9.79E-014,46.4802,0.00166875,12551200,126363,5907000000,0.59175,-0.000442248,0.506076,0.335051
5,0.00000064,175,5,0.00000016,0.00000044,0.46,38,1.00E-012,3.04E-013,4.08E-014,-4.01791,0.00287268,4013420000,219.188,27376400000,0.0187261,-0.000631893,-0.066266,0.526673
72,0.00000032,90,75,0.00000014,0.00000022,0.58,31,1.00E-012,2.33E-013,7.16E-014,44.2027,0.00597904,77258600,27133.5,45945100000,0.572857,-0.001569,0.487386,0.27894
64,0.00000046,50,115,0.00000006,0.00000019,0.44,21,1.00E-012,8.6E-014,7.33E-014,31.5143,0.0107492,502665000,3502.18,220217000000,0.429288,-0.00310776,0.342588,0.413522
56,0.00000012,20,195,0.00000028,0.00000044,0.44,55,1.00E-012,4.8E-014,8.47E-014,26.7335,0.000613039,38402800,35414.9,13216800000,0.435883,-0.000473566,0.350308,0.500058
42,0.00000086,195,140,0.00000048,0.00000056,0.46,53,1.00E-012,1.18E-012,9.59E-014,50.8135,0.00334462,14800600,103831,4224700000,0.451125,-0.000809404,0.365419,0.413285
9,0.00000036,105,85,0.00000052,0.00000053,0.46,36,1.00E-012,6.44E-013,5.22E-014,50.1309,0.00165805,14556300,193618,3592710000,0.456352,-0.000404263,0.370633,0.421477
20,0.00000042,50,55,0.00000034,0.00000036,0.5,45,1.00E-012,2.01E-013,3.93E-014,47.9738,0.00123711,19206700,202432,8243220000,0.495609,-0.000319831,0.409975,0.393988
8,0.00000024,110,175,0.00000042,0.00000028,0.52,52,1.00E-012,4.55E-013,8.53E-014,48.2442,0.00217985,15123500,118518,5301280000,0.516594,-0.00053255,0.430913,0.401526
88,0.00000034,160,50,0.00000031,0.00000056,0.5,75,1.00E-012,8.98E-013,7.69E-014,48.1296,0.00431565,31672600,59078.9,10055600000,0.492182,-0.00116287,0.406572,0.268813
55,0.00000026,60,25,0.0000005,0.00000031,0.48,80,1.00E-012,3.12E-013,4.2E-014,42.5721,0.000986249,26502900,136339,2264700000,0.474764,-0.000355687,0.389051,0.39662
94,0.00000026,45,70,0.0000002,0.00000041,0.6,86,1.00E-012,1.5E-013,7.39E-014,42.5751,0.00198707,29817000,67692.6,25398400000,0.593054,-0.000682192,0.507525,0.278959
31,0.00000068,190,175,0.00000031,0.00000018,0.44,84,1.00E-012,5.98E-013,1.01E-013,46.8141,0.00519749,35909000,42161.3,7388210000,0.433946,-0.00124751,0.348342,0.473503
60,0.00000056,70,140,0.00000054,0.00000047,0.56,27,1.00E-012,3.51E-013,8.9E-014,46.8466,0.0010657,8315680,206393,3572370000,0.551763,-0.000309683,0.466037,0.36478
3,0.00000006,50,135,0.00000024,0.00000028,0.54,13,1.00E-012,1.36E-013,5.93E-014,34.5334,0.00180885,76052800,29462.3,17497000000,0.536987,-0.000497104,0.451436,0.378981
9,0.00000086,95,75,0.00000022,0.00000007,0.42,29,1.00E-012,2.1E-013,4.5E-014,33.0616,0.00383837,274934000,11720.2,11506500000,0.419957,-0.00093112,0.334469,0.505526
58,0.00000018,50,45,0.00000014,0.00000056,0.6,14,1.00E-012,2.93E-013,4.95E-014,41.9776,0.00329196,69289100,38144.1,51189100000,0.595132,-0.000994604,0.509631,0.181582
84,0.00000028,120,75,0.00000021,0.00000033,0.42,5,1.00E-012,4.4E-013,7.96E-014,46.4511,0.00498851,45103500,42129.2,19696300000,0.41297,-0.00135554,0.327503,0.421732
86,0.0000004,30,145,0.00000054,0.00000039,0.54,91,1.00E-012,1.29E-013,9.31E-014,39.2203,0.000457919,8128780,199631,3725870000,0.531733,-0.000228645,0.446007,0.406121
64,0.00000022,100,185,0.00000024,0.0000002,0.46,31,1.00E-012,2.75E-013,1.07E-013,44.0136,0.0036175,32555600,43880.3,15028000000,0.454803,-0.00102861,0.369273,0.46109
11,0.0000001,135,130,0.00000042,0.0000004,0.52,63,1.00E-012,6.54E-013,7.28E-014,43.6805,0.00266914,33992500,57234.1,5564460000,0.516771,-0.000711096,0.43109,0.372027
59,0.00000068,115,85,0.00000057,0.00000044,0.42,3,1.00E-012,6.87E-013,7.19E-014,48.8169,0.0016514,12703100,167107,2504670000,0.410359,-0.000434419,0.324625,0.476594
66,0.00000056,110,15,0.00000033,0.00000033,0.5,82,1.00E-012,5.02E-013,4.89E-014,48.1092,0.0027598,33752500,92168.6,6347440000,0.490837,-0.000717542,0.405211,0.247306
54,0.00000046,105,200,0.00000012,0.00000022,0.54,86,1.00E-012,2.35E-013,1.13E-013,43.6094,0.00845744,72850600,17915.6,61878800000,0.53215,-0.00212359,0.446734,0.352257
64,0.00000074,75,5,0.00000026,0.00000031,0.6,36,1.00E-012,2.31E-013,3.97E-014,37.0698,0.00177637,95893400,40174.9,13308000000,0.58432,-0.000586179,0.498739,0.023268
94,0.00000062,80,105,0.00000054,0.00000006,0.52,38,1.00E-012,3.51E-013,8.54E-014,27.6738,0.00126271,88031900,19159.6,2232980000,0.509479,-0.000379345,0.423753,0.437458
64,0.00000076,100,90,0.00000033,0.00000035,0.52,92,1.00E-012,4.22E-013,7.54E-014,48.7628,0.00255243,18942000,107446,8549920000,0.509324,-0.00064631,0.423696,0.371456
60,0.00000076,115,115,0.00000057,0.00000019,0.56,58,1.00E-012,5.62E-013,8.39E-014,46.0816,0.00165369,15117600,121794,1918260000,0.54986,-0.000431159,0.464126,0.37514
70,0.0000005,130,185,0.00000025,0.00000024,0.46,12,1.00E-012,3.92E-013,1.13E-013,47.1643,0.00448969,26827500,50815.8,14074000000,0.45165,-0.00113678,0.366107,0.451547
48,0.0000002,65,55,0.00000008,0.00000026,0.54,68,1.00E-012,1.6E-013,5.11E-014,37.7366,0.00875549,300082000,8801.32,137190000000,0.534371,-0.00238792,0.448457,0.243021
82,0.0000009,100,15,0.00000026,0.00000053,0.5,40,1.00E-012,3.87E-013,5.34E-014,46.9504,0.00296102,37300100,75176.2,14156800000,0.481978,-0.000801903,0.396417,0.157991
87,0.00000068,50,200,0.00000032,0.00000023,0.58,89,1.00E-012,1.5E-013,1.18E-013,45.0688,0.00132532,9690840,135245,9862850000,0.567802,-0.000382641,0.482176,0.367375
98,0.00000034,95,85,0.00000033,0.00000059,0.46,20,1.00E-012,5.42E-013,8.49E-014,46.3858,0.00241902,19929700,86228.3,9226140000,0.451829,-0.000731038,0.366206,0.398827
94,0.00000054,60,80,0.00000059,0.00000027,0.48,65,1.00E-012,3.11E-013,7.51E-014,43.6993,0.000833954,11194500,183578,1935900000,0.469343,-0.000291565,0.383604,0.454097
96,0.00000078,155,30,0.00000015,0.00000057,0.54,87,1.00E-012,2.99E-013,7.05E-014,41.0723,0.00586375,111286000,19294.7,44651300000,0.481673,-0.0020518,0.396296,0.10607
86,0.0000004,170,65,0.00000026,0.00000022,0.54,78,1.00E-012,5.41E-013,8.39E-014,47.0223,0.00558817,45811700,40164.6,10410400000,0.53133,-0.00143832,0.445759,0.31691
74,0.0000001,65,75,0.00000024,0.00000049,0.58,2,1.00E-012,2.97E-013,6.43E-014,30.3077,0.00233984,118653000,14002.2,18415500000,0.575769,-0.00111852,0.490207,0.280883
24,0.00000062,105,155,0.00000048,0.00000015,0.5,36,1.00E-012,4.38E-013,8.26E-014,44.6913,0.00181186,19834200,94720.2,2998580000,0.494811,-0.000447594,0.409105,0.439145
61,0.00000054,200,10,0.00000041,0.00000042,0.48,32,1.00E-012,7.96E-013,5.65E-014,44.2224,0.00264003,44588900,61589.7,5064820000,0.466438,-0.000906613,0.380764,0.128013
37,0.00000074,115,65,0.00000005,0.0000006,0.48,66,1.00E-012,1.02E-013,4.83E-014,-0.446851,0.0086129,19364800000,110.283,187016000000,0.0476755,-0.00470621,-0.0313359,0.515441
12,0.00000044,170,165,0.00000037,0.00000026,0.48,5,1.00E-012,6.55E-013,9.01E-014,48.8455,0.00384693,23538400,71971.5,6127580000,0.476036,-0.000918604,0.390383,0.425722
24,0.00000076,10,95,0.00000023,0.0000005,0.54,3,1.00E-012,2.03E-014,4.95E-014,44.8403,0.000379974,6621110,459476,19706400000,0.534147,-0.000110567,0.448608,0.395281
59,0.0000006,45,60,0.00000038,0.00000025,0.46,59,1.00E-012,1.7E-013,5.35E-014,45.6188,0.000991316,14982800,192631,5542680000,0.451595,-0.00028833,0.365938,0.462271
100,0.0000008,180,75,0.00000013,0.00000054,0.46,63,1.00E-012,5.35E-013,9.3E-014,45.199,0.0123445,98115500,14739.4,51913000000,0.432324,-0.00313707,0.347068,0.239685
70,0.00000014,30,150,0.00000007,0.00000024,0.46,58,1.00E-012,5.04E-014,8.51E-014,33.7651,0.00508842,162988000,9586.71,163951000000,0.45541,-0.00168213,0.369572,0.430491
29,0.00000082,40,135,0.00000054,0.00000034,0.56,77,1.00E-012,1.77E-013,7.07E-014,46.6454,0.000610099,6154770,352266,3593860000,0.553273,-0.000164944,0.467547,0.381378
92,0.00000042,55,185,0.00000057,0.00000035,0.5,49,1.00E-012,2.61E-013,1.12E-013,42.372,0.00079346,8280440,165606,3095960000,0.491158,-0.000308384,0.405423,0.443848
24,0.00000042,55,70,0.00000007,0.00000024,0.44,16,1.00E-012,1.23E-013,4.46E-014,35.5023,0.00900273,427255000,6618.21,161352000000,0.43164,-0.00242401,0.346028,0.370913
4,0.0000007,165,35,0.00000027,0.00000018,0.52,83,1.00E-012,5.16E-013,3.98E-014,47.4716,0.00518708,83457800,45567.6,7773080000,0.51243,-0.00123399,0.426852,0.314274
