vcdl_n_width,vcdl_p_width,tc_n_width,tc_p_width,vdd,fmin,fmax,pmin,pmax
4.5e-07,8.8e-07,1.17e-06,1.995e-06,0.9,4286565524.0791,7821544896.7437,0.0025715,0.0042664
4.5e-07,8.8e-07,1.17e-06,1.995e-06,1.0,4027869754.265,8462877879.131,0.003507,0.0058757
4.5e-07,8.8e-07,1.17e-06,2.09e-06,0.8,4615806170.0001,6652002645.7749,0.0019384,0.0029473
4.5e-07,8.8e-07,1.17e-06,2.09e-06,0.9,4208427902.0321,7751123128.2891,0.0026099,0.0042862
4.5e-07,8.8e-07,1.17e-06,2.09e-06,1.0,3960028685.2385,8613483725.5315,0.0035405,0.0059234
4.5e-07,8.8e-07,1.235e-06,1.71e-06,0.8,4482589463.9569,7184592086.6248,0.0018012,0.0028383
4.5e-07,8.8e-07,1.235e-06,1.71e-06,0.9,4076104525.768,8288293532.0284,0.00246,0.0041203
4.5e-07,8.8e-07,1.235e-06,1.71e-06,1.0,3838843796.743,9630728163.3315,0.003463,0.0053863
4.5e-07,8.8e-07,1.235e-06,1.805e-06,0.8,4707966160.667,6975593724.6174,0.0018309,0.0028769
4.5e-07,8.8e-07,1.235e-06,1.805e-06,0.9,4268833425.5195,8083120321.1878,0.0025055,0.0041633
4.5e-07,8.8e-07,1.235e-06,1.805e-06,1.0,4010838041.4054,9426002939.5491,0.0034602,0.0055824
4.5e-07,8.8e-07,1.235e-06,1.9e-06,0.8,4692397731.3585,6973694435.3416,0.0018714,0.0029167
4.5e-07,8.8e-07,1.235e-06,1.9e-06,0.9,4261051527.9062,8043312382.9713,0.0025607,0.0042057
4.5e-07,8.8e-07,1.235e-06,1.9e-06,1.0,4005920952.5886,8893156231.0562,0.003461,0.0057563
4.5e-07,8.8e-07,1.235e-06,1.995e-06,0.8,4661985719.3982,6807402510.2522,0.0019241,0.0029398
4.5e-07,8.8e-07,1.235e-06,1.995e-06,0.9,4239349285.0556,7994955478.098,0.0026199,0.0042497
4.5e-07,8.8e-07,1.235e-06,1.995e-06,1.0,3988250743.5237,8843523769.3469,0.0034752,0.0058509
4.5e-07,8.8e-07,1.235e-06,2.09e-06,0.8,4638185823.1942,6683690114.7725,0.0019897,0.0029486
4.5e-07,8.8e-07,1.235e-06,2.09e-06,0.9,4222609960.8563,7707143115.6474,0.0026757,0.0042905
4.5e-07,8.8e-07,1.235e-06,2.09e-06,1.0,3974703546.0734,8587218409.7248,0.0035146,0.0059135
4.5e-07,8.8e-07,1.3e-06,1.71e-06,0.8,4401114148.7943,7449152889.1395,0.0018392,0.0028103
4.5e-07,8.8e-07,1.3e-06,1.71e-06,0.9,4018288546.657,8638563607.677,0.0024522,0.0040389
4.5e-07,8.8e-07,1.3e-06,1.805e-06,0.8,4682892252.1925,7260273777.6972,0.0018517,0.002847
4.5e-07,8.8e-07,1.3e-06,1.805e-06,0.9,4255670652.6509,8418619214.9358,0.0024824,0.0041309
4.5e-07,8.8e-07,1.3e-06,1.805e-06,1.0,4006705617.3078,9876806280.9542,0.0035089,0.0053857
4.5e-07,8.8e-07,1.3e-06,1.9e-06,0.8,4714490883.9919,7082329671.0125,0.0018694,0.0028784
4.5e-07,8.8e-07,1.3e-06,1.9e-06,0.9,4284013511.1188,8214289394.898,0.0025302,0.0041823
4.5e-07,8.8e-07,1.3e-06,1.9e-06,1.0,4034252187.1914,9597246817.2684,0.0035139,0.0055726
4.5e-07,8.8e-07,1.3e-06,1.995e-06,0.8,4608949405.458,7069650124.2131,0.0018955,0.0029152
4.5e-07,8.8e-07,1.3e-06,1.995e-06,0.9,4198823226.4945,8115114476.0034,0.0025965,0.004222
4.5e-07,8.8e-07,1.3e-06,1.995e-06,1.0,3960942583.6089,9113372662.0762,0.0035206,0.0057662
4.5e-07,8.8e-07,1.3e-06,2.09e-06,0.8,4582118907.8029,6867913457.2287,0.0019379,0.00295
4.5e-07,8.8e-07,1.3e-06,2.09e-06,0.9,4178235569.3408,8063259654.3676,0.0026791,0.0042646
4.5e-07,8.8e-07,1.3e-06,2.09e-06,1.0,3944374945.3795,8984460766.1856,0.0035371,0.0058783
4.5e-07,8.8e-07,1.365e-06,1.71e-06,0.8,4423006274.7103,7953384530.7693,0.0018783,0.0027649
4.5e-07,8.8e-07,1.365e-06,1.71e-06,0.9,4044139755.7379,9006203711.3359,0.0024814,0.0039125
4.5e-07,8.8e-07,1.365e-06,1.805e-06,0.8,4699336898.3497,7747845938.025,0.001905,0.0028123
4.5e-07,8.8e-07,1.365e-06,1.805e-06,0.9,4276620831.4581,8791584515.6669,0.0024924,0.0040292
4.5e-07,8.8e-07,1.365e-06,1.9e-06,0.8,4674692864.079,7351565581.8342,0.0019148,0.0028535
4.5e-07,8.8e-07,1.365e-06,1.9e-06,0.9,4257988543.6699,8581711236.1627,0.0025156,0.0041282
4.5e-07,8.8e-07,1.365e-06,1.995e-06,0.8,4651767348.9673,7181711726.0868,0.0019242,0.0028827
4.5e-07,8.8e-07,1.365e-06,1.995e-06,0.9,4240345792.9624,8385639091.1113,0.0025521,0.0041997
4.5e-07,8.8e-07,1.365e-06,2.09e-06,0.8,4608592318.4876,7201886526.979,0.0019402,0.0029127
4.5e-07,8.8e-07,1.365e-06,2.09e-06,0.9,4206362260.2134,8204343038.4761,0.002613,0.0042389
4.5e-07,8.8e-07,1.365e-06,2.09e-06,1.0,3982435621.3199,9672069594.3648,0.0035775,0.0057457
4.5e-07,8.8e-07,1.43e-06,1.71e-06,0.8,4511739796.4396,8566865922.3289,0.0018823,0.0027274
4.5e-07,8.8e-07,1.43e-06,1.805e-06,0.8,4784381704.4973,8032171710.0588,0.001905,0.0027696
4.5e-07,8.8e-07,1.43e-06,1.9e-06,0.8,4718085268.1738,7826978977.6458,0.001932,0.0028113
4.5e-07,8.8e-07,1.43e-06,1.9e-06,0.9,4301783397.2705,8974254250.1194,0.0025326,0.004015
4.5e-07,8.8e-07,1.43e-06,1.995e-06,0.8,4675687975.9155,7656344318.9485,0.0019677,0.0028532
4.5e-07,8.8e-07,1.43e-06,1.995e-06,0.9,4268564188.2541,8768739396.0238,0.0025523,0.0041178
4.5e-07,8.8e-07,1.43e-06,2.09e-06,0.8,4641946500.3178,7495996388.6126,0.0019909,0.0028873
4.5e-07,8.8e-07,1.43e-06,2.09e-06,0.9,4242728101.2282,8577292375.9823,0.0025865,0.0042063
4.75e-07,7.2e-07,1.17e-06,1.71e-06,0.8,4922483426.1451,6996130702.0085,0.0016809,0.0028577
4.75e-07,7.2e-07,1.17e-06,1.71e-06,0.9,4455977543.8254,7958728603.0241,0.0024516,0.0040649
4.75e-07,7.2e-07,1.17e-06,1.71e-06,1.0,4186567835.7836,9069443600.7533,0.0035488,0.0052641
4.75e-07,7.2e-07,1.17e-06,1.805e-06,0.8,4726552456.6936,7097442672.4033,0.0017176,0.0028722
4.75e-07,7.2e-07,1.17e-06,1.805e-06,0.9,4301906044.4274,7882261312.1163,0.0024562,0.0041038
4.75e-07,7.2e-07,1.17e-06,1.805e-06,1.0,4055109746.3134,8841395852.1979,0.0035818,0.0053304
4.75e-07,7.2e-07,1.17e-06,1.9e-06,0.8,4678148419.4774,6812814476.7723,0.0017615,0.002881
4.75e-07,7.2e-07,1.17e-06,1.9e-06,0.9,4267556062.6222,8048253348.8022,0.0024593,0.0041289
4.75e-07,7.2e-07,1.17e-06,1.9e-06,1.0,4030191280.2286,8803993551.0057,0.0036105,0.0053934
4.75e-07,7.2e-07,1.17e-06,1.995e-06,0.8,4661722463.6161,6746127459.4022,0.0018145,0.002894
4.75e-07,7.2e-07,1.17e-06,1.995e-06,0.9,4259672587.0011,7966349406.4755,0.0024648,0.0041478
4.75e-07,7.2e-07,1.17e-06,1.995e-06,1.0,4028512683.1293,8768255598.2535,0.0036358,0.0054604
4.75e-07,7.2e-07,1.17e-06,2.09e-06,0.8,4647536455.4307,6865616450.9679,0.0018444,0.002909
4.75e-07,7.2e-07,1.17e-06,2.09e-06,0.9,4253730699.478,7862770178.8873,0.0024788,0.0041719
4.75e-07,7.2e-07,1.17e-06,2.09e-06,1.0,4029190220.3861,8720086307.1735,0.0036599,0.0055355
4.75e-07,7.2e-07,1.235e-06,1.71e-06,0.8,4435720531.8101,7132549184.7369,0.0016937,0.0028254
4.75e-07,7.2e-07,1.235e-06,1.71e-06,0.9,4056194158.0871,8191066492.129,0.0024499,0.0040069
4.75e-07,7.2e-07,1.235e-06,1.71e-06,1.0,3833184459.8412,9720360004.0443,0.0034873,0.0051224
4.75e-07,7.2e-07,1.235e-06,1.805e-06,0.8,4654839635.1121,7131923683.0262,0.0017158,0.0028616
4.75e-07,7.2e-07,1.235e-06,1.805e-06,0.9,4242335980.5776,8149056839.6357,0.0024525,0.0040758
4.75e-07,7.2e-07,1.235e-06,1.805e-06,1.0,4002518692.5196,9165537349.3414,0.0035479,0.0052678
4.75e-07,7.2e-07,1.235e-06,1.9e-06,0.8,4609969926.7206,6923089855.0893,0.0017475,0.0028899
4.75e-07,7.2e-07,1.235e-06,1.9e-06,0.9,4208420701.135,8088750225.3093,0.0024558,0.0041226
4.75e-07,7.2e-07,1.235e-06,1.9e-06,1.0,3976114001.5683,8917830008.0745,0.0035629,0.0053658
4.75e-07,7.2e-07,1.235e-06,1.995e-06,0.8,4573685091.9906,6925528987.6032,0.0017823,0.0028994
4.75e-07,7.2e-07,1.235e-06,1.995e-06,0.9,4181323340.5068,8027030381.8474,0.002464,0.0041571
4.75e-07,7.2e-07,1.235e-06,1.995e-06,1.0,3955177241.137,8826102429.0767,0.0035644,0.0054471
4.75e-07,7.2e-07,1.235e-06,2.09e-06,0.8,4568606881.2006,6789449837.2264,0.0018311,0.0029079
4.75e-07,7.2e-07,1.235e-06,2.09e-06,0.9,4180442681.4775,7753293383.8923,0.0024775,0.0041786
4.75e-07,7.2e-07,1.235e-06,2.09e-06,1.0,3957806422.5078,8617834988.6904,0.003559,0.0055381
4.75e-07,7.2e-07,1.3e-06,1.71e-06,0.8,4335915961.6842,7596277400.2531,0.0017263,0.0028063
4.75e-07,7.2e-07,1.3e-06,1.71e-06,0.9,3974953009.576,8487773115.9429,0.0024747,0.0038598
4.75e-07,7.2e-07,1.3e-06,1.805e-06,0.8,4631412336.3246,7424107106.4825,0.0017445,0.0028329
4.75e-07,7.2e-07,1.3e-06,1.805e-06,0.9,4224609456.4777,8284072014.9832,0.0024669,0.0040012
4.75e-07,7.2e-07,1.3e-06,1.9e-06,0.8,4563300987.2323,7141774484.8969,0.001762,0.0028643
4.75e-07,7.2e-07,1.3e-06,1.9e-06,0.9,4170554012.4844,8092922134.389,0.0024638,0.0040856
4.75e-07,7.2e-07,1.3e-06,1.9e-06,1.0,3947541303.3797,9708227127.137,0.0035459,0.005257
4.75e-07,7.2e-07,1.3e-06,1.995e-06,0.8,4503140544.9778,7969340458.749,0.0017828,0.0028983
4.75e-07,7.2e-07,1.3e-06,1.995e-06,0.9,4122671200.7021,8038271122.035,0.0024692,0.0041401
4.75e-07,7.2e-07,1.3e-06,1.995e-06,1.0,3907523695.1818,9126102955.8712,0.0035646,0.0053924
4.75e-07,7.2e-07,1.3e-06,2.09e-06,0.8,4477504100.0505,7207068513.615,0.0018119,0.0029189
4.75e-07,7.2e-07,1.3e-06,2.09e-06,0.9,4103947296.3089,7976558988.9322,0.0024843,0.004179
4.75e-07,7.2e-07,1.3e-06,2.09e-06,1.0,3893095935.2538,8966078974.5706,0.0035516,0.0054949
4.75e-07,7.2e-07,1.365e-06,1.71e-06,0.8,4317853731.7958,8445279469.5042,0.001744,0.0027574
4.75e-07,7.2e-07,1.365e-06,1.805e-06,0.8,4614265731.106,7662195933.9462,0.0017735,0.002815
4.75e-07,7.2e-07,1.365e-06,1.9e-06,0.8,4519601881.5112,7500742518.1826,0.001797,0.0028443
4.75e-07,7.2e-07,1.365e-06,1.995e-06,0.8,4506202068.9379,9842104803.1393,0.0018125,0.0028696
4.75e-07,7.2e-07,1.365e-06,1.995e-06,0.9,4129249966.7647,8343647568.5136,0.0024869,0.0040949
4.75e-07,7.2e-07,1.365e-06,2.09e-06,0.8,4489393958.8044,7167285959.5807,0.0018295,0.0029013
4.75e-07,7.2e-07,1.365e-06,2.09e-06,0.9,4117791915.9271,7983877526.4502,0.0024909,0.0041567
4.75e-07,7.2e-07,1.43e-06,1.71e-06,0.8,4312648638.67,8747729753.4031,0.001731,0.0026943
4.75e-07,7.2e-07,1.43e-06,1.805e-06,0.8,4614383147.3862,8489886212.0188,0.0017743,0.0027565
4.75e-07,7.2e-07,1.43e-06,1.9e-06,0.8,4518862536.7876,8271216666.9555,0.0018144,0.0028167
4.75e-07,7.2e-07,1.43e-06,1.995e-06,0.8,4541542893.4834,8081350059.6217,0.0018457,0.0028566
4.75e-07,7.2e-07,1.43e-06,2.09e-06,0.8,4464365429.5219,7945791244.1164,0.0018682,0.0028781
4.75e-07,7.6e-07,1.17e-06,1.71e-06,0.8,4858745883.9832,7047707359.5829,0.0016994,0.0028674
4.75e-07,7.6e-07,1.17e-06,1.71e-06,0.9,4397353195.5552,7975895995.8241,0.0024714,0.0040877
4.75e-07,7.6e-07,1.17e-06,1.71e-06,1.0,4131627719.5063,8965087875.8891,0.0035778,0.0053028
4.75e-07,7.6e-07,1.17e-06,1.805e-06,0.8,4752671942.5903,6874368277.627,0.0017363,0.0028838
4.75e-07,7.6e-07,1.17e-06,1.805e-06,0.9,4318793323.1593,7899584258.6285,0.002478,0.004125
4.75e-07,7.6e-07,1.17e-06,1.805e-06,1.0,4066933407.8226,8886374965.1105,0.0036114,0.0053765
4.75e-07,7.6e-07,1.17e-06,1.9e-06,0.8,4720114976.7514,6798285116.9985,0.0017795,0.0028923
4.75e-07,7.6e-07,1.17e-06,1.9e-06,0.9,4298896006.0387,8057521926.752,0.0024831,0.0041497
4.75e-07,7.6e-07,1.17e-06,1.9e-06,1.0,4054403582.1132,8858161339.9514,0.0036422,0.0054448
4.75e-07,7.6e-07,1.17e-06,1.995e-06,0.8,4704604370.8241,6913315258.8149,0.001832,0.0029041
4.75e-07,7.6e-07,1.17e-06,1.995e-06,0.9,4292475419.9921,7969550520.327,0.0024918,0.004169
4.75e-07,7.6e-07,1.17e-06,1.995e-06,1.0,4053794646.5076,8817276024.0486,0.003671,0.0055163
4.75e-07,7.6e-07,1.17e-06,2.09e-06,0.8,4688399071.5095,6842450350.7241,0.0018676,0.002919
4.75e-07,7.6e-07,1.17e-06,2.09e-06,0.9,4285279576.9343,7868792423.5392,0.0025077,0.0041913
4.75e-07,7.6e-07,1.17e-06,2.09e-06,1.0,4053097574.7063,8659627445.5673,0.003699,0.0055909
4.75e-07,7.6e-07,1.235e-06,1.71e-06,0.8,4448497363.5714,7153265631.0199,0.0017133,0.0028356
4.75e-07,7.6e-07,1.235e-06,1.71e-06,0.9,4062966982.0675,8212811860.2333,0.0024649,0.004038
4.75e-07,7.6e-07,1.235e-06,1.71e-06,1.0,3836025972.3826,9806338818.746,0.0035249,0.0051456
4.75e-07,7.6e-07,1.235e-06,1.805e-06,0.8,4682391568.4186,6976381939.8659,0.0017345,0.0028712
4.75e-07,7.6e-07,1.235e-06,1.805e-06,0.9,4261569289.7036,8164140017.5076,0.0024706,0.0041006
4.75e-07,7.6e-07,1.235e-06,1.805e-06,1.0,4015967488.2181,9180803038.3445,0.0035721,0.0052952
4.75e-07,7.6e-07,1.235e-06,1.9e-06,0.8,4641268732.4789,6953187602.4148,0.0017665,0.0029004
4.75e-07,7.6e-07,1.235e-06,1.9e-06,0.9,4230966311.5016,8092781964.7681,0.0024776,0.0041446
4.75e-07,7.6e-07,1.235e-06,1.9e-06,1.0,3992182285.4118,8967291087.3031,0.0035847,0.0054136
4.75e-07,7.6e-07,1.235e-06,1.995e-06,0.8,4613020092.8971,6775116751.3308,0.0018009,0.0029109
4.75e-07,7.6e-07,1.235e-06,1.995e-06,0.9,4211017124.0927,8032422453.1627,0.0024892,0.0041768
4.75e-07,7.6e-07,1.235e-06,1.995e-06,1.0,3977630582.4463,8865878610.1602,0.0035866,0.0055045
4.75e-07,7.6e-07,1.235e-06,2.09e-06,0.8,4603803784.7962,6905948190.062,0.0018491,0.0029193
4.75e-07,7.6e-07,1.235e-06,2.09e-06,0.9,4206794897.8787,8000129509.8757,0.0025056,0.0042006
4.75e-07,7.6e-07,1.235e-06,2.09e-06,1.0,3976974904.9012,8794610872.3038,0.0035828,0.0056004
4.75e-07,7.6e-07,1.3e-06,1.71e-06,0.8,4405642876.6615,7429214587.2167,0.0017488,0.0028176
4.75e-07,7.6e-07,1.3e-06,1.71e-06,0.9,4030717704.4596,8550167392.742,0.002487,0.0038992
4.75e-07,7.6e-07,1.3e-06,1.805e-06,0.8,4604543637.4632,7252265713.0357,0.0017657,0.0028443
4.75e-07,7.6e-07,1.3e-06,1.805e-06,0.9,4199019500.6587,8336508243.4527,0.0024815,0.0040354
4.75e-07,7.6e-07,1.3e-06,1.9e-06,0.8,4580507287.3648,7277409117.8849,0.001783,0.0028748
4.75e-07,7.6e-07,1.3e-06,1.9e-06,0.9,4181758382.6647,8134040232.6307,0.002482,0.004113
4.75e-07,7.6e-07,1.3e-06,1.9e-06,1.0,3953493802.0348,9688845198.0275,0.0035727,0.005282
4.75e-07,7.6e-07,1.3e-06,1.995e-06,0.8,4600586626.8536,8793820716.2447,0.0018032,0.0029082
4.75e-07,7.6e-07,1.3e-06,1.995e-06,0.9,4201097069.6042,8041417705.9397,0.0024918,0.0041627
4.75e-07,7.6e-07,1.3e-06,1.995e-06,1.0,3973690457.7431,9190652735.2118,0.0035844,0.0054377
4.75e-07,7.6e-07,1.3e-06,2.09e-06,0.8,4509932081.2888,6914883164.9234,0.0018323,0.0029299
4.75e-07,7.6e-07,1.3e-06,2.09e-06,0.9,4127950778.6147,7984300104.8609,0.0025114,0.0041993
4.75e-07,7.6e-07,1.3e-06,2.09e-06,1.0,3910172905.8039,9027884177.6464,0.0035707,0.0055549
4.75e-07,7.6e-07,1.365e-06,1.71e-06,0.8,4353276147.4531,9700588330.5654,0.0017679,0.00277
4.75e-07,7.6e-07,1.365e-06,1.805e-06,0.8,4637954076.8491,7726953545.322,0.0017975,0.0028267
4.75e-07,7.6e-07,1.365e-06,1.9e-06,0.8,4604814568.2482,7556974402.4714,0.0018214,0.0028562
4.75e-07,7.6e-07,1.365e-06,1.9e-06,0.9,4205890840.6914,8508605755.6846,0.0025104,0.0040243
4.75e-07,7.6e-07,1.365e-06,1.995e-06,0.8,4530582385.0299,7389658717.3824,0.0018355,0.0028808
4.75e-07,7.6e-07,1.365e-06,1.995e-06,0.9,4146315834.0655,8305081465.9756,0.0025064,0.0041241
4.75e-07,7.6e-07,1.365e-06,2.09e-06,0.8,4516393679.6477,7198023208.792,0.0018511,0.0029116
4.75e-07,7.6e-07,1.365e-06,2.09e-06,0.9,4136799809.0013,8210149191.769,0.002514,0.0041789
4.75e-07,7.6e-07,1.43e-06,1.71e-06,0.8,4336130183.071,8621545823.2151,0.0017513,0.0027089
4.75e-07,7.6e-07,1.43e-06,1.805e-06,0.8,4626001263.1561,8624997491.222,0.0017966,0.0027696
4.75e-07,7.6e-07,1.43e-06,1.9e-06,0.8,4602705280.2777,8418724476.8147,0.0018394,0.0028284
4.75e-07,7.6e-07,1.43e-06,1.995e-06,0.8,4570182055.7357,7681960898.1399,0.0018713,0.0028687
4.75e-07,7.6e-07,1.43e-06,2.09e-06,0.8,4555442154.2917,7307408483.4331,0.0018925,0.0028902
4.75e-07,8e-07,1.17e-06,1.71e-06,0.8,4901257623.1555,6960851725.0648,0.0017183,0.0028762
4.75e-07,8e-07,1.17e-06,1.71e-06,0.9,4423967608.1991,8004084502.2952,0.0024884,0.0041069
4.75e-07,8e-07,1.17e-06,1.71e-06,1.0,4151985243.5352,9018639542.8894,0.0036038,0.0053443
4.75e-07,8e-07,1.17e-06,1.805e-06,0.8,4801266252.3331,6874886419.6888,0.0017562,0.0028949
4.75e-07,8e-07,1.17e-06,1.805e-06,0.9,4352964926.8152,7927484480.7921,0.0024974,0.0041449
4.75e-07,8e-07,1.17e-06,1.805e-06,1.0,4094186669.7562,8960173803.7324,0.0036395,0.0054299
4.75e-07,8e-07,1.17e-06,1.9e-06,0.8,4772203948.3814,6985816500.5086,0.0017993,0.0029035
4.75e-07,8e-07,1.17e-06,1.9e-06,0.9,4337770342.4232,8073934987.8684,0.0025046,0.0041718
4.75e-07,8e-07,1.17e-06,1.9e-06,1.0,4085393445.2042,8956513899.1749,0.0036725,0.0054999
4.75e-07,8e-07,1.17e-06,1.995e-06,0.8,4761455166.1557,6906422350.5424,0.0018518,0.0029146
4.75e-07,8e-07,1.17e-06,1.995e-06,0.9,4336457535.1654,7968239981.0108,0.0025166,0.0041901
4.75e-07,8e-07,1.17e-06,1.995e-06,1.0,4089165984.2227,8876793150.0266,0.0037058,0.0055712
4.75e-07,8e-07,1.17e-06,2.09e-06,0.8,4732767696.0862,6830916064.0729,0.0018893,0.0029294
4.75e-07,8e-07,1.17e-06,2.09e-06,0.9,4319554317.6983,7910974421.4833,0.0025344,0.0042113
4.75e-07,8e-07,1.17e-06,2.09e-06,1.0,4079674307.9064,8696851500.0251,0.0037364,0.0056456
4.75e-07,8e-07,1.235e-06,1.71e-06,0.8,4488472824.9588,7559091831.4234,0.0017322,0.0028449
4.75e-07,8e-07,1.235e-06,1.71e-06,0.9,4091608087.5875,8254815480.976,0.0024778,0.0040657
4.75e-07,8e-07,1.235e-06,1.71e-06,1.0,3858401512.3387,9529185393.3993,0.0035578,0.0051778
4.75e-07,8e-07,1.235e-06,1.805e-06,0.8,4715044837.9147,7014576515.9861,0.0017541,0.0028806
4.75e-07,8e-07,1.235e-06,1.805e-06,0.9,4284509898.1796,8193117526.5398,0.0024872,0.0041222
4.75e-07,8e-07,1.235e-06,1.805e-06,1.0,4032668180.8251,9227455079.3081,0.0035925,0.0053315
4.75e-07,8e-07,1.235e-06,1.9e-06,0.8,4683806138.7178,7004535730.9574,0.0017857,0.0029106
4.75e-07,8e-07,1.235e-06,1.9e-06,0.9,4262941725.2368,8104992478.3181,0.002499,0.004164
4.75e-07,8e-07,1.235e-06,1.9e-06,1.0,4016678427.8416,9065212251.6783,0.0036019,0.005468
4.75e-07,8e-07,1.235e-06,1.995e-06,0.8,4657129542.401,6956557883.7742,0.0018206,0.0029223
4.75e-07,8e-07,1.235e-06,1.995e-06,0.9,4244588914.1879,8066333721.2425,0.0025137,0.0041977
4.75e-07,8e-07,1.235e-06,1.995e-06,1.0,4003212905.4006,8877295623.1931,0.0036052,0.0055686
4.75e-07,8e-07,1.235e-06,2.09e-06,0.8,4592132445.5847,8426490740.3515,0.0018685,0.0029305
4.75e-07,8e-07,1.235e-06,2.09e-06,0.9,4194089845.5525,8021939647.0079,0.0025333,0.0042225
4.75e-07,8e-07,1.235e-06,2.09e-06,1.0,3961094644.116,8843055471.2873,0.0036034,0.0056687
4.75e-07,8e-07,1.3e-06,1.71e-06,0.8,4443242657.8984,7484381328.8776,0.0017702,0.0028274
4.75e-07,8e-07,1.3e-06,1.71e-06,0.9,4059124248.1748,8624065023.5764,0.0024969,0.0039386
4.75e-07,8e-07,1.3e-06,1.805e-06,0.8,4647625702.6656,7298382418.2574,0.0017864,0.0028552
4.75e-07,8e-07,1.3e-06,1.805e-06,0.9,4231815336.669,8398479493.7745,0.0024941,0.0040665
4.75e-07,8e-07,1.3e-06,1.9e-06,0.8,4622022533.8457,7709190902.8862,0.0018026,0.002885
4.75e-07,8e-07,1.3e-06,1.9e-06,0.9,4213228549.2145,8184523226.5354,0.0024989,0.0041366
4.75e-07,8e-07,1.3e-06,1.9e-06,1.0,3977716081.4469,9781747686.9173,0.0035952,0.0053183
4.75e-07,8e-07,1.3e-06,1.995e-06,0.8,4567921267.3726,7109916844.228,0.0018238,0.002918
4.75e-07,8e-07,1.3e-06,1.995e-06,0.9,4170904943.2666,8052398846.6032,0.002514,0.0041815
4.75e-07,8e-07,1.3e-06,1.995e-06,1.0,3942202309.5867,9267866709.1482,0.0035994,0.0054903
4.75e-07,8e-07,1.3e-06,2.09e-06,0.8,4546641580.9477,6907445046.3026,0.0018522,0.0029408
4.75e-07,8e-07,1.3e-06,2.09e-06,0.9,4155207838.1351,7996939969.8123,0.0025386,0.0042191
4.75e-07,8e-07,1.3e-06,2.09e-06,1.0,3930834639.1968,9091745710.8138,0.0035872,0.0056204
4.75e-07,8e-07,1.365e-06,1.71e-06,0.8,4386412035.5299,7755368832.3581,0.0017917,0.0027814
4.75e-07,8e-07,1.365e-06,1.71e-06,0.9,4015894798.3855,9024443253.2895,0.0025368,0.0037916
4.75e-07,8e-07,1.365e-06,1.805e-06,0.8,4668986431.6887,7565796103.0701,0.0018211,0.0028375
4.75e-07,8e-07,1.365e-06,1.805e-06,0.9,4253994655.1898,8803470589.4376,0.0025317,0.0039209
4.75e-07,8e-07,1.365e-06,1.9e-06,0.8,4641804566.4529,7390833372.344,0.0018443,0.0028676
4.75e-07,8e-07,1.365e-06,1.9e-06,0.9,4233431357.6787,8551209451.0248,0.0025242,0.0040565
4.75e-07,8e-07,1.365e-06,1.995e-06,0.8,4558950027.3049,7218654027.3963,0.0018583,0.0028918
4.75e-07,8e-07,1.365e-06,1.995e-06,0.9,4166847687.7382,8369082448.7188,0.0025243,0.0041492
4.75e-07,8e-07,1.365e-06,1.995e-06,1.0,3947138282.6376,9773576323.0849,0.0035849,0.0053156
4.75e-07,8e-07,1.365e-06,2.09e-06,0.8,4546376316.2139,7241430787.9776,0.0018724,0.0029216
4.75e-07,8e-07,1.365e-06,2.09e-06,0.9,4158488735.1515,8216266838.5846,0.0025364,0.0041986
4.75e-07,8e-07,1.365e-06,2.09e-06,1.0,3942480750.6862,9550373607.9796,0.0036192,0.0054943
4.75e-07,8e-07,1.43e-06,1.71e-06,0.8,4364404724.7482,8753297215.5621,0.001773,0.002723
4.75e-07,8e-07,1.43e-06,1.805e-06,0.8,4648422021.6154,9421381057.5104,0.0018192,0.0027824
4.75e-07,8e-07,1.43e-06,1.9e-06,0.8,4625034879.0902,7893766882.6909,0.0018631,0.0028396
4.75e-07,8e-07,1.43e-06,1.995e-06,0.8,4603908994.8198,8097111234.0086,0.001897,0.00288
4.75e-07,8e-07,1.43e-06,2.09e-06,0.8,4578032103.4932,7339088873.4132,0.0019164,0.0029016
4.75e-07,8e-07,1.43e-06,2.09e-06,0.9,4191345979.9272,8578250957.9526,0.0025595,0.0041576
4.75e-07,8.4e-07,1.17e-06,1.71e-06,0.8,4949932322.6401,6979064876.2014,0.0017386,0.0028848
4.75e-07,8.4e-07,1.17e-06,1.71e-06,0.9,4453242198.9744,8044111429.6208,0.0025022,0.0041243
4.75e-07,8.4e-07,1.17e-06,1.71e-06,1.0,4174945234.2642,9010483453.829,0.0036285,0.0053868
4.75e-07,8.4e-07,1.17e-06,1.805e-06,0.8,4783399566.9065,6888158959.7172,0.0017767,0.0029053
4.75e-07,8.4e-07,1.17e-06,1.805e-06,0.9,4330997990.0493,7960686865.8981,0.0025145,0.0041635
4.75e-07,8.4e-07,1.17e-06,1.805e-06,1.0,4071858952.4274,8778919675.7345,0.0036657,0.0054852
4.75e-07,8.4e-07,1.17e-06,1.9e-06,0.8,4751673793.3614,6994671138.8335,0.0018212,0.0029144
4.75e-07,8.4e-07,1.17e-06,1.9e-06,0.9,4315636892.8461,8104357095.9452,0.0025246,0.004193
4.75e-07,8.4e-07,1.17e-06,1.9e-06,1.0,4062592474.7135,8742932634.6257,0.0037012,0.0055599
4.75e-07,8.4e-07,1.17e-06,1.995e-06,0.8,4730526972.3001,6910210007.1946,0.0018738,0.0029256
4.75e-07,8.4e-07,1.17e-06,1.995e-06,0.9,4306878264.4732,7997486949.4251,0.0025401,0.0042119
