vcdl_n_width,vcdl_p_width,tc_n_width,tc_p_width,vdd,fmin,fmax,pmin,pmax
5e-07,8e-07,1.17e-06,2.09e-06,0.8,4859331227.639,7078313841.984,0.0018302,0.0029286
5e-07,8e-07,1.17e-06,2.09e-06,0.9,4432352890.9286,8184035178.2674,0.0026757,0.0041869
5e-07,8e-07,1.17e-06,2.09e-06,1.0,4194288354.2639,9095252820.9559,0.0039035,0.0054672
5e-07,8e-07,1.235e-06,1.71e-06,0.8,4637115598.2082,7202991791.8949,0.001703,0.002853
5e-07,8e-07,1.235e-06,1.71e-06,0.9,4214832557.7268,8194611914.9655,0.0025934,0.0039933
5e-07,8e-07,1.235e-06,1.71e-06,1.0,3968588119.7833,9818334422.3597,0.0035295,0.0051387
5e-07,8e-07,1.235e-06,1.805e-06,0.8,4757367675.3684,7001570887.5614,0.0017191,0.0028863
5e-07,8e-07,1.235e-06,1.805e-06,0.9,4320110461.658,8095663192.2013,0.0026034,0.0040695
5e-07,8e-07,1.235e-06,1.805e-06,1.0,4066264456.4745,9500532851.0577,0.0036492,0.0052644
5e-07,8e-07,1.235e-06,1.9e-06,0.8,4779846166.1933,7119710405.0342,0.0017417,0.0029091
5e-07,8e-07,1.235e-06,1.9e-06,0.9,4344240695.6218,8274350277.1648,0.0026111,0.0041297
5e-07,8e-07,1.235e-06,1.9e-06,1.0,4092282560.379,9082063253.4954,0.0037245,0.0053587
5e-07,8e-07,1.235e-06,1.995e-06,0.8,4735581569.404,7044286694.5731,0.0017712,0.0029178
5e-07,8e-07,1.235e-06,1.995e-06,0.9,4312428665.5963,8191792442.049,0.0026167,0.0041683
5e-07,8e-07,1.235e-06,1.995e-06,1.0,4069194218.7483,8988221038.0113,0.0037674,0.0054182
5e-07,8e-07,1.235e-06,2.09e-06,0.8,4702441459.1944,6972012070.2798,0.0018093,0.0029272
5e-07,8e-07,1.235e-06,2.09e-06,0.9,4290092156.8351,8106040142.6409,0.0026191,0.0041925
5e-07,8e-07,1.235e-06,2.09e-06,1.0,4054094607.3388,8973892661.2042,0.003802,0.0054775
5e-07,8e-07,1.3e-06,1.71e-06,0.8,4511747705.8046,7474061658.8961,0.0017368,0.0028363
5e-07,8e-07,1.3e-06,1.71e-06,0.9,4114849199.3528,8562648135.2533,0.0026018,0.0038443
5e-07,8e-07,1.3e-06,1.805e-06,0.8,4709094687.7995,7282815879.5368,0.0017537,0.002862
5e-07,8e-07,1.3e-06,1.805e-06,0.9,4282059201.0084,8333527802.1609,0.0026005,0.0039836
5e-07,8e-07,1.3e-06,1.9e-06,0.8,4692537871.8782,7134113274.4754,0.0017704,0.0028925
5e-07,8e-07,1.3e-06,1.9e-06,0.9,4271459607.9296,8380060960.5746,0.0025981,0.0040776
5e-07,8e-07,1.3e-06,1.9e-06,1.0,4029739692.6536,9626885041.6844,0.0036313,0.0052524
5e-07,8e-07,1.3e-06,1.995e-06,0.8,4625108192.3231,7078665426.5301,0.0017879,0.0029219
5e-07,8e-07,1.3e-06,1.995e-06,0.9,4218996949.4407,8212976582.5995,0.002598,0.0041458
5e-07,8e-07,1.3e-06,1.995e-06,1.0,3986326013.2985,9353268285.5173,0.0037148,0.0053819
5e-07,8e-07,1.3e-06,2.09e-06,0.8,4637195620.3314,7062747179.8115,0.0018105,0.0029375
5e-07,8e-07,1.3e-06,2.09e-06,0.9,4232255527.0119,8180531502.0974,0.0025995,0.0041944
5e-07,8e-07,1.3e-06,2.09e-06,1.0,4001447319.6347,9000901151.3858,0.0037472,0.0054645
5e-07,8e-07,1.365e-06,1.71e-06,0.8,4451308547.0246,7748894247.8808,0.0017507,0.0028032
5e-07,8e-07,1.365e-06,1.71e-06,0.9,4067712907.3384,8970299174.9588,0.0026109,0.0037172
5e-07,8e-07,1.365e-06,1.805e-06,0.8,4702898976.5067,7555942287.5793,0.0017776,0.0028509
5e-07,8e-07,1.365e-06,1.805e-06,0.9,4279766522.9993,8733851020.823,0.0026242,0.0038251
5e-07,8e-07,1.365e-06,1.9e-06,0.8,4667141672.1132,7378076862.7879,0.0018031,0.002874
5e-07,8e-07,1.365e-06,1.9e-06,0.9,4252901880.1487,8493346282.4792,0.00262,0.0039696
5e-07,8e-07,1.365e-06,1.995e-06,0.8,4653777143.6186,7201399755.9678,0.0018229,0.0029003
5e-07,8e-07,1.365e-06,1.995e-06,0.9,4244225101.8615,8279692962.5034,0.0026097,0.0040847
5e-07,8e-07,1.365e-06,1.995e-06,1.0,4015249007.6616,9938709859.174,0.0035955,0.0052567
5e-07,8e-07,1.365e-06,2.09e-06,0.8,4574231292.0424,7406306129.1589,0.0018413,0.0029301
5e-07,8e-07,1.365e-06,2.09e-06,0.9,4180923738.6817,8146215131.7601,0.0026024,0.0041618
5e-07,8e-07,1.365e-06,2.09e-06,1.0,3960808326.3004,9624711989.7528,0.0037012,0.0053909
5e-07,8e-07,1.43e-06,1.71e-06,0.8,4406594834.5128,8763622096.3959,0.0017381,0.0027399
5e-07,8e-07,1.43e-06,1.805e-06,0.8,4694620634.1406,8488866236.9111,0.0017739,0.002804
5e-07,8e-07,1.43e-06,1.9e-06,0.8,4669255077.336,8291358807.1038,0.0018108,0.0028613
5e-07,8e-07,1.43e-06,1.995e-06,0.8,4649513119.2234,8057409435.3566,0.0018456,0.0028886
5e-07,8e-07,1.43e-06,2.09e-06,0.8,4622137858.7099,7318378054.9518,0.0018752,0.0029101
5e-07,8e-07,1.43e-06,2.09e-06,0.9,4225684668.2955,8497333778.7549,0.0026322,0.0040891
5e-07,8.4e-07,1.17e-06,1.71e-06,0.8,4992693967.0071,7078898847.4842,0.0016967,0.0028885
5e-07,8.4e-07,1.17e-06,1.71e-06,0.9,4488786623.8473,8176942215.7443,0.0026404,0.0040942
5e-07,8.4e-07,1.17e-06,1.71e-06,1.0,4210329621.0986,9053808879.2832,0.0037048,0.0053081
5e-07,8.4e-07,1.17e-06,1.805e-06,0.8,4890241179.0653,6971210801.9923,0.0017245,0.0029021
5e-07,8.4e-07,1.17e-06,1.805e-06,0.9,4420868219.0192,8335344671.7692,0.0026613,0.004135
5e-07,8.4e-07,1.17e-06,1.805e-06,1.0,4157412235.0605,9142807103.8357,0.0037746,0.0053661
5e-07,8.4e-07,1.17e-06,1.9e-06,0.8,4902478666.3271,7068302185.3623,0.001761,0.0029109
5e-07,8.4e-07,1.17e-06,1.9e-06,0.9,4443961050.9631,8176020007.9139,0.0026766,0.004163
5e-07,8.4e-07,1.17e-06,1.9e-06,1.0,4184648821.2674,8978886857.6532,0.0038324,0.0054087
5e-07,8.4e-07,1.17e-06,1.995e-06,0.8,4847287647.5722,6968405133.0912,0.0018025,0.0029235
5e-07,8.4e-07,1.17e-06,1.995e-06,0.9,4409389589.9465,8319953366.7515,0.0026903,0.0041818
5e-07,8.4e-07,1.17e-06,1.995e-06,1.0,4161827976.1148,9212929260.8242,0.003889,0.0054569
5e-07,8.4e-07,1.17e-06,2.09e-06,0.8,4910661415.9679,7069266053.6775,0.0018499,0.002939
5e-07,8.4e-07,1.17e-06,2.09e-06,0.9,4472262873.3854,8216836805.6553,0.0027037,0.0042058
5e-07,8.4e-07,1.17e-06,2.09e-06,1.0,4226620998.1438,9145208549.8307,0.0039447,0.00551
5e-07,8.4e-07,1.235e-06,1.71e-06,0.8,4685727272.598,7355865938.6945,0.0017211,0.0028633
5e-07,8.4e-07,1.235e-06,1.71e-06,0.9,4248884803.2685,8266112027.909,0.002605,0.0040338
5e-07,8.4e-07,1.235e-06,1.71e-06,1.0,3995886301.8539,9535221402.9679,0.0035867,0.0051676
5e-07,8.4e-07,1.235e-06,1.805e-06,0.8,4809313380.2459,7032283509.6733,0.0017368,0.0028961
5e-07,8.4e-07,1.235e-06,1.805e-06,0.9,4357823634.2855,8136878502.6185,0.0026169,0.0041043
5e-07,8.4e-07,1.235e-06,1.805e-06,1.0,4096379728.3734,9259106369.4807,0.0036922,0.0052932
5e-07,8.4e-07,1.235e-06,1.9e-06,0.8,4743052446.1233,7126731650.8297,0.0017612,0.0029207
5e-07,8.4e-07,1.235e-06,1.9e-06,0.9,4309965142.957,8304428500.2866,0.0026269,0.004155
5e-07,8.4e-07,1.235e-06,1.9e-06,1.0,4058414156.8368,9167382304.5733,0.0037554,0.0054019
5e-07,8.4e-07,1.235e-06,1.995e-06,0.8,4786674288.7715,7047769858.0861,0.0017906,0.0029296
5e-07,8.4e-07,1.235e-06,1.995e-06,0.9,4351627176.0069,8219667231.6202,0.002635,0.004192
5e-07,8.4e-07,1.235e-06,1.995e-06,1.0,4100027697.3286,9050560370.7926,0.0037969,0.0054645
5e-07,8.4e-07,1.235e-06,2.09e-06,0.8,4746352822.4107,6970565874.8542,0.0018292,0.0029381
5e-07,8.4e-07,1.235e-06,2.09e-06,0.9,4323751029.8811,8136406394.7036,0.0026402,0.0042158
5e-07,8.4e-07,1.235e-06,2.09e-06,1.0,4079968172.3663,9030833188.2855,0.0038335,0.0055274
5e-07,8.4e-07,1.3e-06,1.71e-06,0.8,4554581165.2342,7546571407.6777,0.0017575,0.0028478
5e-07,8.4e-07,1.3e-06,1.71e-06,0.9,4146636514.7728,8638863323.4974,0.0026097,0.0038869
5e-07,8.4e-07,1.3e-06,1.805e-06,0.8,4763179606.9114,7337560879.3906,0.001774,0.0028732
5e-07,8.4e-07,1.3e-06,1.805e-06,0.9,4323134706.9832,8390952149.0285,0.0026095,0.0040243
5e-07,8.4e-07,1.3e-06,1.9e-06,0.8,4740685929.1287,7141679835.2243,0.0017904,0.0029033
5e-07,8.4e-07,1.3e-06,1.9e-06,0.9,4308191571.2584,8300141882.3209,0.00261,0.0041135
5e-07,8.4e-07,1.3e-06,1.9e-06,1.0,4058131780.3628,9751693195.501,0.0036769,0.0052849
5e-07,8.4e-07,1.3e-06,1.995e-06,0.8,4728070252.8943,7118308132.6432,0.0018079,0.0029326
5e-07,8.4e-07,1.3e-06,1.995e-06,0.9,4301229768.8208,8247647213.926,0.0026122,0.0041734
5e-07,8.4e-07,1.3e-06,1.995e-06,1.0,4055498324.5919,9490013301.7022,0.0037444,0.0054163
5e-07,8.4e-07,1.3e-06,2.09e-06,0.8,4670472127.9387,7015509106.728,0.0018306,0.0029493
5e-07,8.4e-07,1.3e-06,2.09e-06,0.9,4256718325.2697,8214305462.4858,0.0026169,0.004216
5e-07,8.4e-07,1.3e-06,2.09e-06,1.0,4018716659.3881,9048509560.5669,0.0037683,0.0055135
5e-07,8.4e-07,1.365e-06,1.71e-06,0.8,4488805242.4685,7808833952.8876,0.0017728,0.0028154
5e-07,8.4e-07,1.365e-06,1.71e-06,0.9,4096080326.6929,9049695303.6661,0.0026248,0.0037527
5e-07,8.4e-07,1.365e-06,1.805e-06,0.8,4753590064.4105,7608585314.1495,0.0018003,0.0028623
5e-07,8.4e-07,1.365e-06,1.805e-06,0.9,4318269081.1387,8809362479.4093,0.0026335,0.0038645
5e-07,8.4e-07,1.365e-06,1.9e-06,0.8,4710809051.6582,7415626579.5503,0.0018263,0.0028862
5e-07,8.4e-07,1.365e-06,1.9e-06,0.9,4285834378.8326,8566931995.7608,0.002629,0.0040081
5e-07,8.4e-07,1.365e-06,1.995e-06,0.8,4696167626.988,7241710717.9114,0.0018451,0.0029115
5e-07,8.4e-07,1.365e-06,1.995e-06,0.9,4276395335.0746,8345259545.8188,0.002621,0.0041212
5e-07,8.4e-07,1.365e-06,2.09e-06,0.8,4613761521.4978,7258031237.1673,0.0018627,0.0029409
5e-07,8.4e-07,1.365e-06,2.09e-06,0.9,4210434994.6379,8167603280.2707,0.0026164,0.0041914
5e-07,8.4e-07,1.365e-06,2.09e-06,1.0,3983332833.0884,9699944327.6932,0.0037311,0.0054248
5e-07,8.4e-07,1.43e-06,1.71e-06,0.8,4439649829.4754,8642896043.0417,0.0017576,0.0027543
5e-07,8.4e-07,1.43e-06,1.805e-06,0.8,4740058194.8504,8410965074.2789,0.0017951,0.0028164
5e-07,8.4e-07,1.43e-06,1.9e-06,0.8,4696673335.4301,7711024943.2008,0.0018348,0.0028735
5e-07,8.4e-07,1.43e-06,1.9e-06,0.9,4278678423.0908,9023832464.6765,0.0026553,0.0038566
5e-07,8.4e-07,1.43e-06,1.995e-06,0.8,4624702490.3384,7532251003.3632,0.0018704,0.0029011
5e-07,8.4e-07,1.43e-06,1.995e-06,0.9,4221508312.0493,8773825979.4785,0.0026556,0.0039906
5e-07,8.4e-07,1.43e-06,2.09e-06,0.8,4583035992.8756,7359557702.4249,0.0018995,0.0029221
5e-07,8.4e-07,1.43e-06,2.09e-06,0.9,4189164827.3862,8552434501.6354,0.0026441,0.0041261
5e-07,8.8e-07,1.17e-06,1.71e-06,0.8,5049876352.967,7100309623.2523,0.0017149,0.0028985
5e-07,8.8e-07,1.17e-06,1.71e-06,0.9,4521188314.8491,8239859400.5848,0.0026557,0.0041211
5e-07,8.8e-07,1.17e-06,1.71e-06,1.0,4236599650.2629,9051525333.0912,0.0037433,0.0053426
5e-07,8.8e-07,1.17e-06,1.805e-06,0.8,4930728319.462,6987283222.8955,0.0017432,0.0029134
5e-07,8.8e-07,1.17e-06,1.805e-06,0.9,4444396442.0996,8319535041.6395,0.0026774,0.0041607
5e-07,8.8e-07,1.17e-06,1.805e-06,1.0,4175360879.0431,9203105899.7722,0.0038086,0.0054071
5e-07,8.8e-07,1.17e-06,1.9e-06,0.8,4958190990.4076,7078956625.5323,0.0017819,0.0029225
5e-07,8.8e-07,1.17e-06,1.9e-06,0.9,4482571602.6352,8222093058.1049,0.002697,0.0041843
5e-07,8.8e-07,1.17e-06,1.9e-06,1.0,4216312430.1323,9031870596.8454,0.0038681,0.0054528
5e-07,8.8e-07,1.17e-06,1.995e-06,0.8,4897145017.3346,6973836839.6738,0.001823,0.0029342
5e-07,8.8e-07,1.17e-06,1.995e-06,0.9,4445676314.3395,8102174102.5144,0.0027125,0.0042034
5e-07,8.8e-07,1.17e-06,2.09e-06,0.8,4950784667.4187,7069074034.9284,0.0018715,0.0029494
5e-07,8.8e-07,1.17e-06,2.09e-06,0.9,4502450414.945,8215634044.9872,0.0027298,0.004226
5e-07,8.8e-07,1.17e-06,2.09e-06,1.0,4250329519.031,9042758226.1456,0.0039866,0.0055561
5e-07,8.8e-07,1.235e-06,1.71e-06,0.8,4695970467.411,7302206059.2958,0.0017387,0.0028732
5e-07,8.8e-07,1.235e-06,1.71e-06,0.9,4249881494.6653,8360066575.0208,0.0026149,0.0040689
5e-07,8.8e-07,1.235e-06,1.71e-06,1.0,3994006805.2784,9704346799.1928,0.0036418,0.0051958
5e-07,8.8e-07,1.235e-06,1.805e-06,0.8,4847918661.5979,7803729299.231,0.0017562,0.0029059
5e-07,8.8e-07,1.235e-06,1.805e-06,0.9,4383697529.3977,8188312366.4644,0.0026287,0.0041349
5e-07,8.8e-07,1.235e-06,1.805e-06,1.0,4116047921.1218,9417887470.8584,0.0037302,0.0053222
5e-07,8.8e-07,1.235e-06,1.9e-06,0.8,4789949044.2492,7144728762.4363,0.0017807,0.0029317
5e-07,8.8e-07,1.235e-06,1.9e-06,0.9,4344083236.0301,8110905382.2627,0.0026408,0.0041814
5e-07,8.8e-07,1.235e-06,1.9e-06,1.0,4085313874.1636,9200467711.3239,0.0037841,0.0054425
5e-07,8.8e-07,1.235e-06,1.995e-06,0.8,4750104252.8995,7060906417.6578,0.0018109,0.0029413
5e-07,8.8e-07,1.235e-06,1.995e-06,0.9,4317942274.7617,8191422645.5874,0.0026503,0.004214
5e-07,8.8e-07,1.235e-06,1.995e-06,1.0,4066345311.6641,9142343738.4607,0.0038249,0.0055143
5e-07,8.8e-07,1.235e-06,2.09e-06,0.8,4799410273.5326,6979323522.1709,0.0018506,0.0029497
5e-07,8.8e-07,1.235e-06,2.09e-06,0.9,4364672242.2996,8175032345.2382,0.0026583,0.0042376
5e-07,8.8e-07,1.235e-06,2.09e-06,1.0,4112786249.3255,9094319277.253,0.0038641,0.0055811
5e-07,8.8e-07,1.3e-06,1.71e-06,0.8,4600986632.1612,7392836968.3558,0.0017777,0.0028589
5e-07,8.8e-07,1.3e-06,1.71e-06,0.9,4180358722.4523,8738140280.6777,0.0026155,0.0039319
5e-07,8.8e-07,1.3e-06,1.805e-06,0.8,4817925077.6861,7390601544.659,0.0017939,0.0028842
5e-07,8.8e-07,1.3e-06,1.805e-06,0.9,4363889163.8942,8483169963.8924,0.0026165,0.0040642
5e-07,8.8e-07,1.3e-06,1.9e-06,0.8,4716514297.6753,7175573416.6745,0.0018094,0.0029133
5e-07,8.8e-07,1.3e-06,1.9e-06,0.9,4284613644.4392,8341448188.8303,0.00262,0.0041477
5e-07,8.8e-07,1.3e-06,1.9e-06,1.0,4033522192.6305,9521165299.0098,0.0037174,0.0053149
5e-07,8.8e-07,1.3e-06,1.995e-06,0.8,4682915753.6468,7173568062.951,0.0018277,0.0029431
5e-07,8.8e-07,1.3e-06,1.995e-06,0.9,4260289174.34,8299802773.5053,0.0026253,0.0042012
5e-07,8.8e-07,1.3e-06,1.995e-06,1.0,4014955962.636,9604144585.4603,0.0037685,0.0054574
5e-07,8.8e-07,1.3e-06,2.09e-06,0.8,4716392410.6184,7027736518.1261,0.0018503,0.002961
5e-07,8.8e-07,1.3e-06,2.09e-06,0.9,4291575484.3039,8247666012.9486,0.0026333,0.0042375
5e-07,8.8e-07,1.3e-06,2.09e-06,1.0,4045728375.8559,9119471271.5253,0.0037868,0.0055698
5e-07,8.8e-07,1.365e-06,1.71e-06,0.8,4471686814.5538,7892244077.2698,0.0017957,0.0028273
5e-07,8.8e-07,1.365e-06,1.71e-06,0.9,4078735179.4457,9159088397.7161,0.0026351,0.0037973
5e-07,8.8e-07,1.365e-06,1.805e-06,0.8,4725406649.327,7685890337.1917,0.0018235,0.0028738
5e-07,8.8e-07,1.365e-06,1.805e-06,0.9,4291664084.8606,8908642243.6886,0.0026402,0.0039122
5e-07,8.8e-07,1.365e-06,1.9e-06,0.8,4761141172.2572,7490281533.2277,0.0018487,0.0028974
5e-07,8.8e-07,1.365e-06,1.9e-06,0.9,4324082381.1852,8650934116.618,0.0026363,0.0040511
5e-07,8.8e-07,1.365e-06,1.995e-06,0.8,4666137080.85,7292671920.7498,0.0018668,0.0029228
5e-07,8.8e-07,1.365e-06,1.995e-06,0.9,4248448509.7122,8402811410.7896,0.0026307,0.0041576
5e-07,8.8e-07,1.365e-06,1.995e-06,1.0,4010174478.9636,9808971264.8878,0.0036872,0.005322
5e-07,8.8e-07,1.365e-06,2.09e-06,0.8,4654255219.9502,7100272389.9675,0.001883,0.0029515
5e-07,8.8e-07,1.365e-06,2.09e-06,0.9,4240875973.169,8198465226.9316,0.0026293,0.0042193
5e-07,8.8e-07,1.365e-06,2.09e-06,1.0,4006612830.4043,9875088612.0267,0.0037581,0.0054618
5e-07,8.8e-07,1.43e-06,1.71e-06,0.8,4470138179.3555,8531429341.9463,0.0017783,0.0027686
5e-07,8.8e-07,1.43e-06,1.805e-06,0.8,4774855082.9786,7993359068.968,0.0018181,0.002829
5e-07,8.8e-07,1.43e-06,1.805e-06,0.9,4337460855.1009,9384254865.472,0.002645,0.0037938
5e-07,8.8e-07,1.43e-06,1.9e-06,0.8,4737787724.0818,8722684293.8129,0.0018588,0.0028848
5e-07,8.8e-07,1.43e-06,1.9e-06,0.9,4309282755.2126,9082021881.2537,0.0026658,0.0039018
5e-07,8.8e-07,1.43e-06,1.995e-06,0.8,4653659541.652,7595066663.7744,0.0018954,0.0029134
5e-07,8.8e-07,1.43e-06,1.995e-06,0.9,4242249299.7721,8588216039.6872,0.0026648,0.0040351
5e-07,8.8e-07,1.43e-06,2.09e-06,0.8,4618491908.8357,9260466424.3087,0.0019226,0.0029339
5e-07,8.8e-07,1.43e-06,2.09e-06,0.9,4215332782.3838,8625438489.6828,0.0026552,0.0041634
5.25e-07,7.2e-07,1.17e-06,1.71e-06,0.8,4830659484.6291,7020998253.1803,0.0016324,0.002848
5.25e-07,7.2e-07,1.17e-06,1.71e-06,0.9,4384034101.4378,8219803664.8669,0.00267,0.0038958
5.25e-07,7.2e-07,1.17e-06,1.71e-06,1.0,4129732699.1994,9372305208.3981,0.0034774,0.0051486
5.25e-07,7.2e-07,1.17e-06,1.805e-06,0.8,4908558391.3909,7124845800.2957,0.0016505,0.0028576
5.25e-07,7.2e-07,1.17e-06,1.805e-06,0.9,4457628253.3361,8169804671.8203,0.0026975,0.0039516
5.25e-07,7.2e-07,1.17e-06,1.805e-06,1.0,4203531424.0714,9311260660.0219,0.00362,0.0051886
5.25e-07,7.2e-07,1.17e-06,1.9e-06,0.8,4888365184.6943,7024656971.1289,0.0016753,0.0028709
5.25e-07,7.2e-07,1.17e-06,1.9e-06,0.9,4449575042.5975,8286076628.8933,0.0027224,0.0040087
5.25e-07,7.2e-07,1.17e-06,1.9e-06,1.0,4206665660.2788,9152512927.0192,0.0037539,0.0052274
5.25e-07,7.2e-07,1.17e-06,1.995e-06,0.8,4843290770.0131,7132360268.9175,0.0017065,0.0028876
5.25e-07,7.2e-07,1.17e-06,1.995e-06,0.9,4420723789.1811,8178540967.1281,0.0027427,0.0040647
5.25e-07,7.2e-07,1.17e-06,1.995e-06,1.0,4191646307.2906,9021605429.0529,0.0038609,0.0052697
5.25e-07,7.2e-07,1.17e-06,2.09e-06,0.8,4808951140.8143,7044403749.5007,0.0017479,0.0029063
5.25e-07,7.2e-07,1.17e-06,2.09e-06,0.9,4401246496.404,8309502525.7789,0.0027604,0.0041147
5.25e-07,7.2e-07,1.17e-06,2.09e-06,1.0,4185853755.2665,9086556024.8367,0.0039403,0.0053181
5.25e-07,7.2e-07,1.235e-06,1.71e-06,0.8,4607751777.6456,7534032409.4419,0.0016561,0.0028331
5.25e-07,7.2e-07,1.235e-06,1.71e-06,0.9,4199945546.1732,8354457308.4312,0.0026519,0.0038322
5.25e-07,7.2e-07,1.235e-06,1.71e-06,1.0,3963076225.8174,9642401684.0323,0.003336,0.0050609
5.25e-07,7.2e-07,1.235e-06,1.805e-06,0.8,4741259820.106,7162558381.9436,0.0016675,0.0028618
5.25e-07,7.2e-07,1.235e-06,1.805e-06,0.9,4316248886.5289,8165169248.6692,0.0026697,0.0038986
5.25e-07,7.2e-07,1.235e-06,1.805e-06,1.0,4072355438.6847,9110839322.9916,0.003462,0.0051645
5.25e-07,7.2e-07,1.235e-06,1.9e-06,0.8,4710971082.288,7513986512.6925,0.0016827,0.0028752
5.25e-07,7.2e-07,1.235e-06,1.9e-06,0.9,4296044782.2209,8138899334.5565,0.0026863,0.0039636
5.25e-07,7.2e-07,1.235e-06,1.9e-06,1.0,4061365950.1094,9125532516.4575,0.0036045,0.0052179
5.25e-07,7.2e-07,1.235e-06,1.995e-06,0.8,4694796233.0093,7001935181.5481,0.0017029,0.0028852
5.25e-07,7.2e-07,1.235e-06,1.995e-06,0.9,4288193270.5146,8274576171.5073,0.0027013,0.0040258
5.25e-07,7.2e-07,1.235e-06,1.995e-06,1.0,4061327241.6222,9147443439.7538,0.0037362,0.0052598
5.25e-07,7.2e-07,1.235e-06,2.09e-06,0.8,4731548631.5411,6924938651.7444,0.0017292,0.0028995
5.25e-07,7.2e-07,1.235e-06,2.09e-06,0.9,4324296753.9071,8218443841.4788,0.0027112,0.0040832
5.25e-07,7.2e-07,1.235e-06,2.09e-06,1.0,4101871574.4146,9020580645.1283,0.0038264,0.0053026
5.25e-07,7.2e-07,1.3e-06,1.71e-06,0.8,4502983220.2014,7612538996.3998,0.0016834,0.0028127
5.25e-07,7.2e-07,1.3e-06,1.71e-06,0.9,4113632527.3521,8715392203.214,0.002644,0.003726
5.25e-07,7.2e-07,1.3e-06,1.805e-06,0.8,4739064141.2469,7427196902.9023,0.0016943,0.00284
5.25e-07,7.2e-07,1.3e-06,1.805e-06,0.9,4313283155.7559,8469498565.2309,0.0026656,0.0038302
5.25e-07,7.2e-07,1.3e-06,1.9e-06,0.8,4689572302.3845,7225053133.8993,0.0017066,0.0028701
5.25e-07,7.2e-07,1.3e-06,1.9e-06,0.9,4276084007.2724,8378300729.3989,0.0026744,0.0039043
5.25e-07,7.2e-07,1.3e-06,1.9e-06,1.0,4043288048.1812,9464700663.444,0.0034471,0.0051639
5.25e-07,7.2e-07,1.3e-06,1.995e-06,0.8,4682605080.1526,7041075524.0725,0.0017215,0.0028931
5.25e-07,7.2e-07,1.3e-06,1.995e-06,0.9,4274444920.4945,8327091097.9712,0.0026789,0.0039767
5.25e-07,7.2e-07,1.3e-06,1.995e-06,1.0,4047325069.8906,9250844017.898,0.0035909,0.005246
5.25e-07,7.2e-07,1.3e-06,2.09e-06,0.8,4601873811.6391,6997063145.5865,0.0017403,0.0029039
5.25e-07,7.2e-07,1.3e-06,2.09e-06,0.9,4211416110.554,8283693253.7909,0.0026818,0.004046
5.25e-07,7.2e-07,1.3e-06,2.09e-06,1.0,3995829529.0652,9182632693.4353,0.003724,0.0052954
5.25e-07,7.2e-07,1.365e-06,1.71e-06,0.8,4474351097.0452,8250280990.396,0.0017,0.0027892
5.25e-07,7.2e-07,1.365e-06,1.805e-06,0.8,4662540868.622,8118790242.4473,0.0017145,0.0028259
5.25e-07,7.2e-07,1.365e-06,1.9e-06,0.8,4633382540.8063,7515875625.7066,0.0017303,0.0028494
5.25e-07,7.2e-07,1.365e-06,1.9e-06,0.9,4230472651.5341,8668137935.2099,0.0026813,0.003828
5.25e-07,7.2e-07,1.365e-06,1.995e-06,0.8,4607529006.3368,9463624000.2457,0.0017471,0.0028778
5.25e-07,7.2e-07,1.365e-06,1.995e-06,0.9,4212615885.493,8444722766.0375,0.0026845,0.0039132
5.25e-07,7.2e-07,1.365e-06,2.09e-06,0.8,4582891988.2689,7144799517.9033,0.0017646,0.0029059
5.25e-07,7.2e-07,1.365e-06,2.09e-06,0.9,4195614522.6303,8271834001.5705,0.002679,0.0039911
5.25e-07,7.2e-07,1.43e-06,1.71e-06,0.8,4422871280.898,8810663336.5003,0.0017018,0.0027235
5.25e-07,7.2e-07,1.43e-06,1.805e-06,0.8,4678305523.7562,8537301967.8671,0.0017207,0.0027909
5.25e-07,7.2e-07,1.43e-06,1.9e-06,0.8,4635783100.7237,8300817243.0463,0.0017414,0.002839
5.25e-07,7.2e-07,1.43e-06,1.995e-06,0.8,4607868976.5355,8111982542.0427,0.001763,0.0028614
5.25e-07,7.2e-07,1.43e-06,2.09e-06,0.8,4551698963.8384,7949808502.26,0.0017864,0.0028869
5.25e-07,7.6e-07,1.17e-06,1.71e-06,0.8,4905019799.489,7204742601.9868,0.0016497,0.0028604
5.25e-07,7.6e-07,1.17e-06,1.71e-06,0.9,4438464459.5057,8240005896.6321,0.0026958,0.0039316
5.25e-07,7.6e-07,1.17e-06,1.71e-06,1.0,4174878255.1626,9128533762.1836,0.0035323,0.0051825
5.25e-07,7.6e-07,1.17e-06,1.805e-06,0.8,4876112684.7722,7101141506.5213,0.0016674,0.002869
5.25e-07,7.6e-07,1.17e-06,1.805e-06,0.9,4425847952.3607,8384805433.4609,0.0027261,0.0039884
5.25e-07,7.6e-07,1.17e-06,1.805e-06,1.0,4172384679.7621,9352259450.156,0.0036726,0.0052231
5.25e-07,7.6e-07,1.17e-06,1.9e-06,0.8,4933495164.8676,7197005704.4207,0.0016916,0.0028815
5.25e-07,7.6e-07,1.17e-06,1.9e-06,0.9,4483363479.3523,8284611180.8824,0.0027538,0.0040407
5.25e-07,7.6e-07,1.17e-06,1.9e-06,1.0,4233367545.7044,9208939605.0081,0.0038017,0.0052624
5.25e-07,7.6e-07,1.17e-06,1.995e-06,0.8,4891687736.3091,7097296962.7507,0.0017221,0.0028975
5.25e-07,7.6e-07,1.17e-06,1.995e-06,0.9,4458458654.5879,8176191727.1138,0.0027774,0.0040908
