l_cs,v_swing,vbias_SW_cas,w_cs,w_sw,SFDR(-HD3),pwr,i_fullscale
7E-07,0.3,1.6,1E-06,6E-07,58.1,0.03241,0.03835
7E-07,0.3,1.6,1E-06,7E-07,57.36,0.03244,0.03828
7E-07,0.3,1.6,1.25E-06,4E-07,61.91,0.03961,0.04018
7E-07,0.3,1.6,1.25E-06,5E-07,62.71,0.03967,0.04104
7E-07,0.3,1.6,1.25E-06,6E-07,61.05,0.03971,0.04142
7E-07,0.3,1.6,1.25E-06,7E-07,59.81,0.03975,0.04139
7E-07,0.3,1.6,1.5E-06,4E-07,59.32,0.04654,0.04271
7E-07,0.3,1.6,1.5E-06,5E-07,59.63,0.04665,0.0437
7E-07,0.3,1.6,1.5E-06,6E-07,60.25,0.04672,0.04421
7E-07,0.3,1.6,1.5E-06,7E-07,62.97,0.04678,0.04426
7E-07,0.3,1.6,1.75E-06,4E-07,60.17,0.05308,0.04485
7E-07,0.3,1.6,1.75E-06,5E-07,61.53,0.05325,0.04596
7E-07,0.3,1.6,1.75E-06,6E-07,61.67,0.05336,0.04657
7E-07,0.3,1.6,1.75E-06,7E-07,61.47,0.05344,0.0467
7E-07,0.3,1.6,2E-06,4E-07,62.45,0.05912,0.04614
7E-07,0.3,1.6,2E-06,5E-07,63.57,0.05938,0.04737
7E-07,0.3,1.6,2E-06,6E-07,63.53,0.05954,0.04806
7E-07,0.3,1.6,2E-06,7E-07,64.22,0.05967,0.04823
8E-07,0.3,1.6,2.5E-07,4E-07,44.34,0.008111,0.02224
8E-07,0.3,1.6,2.5E-07,5E-07,43.86,0.008116,0.02216
8E-07,0.3,1.6,2.5E-07,6E-07,44.16,0.008118,0.02187
8E-07,0.3,1.6,2.5E-07,7E-07,44.13,0.008121,0.02149
8E-07,0.3,1.6,5E-07,4E-07,48.06,0.01511,0.02921
8E-07,0.3,1.6,5E-07,5E-07,47.36,0.01511,0.02955
8E-07,0.3,1.6,5E-07,6E-07,46.69,0.01512,0.02948
8E-07,0.3,1.6,5E-07,7E-07,46.42,0.01513,0.02914
8E-07,0.3,1.6,7.5E-07,4E-07,53.57,0.02232,0.03326
8E-07,0.3,1.6,7.5E-07,5E-07,52.68,0.02234,0.03388
8E-07,0.3,1.6,7.5E-07,6E-07,51.88,0.02235,0.03407
8E-07,0.3,1.6,7.5E-07,7E-07,50.01,0.02236,0.03396
8E-07,0.3,1.6,1E-06,4E-07,57.59,0.02955,0.03643
8E-07,0.3,1.6,1E-06,5E-07,55.12,0.02957,0.03719
8E-07,0.3,1.6,1E-06,6E-07,56.01,0.0296,0.03751
8E-07,0.3,1.6,1E-06,7E-07,55.44,0.02962,0.03746
8E-07,0.3,1.6,1.25E-06,4E-07,60.57,0.03625,0.03918
8E-07,0.3,1.6,1.25E-06,5E-07,59.34,0.0363,0.04004
8E-07,0.3,1.6,1.25E-06,6E-07,57.05,0.03633,0.04045
8E-07,0.3,1.6,1.25E-06,7E-07,54.49,0.03636,0.04047
8E-07,0.3,1.6,1.5E-06,4E-07,61.3,0.04271,0.04233
8E-07,0.3,1.6,1.5E-06,5E-07,62.12,0.04279,0.04324
8E-07,0.3,1.6,1.5E-06,6E-07,65.17,0.04284,0.04363
8E-07,0.3,1.6,1.5E-06,7E-07,64.89,0.04289,0.04363
8E-07,0.3,1.6,1.75E-06,4E-07,59.48,0.04887,0.04482
8E-07,0.3,1.6,1.75E-06,5E-07,59.6,0.049,0.04588
8E-07,0.3,1.6,1.75E-06,6E-07,60.27,0.04908,0.0464
8E-07,0.3,1.6,1.75E-06,7E-07,59.23,0.04915,0.04643
8E-07,0.3,1.6,2E-06,4E-07,60.71,0.05467,0.04613
8E-07,0.3,1.6,2E-06,5E-07,61.91,0.05486,0.04733
8E-07,0.3,1.6,2E-06,6E-07,61.92,0.05498,0.04795
8E-07,0.3,1.6,2E-06,7E-07,61.72,0.05508,0.04808
4E-07,0.4,1.6,2.5E-07,4E-07,48.39,0.01319,0.02199
4E-07,0.4,1.6,2.5E-07,5E-07,48.01,0.01319,0.02174
4E-07,0.4,1.6,2.5E-07,6E-07,47.65,0.0132,0.02142
4E-07,0.4,1.6,2.5E-07,7E-07,47.66,0.01321,0.02112
4E-07,0.4,1.6,5E-07,4E-07,53.7,0.02395,0.03094
4E-07,0.4,1.6,5E-07,5E-07,52.98,0.02397,0.03073
4E-07,0.4,1.6,5E-07,6E-07,52.48,0.02399,0.03029
4E-07,0.4,1.6,5E-07,7E-07,52.01,0.024,0.02983
4E-07,0.4,1.6,7.5E-07,4E-07,56.28,0.03478,0.03873
4E-07,0.4,1.6,7.5E-07,5E-07,54.99,0.03483,0.03848
4E-07,0.4,1.6,7.5E-07,6E-07,55.24,0.03486,0.03804
4E-07,0.4,1.6,7.5E-07,7E-07,55.21,0.03489,0.03752
4E-07,0.4,1.6,1E-06,4E-07,56.95,0.04525,0.04484
4E-07,0.4,1.6,1E-06,5E-07,56.19,0.04537,0.04469
4E-07,0.4,1.6,1E-06,6E-07,55.46,0.04544,0.04435
4E-07,0.4,1.6,1E-06,7E-07,54.88,0.0455,0.04394
4E-07,0.4,1.6,1.25E-06,4E-07,56.91,0.05466,0.04969
4E-07,0.4,1.6,1.25E-06,5E-07,57.59,0.05489,0.04975
4E-07,0.4,1.6,1.25E-06,6E-07,55.98,0.05502,0.04963
4E-07,0.4,1.6,1.25E-06,7E-07,56.26,0.05513,0.04937
4E-07,0.4,1.6,1.5E-06,4E-07,57.65,0.06298,0.05344
4E-07,0.4,1.6,1.5E-06,5E-07,62.13,0.06338,0.05376
4E-07,0.4,1.6,1.5E-06,6E-07,60.92,0.06363,0.05383
4E-07,0.4,1.6,1.5E-06,7E-07,61.04,0.06383,0.05366
4E-07,0.4,1.6,1.75E-06,4E-07,64.11,0.06999,0.05591
4E-07,0.4,1.6,1.75E-06,5E-07,62.8,0.07064,0.05652
4E-07,0.4,1.6,1.75E-06,6E-07,64.48,0.07105,0.05672
4E-07,0.4,1.6,1.75E-06,7E-07,63.79,0.07136,0.05664
4E-07,0.4,1.6,2E-06,4E-07,60.01,0.07574,0.05755
4E-07,0.4,1.6,2E-06,5E-07,54.99,0.07664,0.05835
4E-07,0.4,1.6,2E-06,6E-07,55.05,0.07721,0.05866
4E-07,0.4,1.6,2E-06,7E-07,53.79,0.07766,0.05863
5E-07,0.4,1.6,2.5E-07,4E-07,47.43,0.01137,0.02237
5E-07,0.4,1.6,2.5E-07,5E-07,46.97,0.01137,0.0221
5E-07,0.4,1.6,2.5E-07,6E-07,46.66,0.01138,0.02177
5E-07,0.4,1.6,2.5E-07,7E-07,46.42,0.01138,0.02141
5E-07,0.4,1.6,5E-07,4E-07,52.54,0.02087,0.03119
5E-07,0.4,1.6,5E-07,5E-07,51.82,0.02088,0.03091
5E-07,0.4,1.6,5E-07,6E-07,50.11,0.02089,0.03049
5E-07,0.4,1.6,5E-07,7E-07,49.21,0.0209,0.03
5E-07,0.4,1.6,7.5E-07,4E-07,57.52,0.0305,0.03824
5E-07,0.4,1.6,7.5E-07,5E-07,54.55,0.03054,0.03805
5E-07,0.4,1.6,7.5E-07,6E-07,53.97,0.03056,0.03765
5E-07,0.4,1.6,7.5E-07,7E-07,53.9,0.03058,0.03714
5E-07,0.4,1.6,1E-06,4E-07,55.49,0.03995,0.04376
5E-07,0.4,1.6,1E-06,5E-07,54.87,0.04003,0.0437
5E-07,0.4,1.6,1E-06,6E-07,54.52,0.04008,0.04347
5E-07,0.4,1.6,1E-06,7E-07,56.1,0.04012,0.04301
5E-07,0.4,1.6,1.25E-06,4E-07,57.32,0.04856,0.04823
5E-07,0.4,1.6,1.25E-06,5E-07,57.16,0.0487,0.04841
5E-07,0.4,1.6,1.25E-06,6E-07,56.74,0.04879,0.04833
5E-07,0.4,1.6,1.25E-06,7E-07,56.38,0.04887,0.04808
5E-07,0.4,1.6,1.5E-06,4E-07,57.08,0.05647,0.05182
5E-07,0.4,1.6,1.5E-06,5E-07,57.74,0.05672,0.05215
5E-07,0.4,1.6,1.5E-06,6E-07,56.36,0.05688,0.05219
5E-07,0.4,1.6,1.5E-06,7E-07,56.34,0.057,0.05203
5E-07,0.4,1.6,1.75E-06,4E-07,56.15,0.06348,0.05452
5E-07,0.4,1.6,1.75E-06,5E-07,64.29,0.06391,0.05503
5E-07,0.4,1.6,1.75E-06,6E-07,61.88,0.06417,0.05529
5E-07,0.4,1.6,1.75E-06,7E-07,62.12,0.06438,0.05525
5E-07,0.4,1.6,2E-06,4E-07,55.26,0.06948,0.05645
5E-07,0.4,1.6,2E-06,5E-07,63.49,0.07012,0.05713
5E-07,0.4,1.6,2E-06,6E-07,65.75,0.07053,0.05749
5E-07,0.4,1.6,2E-06,7E-07,66.29,0.07084,0.05753
6E-07,0.4,1.6,2.5E-07,4E-07,48.49,0.01001,0.02291
6E-07,0.4,1.6,2.5E-07,5E-07,46.16,0.01001,0.02265
6E-07,0.4,1.6,2.5E-07,6E-07,45.9,0.01001,0.02228
6E-07,0.4,1.6,2.5E-07,7E-07,45.48,0.01002,0.0219
6E-07,0.4,1.6,5E-07,4E-07,50.02,0.0185,0.03156
6E-07,0.4,1.6,5E-07,5E-07,49.57,0.01851,0.03128
6E-07,0.4,1.6,5E-07,6E-07,50.08,0.01852,0.03086
6E-07,0.4,1.6,5E-07,7E-07,49.68,0.01853,0.03035
6E-07,0.4,1.6,7.5E-07,4E-07,54.39,0.02716,0.03787
6E-07,0.4,1.6,7.5E-07,5E-07,54.01,0.02719,0.03775
6E-07,0.4,1.6,7.5E-07,6E-07,53.58,0.02721,0.03741
6E-07,0.4,1.6,7.5E-07,7E-07,53.14,0.02723,0.03697
6E-07,0.4,1.6,1E-06,4E-07,57.54,0.03574,0.04285
6E-07,0.4,1.6,1E-06,5E-07,56.22,0.03579,0.04291
6E-07,0.4,1.6,1E-06,6E-07,54.95,0.03583,0.04286
6E-07,0.4,1.6,1E-06,7E-07,55.71,0.03585,0.04242
6E-07,0.4,1.6,1.25E-06,4E-07,56.86,0.04362,0.04692
6E-07,0.4,1.6,1.25E-06,5E-07,56.18,0.04372,0.04717
6E-07,0.4,1.6,1.25E-06,6E-07,55.29,0.04378,0.04714
6E-07,0.4,1.6,1.25E-06,7E-07,54.87,0.04383,0.04693
6E-07,0.4,1.6,1.5E-06,4E-07,58.03,0.05102,0.0504
6E-07,0.4,1.6,1.5E-06,5E-07,57.62,0.0512,0.05073
6E-07,0.4,1.6,1.5E-06,6E-07,56.8,0.0513,0.05083
6E-07,0.4,1.6,1.5E-06,7E-07,56.45,0.05139,0.05072
6E-07,0.4,1.6,1.75E-06,4E-07,57.59,0.05782,0.05343
6E-07,0.4,1.6,1.75E-06,5E-07,58.35,0.0581,0.05392
6E-07,0.4,1.6,1.75E-06,6E-07,57.54,0.05828,0.05418
6E-07,0.4,1.6,1.75E-06,7E-07,57.23,0.05842,0.05414
6E-07,0.4,1.6,2E-06,4E-07,55.45,0.06387,0.05565
6E-07,0.4,1.6,2E-06,5E-07,65.33,0.06432,0.05636
6E-07,0.4,1.6,2E-06,6E-07,62.89,0.0646,0.05671
6E-07,0.4,1.6,2E-06,7E-07,63.41,0.06481,0.05672
7E-07,0.4,1.6,2.5E-07,4E-07,45.62,0.008952,0.02353
7E-07,0.4,1.6,2.5E-07,5E-07,45.25,0.008956,0.02326
7E-07,0.4,1.6,2.5E-07,6E-07,44.91,0.008959,0.02287
7E-07,0.4,1.6,2.5E-07,7E-07,44.32,0.008964,0.02251
7E-07,0.4,1.6,5E-07,4E-07,50.23,0.01663,0.03189
7E-07,0.4,1.6,5E-07,5E-07,49.75,0.01663,0.03167
7E-07,0.4,1.6,5E-07,6E-07,49.37,0.01664,0.03128
7E-07,0.4,1.6,5E-07,7E-07,49.01,0.01665,0.03076
7E-07,0.4,1.6,7.5E-07,4E-07,54.12,0.0245,0.0376
7E-07,0.4,1.6,7.5E-07,5E-07,53.33,0.02452,0.03756
7E-07,0.4,1.6,7.5E-07,6E-07,53.1,0.02453,0.03727
7E-07,0.4,1.6,7.5E-07,7E-07,52.52,0.02454,0.03686
7E-07,0.4,1.6,1E-06,4E-07,56.95,0.03234,0.04213
7E-07,0.4,1.6,1E-06,5E-07,55.81,0.03237,0.04228
7E-07,0.4,1.6,1E-06,6E-07,54.5,0.0324,0.0423
7E-07,0.4,1.6,1E-06,7E-07,53.96,0.03242,0.04185
7E-07,0.4,1.6,1.25E-06,4E-07,55.88,0.03958,0.04583
7E-07,0.4,1.6,1.25E-06,5E-07,55.09,0.03965,0.04606
7E-07,0.4,1.6,1.25E-06,6E-07,56.62,0.0397,0.04614
7E-07,0.4,1.6,1.25E-06,7E-07,56.04,0.03974,0.04598
7E-07,0.4,1.6,1.5E-06,4E-07,58.25,0.04648,0.04964
7E-07,0.4,1.6,1.5E-06,5E-07,57.25,0.04661,0.04984
7E-07,0.4,1.6,1.5E-06,6E-07,56.47,0.04668,0.04999
7E-07,0.4,1.6,1.5E-06,7E-07,56.3,0.04674,0.04984
7E-07,0.4,1.6,1.75E-06,4E-07,60.46,0.05296,0.05302
7E-07,0.4,1.6,1.75E-06,5E-07,57.88,0.05316,0.05339
7E-07,0.4,1.6,1.75E-06,6E-07,56.55,0.05328,0.0536
7E-07,0.4,1.6,1.75E-06,7E-07,57.14,0.05338,0.05346
7E-07,0.4,1.6,2E-06,4E-07,58.44,0.0589,0.05544
7E-07,0.4,1.6,2E-06,5E-07,59.14,0.05921,0.05603
7E-07,0.4,1.6,2E-06,6E-07,58.87,0.0594,0.05635
7E-07,0.4,1.6,2E-06,7E-07,59.46,0.05955,0.05635
8E-07,0.4,1.6,2.5E-07,4E-07,44.92,0.00811,0.02415
8E-07,0.4,1.6,2.5E-07,5E-07,44.62,0.008113,0.02387
8E-07,0.4,1.6,2.5E-07,6E-07,44.29,0.008117,0.02351
8E-07,0.4,1.6,2.5E-07,7E-07,44,0.008121,0.02316
8E-07,0.4,1.6,5E-07,4E-07,49.62,0.01511,0.03215
8E-07,0.4,1.6,5E-07,5E-07,48.99,0.01511,0.03198
8E-07,0.4,1.6,5E-07,6E-07,48.61,0.01512,0.03161
8E-07,0.4,1.6,5E-07,7E-07,48.29,0.01512,0.03114
8E-07,0.4,1.6,7.5E-07,4E-07,53.48,0.02232,0.03734
8E-07,0.4,1.6,7.5E-07,5E-07,52.61,0.02233,0.03735
8E-07,0.4,1.6,7.5E-07,6E-07,52.12,0.02234,0.03718
8E-07,0.4,1.6,7.5E-07,7E-07,50.62,0.02235,0.03686
8E-07,0.4,1.6,1E-06,4E-07,55.2,0.02953,0.04149
8E-07,0.4,1.6,1E-06,5E-07,54.35,0.02956,0.04172
8E-07,0.4,1.6,1E-06,6E-07,54,0.02959,0.04179
8E-07,0.4,1.6,1E-06,7E-07,53.76,0.0296,0.04146
8E-07,0.4,1.6,1.25E-06,4E-07,57.92,0.03623,0.0453
8E-07,0.4,1.6,1.25E-06,5E-07,56.68,0.03629,0.0454
8E-07,0.4,1.6,1.25E-06,6E-07,55.13,0.03632,0.04553
8E-07,0.4,1.6,1.25E-06,7E-07,55.79,0.03635,0.04536
8E-07,0.4,1.6,1.5E-06,4E-07,56.85,0.04267,0.04976
8E-07,0.4,1.6,1.5E-06,5E-07,56.26,0.04276,0.04988
8E-07,0.4,1.6,1.5E-06,6E-07,55.28,0.04282,0.04985
8E-07,0.4,1.6,1.5E-06,7E-07,54.95,0.04286,0.0495
8E-07,0.4,1.6,1.75E-06,4E-07,57.85,0.04879,0.05339
8E-07,0.4,1.6,1.75E-06,5E-07,58.21,0.04894,0.0537
8E-07,0.4,1.6,1.75E-06,6E-07,57.46,0.04903,0.0539
8E-07,0.4,1.6,1.75E-06,7E-07,57.24,0.0491,0.05358
8E-07,0.4,1.6,2E-06,4E-07,59.73,0.05453,0.05567
8E-07,0.4,1.6,2E-06,5E-07,58.2,0.05475,0.05628
8E-07,0.4,1.6,2E-06,6E-07,56.13,0.05489,0.05658
8E-07,0.4,1.6,2E-06,7E-07,56.96,0.055,0.05647
4E-07,0.5,1.6,2.5E-07,4E-07,47.24,0.01319,0.02268
4E-07,0.5,1.6,2.5E-07,5E-07,46.63,0.01319,0.0224
4E-07,0.5,1.6,2.5E-07,6E-07,47.18,0.01319,0.02208
4E-07,0.5,1.6,2.5E-07,7E-07,46.81,0.0132,0.0218
4E-07,0.5,1.6,5E-07,4E-07,54.05,0.02394,0.03188
4E-07,0.5,1.6,5E-07,5E-07,52.88,0.02397,0.03146
4E-07,0.5,1.6,5E-07,6E-07,51.79,0.02398,0.031
4E-07,0.5,1.6,5E-07,7E-07,51.05,0.024,0.03051
4E-07,0.5,1.6,7.5E-07,4E-07,58.42,0.03476,0.03969
4E-07,0.5,1.6,7.5E-07,5E-07,56.98,0.03481,0.03936
4E-07,0.5,1.6,7.5E-07,6E-07,55.65,0.03485,0.03885
4E-07,0.5,1.6,7.5E-07,7E-07,55.5,0.03488,0.03831
4E-07,0.5,1.6,1E-06,4E-07,52.51,0.04521,0.04595
4E-07,0.5,1.6,1E-06,5E-07,52.13,0.04534,0.04584
4E-07,0.5,1.6,1E-06,6E-07,52.09,0.04542,0.04535
4E-07,0.5,1.6,1E-06,7E-07,52.19,0.04548,0.04494
4E-07,0.5,1.6,1.25E-06,4E-07,56.11,0.05458,0.05129
4E-07,0.5,1.6,1.25E-06,5E-07,56.94,0.05482,0.05142
4E-07,0.5,1.6,1.25E-06,6E-07,60.29,0.05497,0.0511
4E-07,0.5,1.6,1.25E-06,7E-07,56.49,0.05509,0.05078
4E-07,0.5,1.6,1.5E-06,4E-07,56.05,0.06279,0.05566
4E-07,0.5,1.6,1.5E-06,5E-07,59.17,0.06324,0.0559
4E-07,0.5,1.6,1.5E-06,6E-07,57.6,0.06352,0.05581
4E-07,0.5,1.6,1.5E-06,7E-07,57.72,0.06373,0.05558
4E-07,0.5,1.6,1.75E-06,4E-07,66.66,0.06961,0.05894
4E-07,0.5,1.6,1.75E-06,5E-07,64.21,0.07034,0.05942
4E-07,0.5,1.6,1.75E-06,6E-07,60.65,0.0708,0.05955
4E-07,0.5,1.6,1.75E-06,7E-07,61.81,0.07114,0.05938
4E-07,0.5,1.6,2E-06,4E-07,66.6,0.07506,0.0614
4E-07,0.5,1.6,2E-06,5E-07,71.35,0.07608,0.06206
4E-07,0.5,1.6,2E-06,6E-07,62.35,0.07674,0.06231
4E-07,0.5,1.6,2E-06,7E-07,60.15,0.07724,0.06231
5E-07,0.5,1.6,2.5E-07,4E-07,49.35,0.01136,0.02311
5E-07,0.5,1.6,2.5E-07,5E-07,48.75,0.01137,0.02281
5E-07,0.5,1.6,2.5E-07,6E-07,48.11,0.01137,0.02246
5E-07,0.5,1.6,2.5E-07,7E-07,48.95,0.01138,0.0222
5E-07,0.5,1.6,5E-07,4E-07,51.81,0.02086,0.03209
5E-07,0.5,1.6,5E-07,5E-07,50.84,0.02088,0.03172
5E-07,0.5,1.6,5E-07,6E-07,51.02,0.02089,0.03125
5E-07,0.5,1.6,5E-07,7E-07,50.44,0.0209,0.03072
5E-07,0.5,1.6,7.5E-07,4E-07,55.98,0.03049,0.03926
5E-07,0.5,1.6,7.5E-07,5E-07,55.54,0.03053,0.039
5E-07,0.5,1.6,7.5E-07,6E-07,55.08,0.03055,0.03852
5E-07,0.5,1.6,7.5E-07,7E-07,54.57,0.03058,0.03801
5E-07,0.5,1.6,1E-06,4E-07,52.94,0.03992,0.04501
5E-07,0.5,1.6,1E-06,5E-07,55.47,0.04,0.04495
5E-07,0.5,1.6,1E-06,6E-07,56.82,0.04006,0.04463
5E-07,0.5,1.6,1E-06,7E-07,59.76,0.0401,0.04407
5E-07,0.5,1.6,1.25E-06,4E-07,56.93,0.04851,0.05004
5E-07,0.5,1.6,1.25E-06,5E-07,53.42,0.04866,0.05005
5E-07,0.5,1.6,1.25E-06,6E-07,52.74,0.04876,0.04984
5E-07,0.5,1.6,1.25E-06,7E-07,52.75,0.04884,0.04946
5E-07,0.5,1.6,1.5E-06,4E-07,55.98,0.05636,0.05408
5E-07,0.5,1.6,1.5E-06,5E-07,55.58,0.05664,0.05424
5E-07,0.5,1.6,1.5E-06,6E-07,63.7,0.05682,0.05421
5E-07,0.5,1.6,1.5E-06,7E-07,56.92,0.05695,0.05394
5E-07,0.5,1.6,1.75E-06,4E-07,55.94,0.06327,0.05739
5E-07,0.5,1.6,1.75E-06,5E-07,62.63,0.06375,0.05774
5E-07,0.5,1.6,1.75E-06,6E-07,58.27,0.06405,0.05783
5E-07,0.5,1.6,1.75E-06,7E-07,58.47,0.06427,0.05768
5E-07,0.5,1.6,2E-06,4E-07,56.23,0.06911,0.06017
5E-07,0.5,1.6,2E-06,5E-07,61.69,0.06984,0.06066
5E-07,0.5,1.6,2E-06,6E-07,60.94,0.07029,0.06085
5E-07,0.5,1.6,2E-06,7E-07,59.81,0.07063,0.0608
6E-07,0.5,1.6,2.5E-07,4E-07,47.34,0.01,0.0237
6E-07,0.5,1.6,2.5E-07,5E-07,47.03,0.01001,0.02339
6E-07,0.5,1.6,2.5E-07,6E-07,46.66,0.01001,0.02306
6E-07,0.5,1.6,2.5E-07,7E-07,43.63,0.01002,0.02279
6E-07,0.5,1.6,5E-07,4E-07,50.21,0.0185,0.03243
6E-07,0.5,1.6,5E-07,5E-07,51.88,0.01851,0.03212
6E-07,0.5,1.6,5E-07,6E-07,50.81,0.01852,0.03164
6E-07,0.5,1.6,5E-07,7E-07,49.82,0.01853,0.03112
6E-07,0.5,1.6,7.5E-07,4E-07,55.9,0.02716,0.03898
6E-07,0.5,1.6,7.5E-07,5E-07,54.89,0.02718,0.03878
6E-07,0.5,1.6,7.5E-07,6E-07,54.25,0.0272,0.03839
6E-07,0.5,1.6,7.5E-07,7E-07,53.11,0.02722,0.03792
6E-07,0.5,1.6,1E-06,4E-07,56.23,0.03572,0.0444
6E-07,0.5,1.6,1E-06,5E-07,58.94,0.03578,0.04438
6E-07,0.5,1.6,1E-06,6E-07,56.45,0.03581,0.04412
6E-07,0.5,1.6,1E-06,7E-07,56.66,0.03584,0.04375
6E-07,0.5,1.6,1.25E-06,4E-07,52.48,0.04358,0.04886
6E-07,0.5,1.6,1.25E-06,5E-07,52.74,0.04369,0.04895
6E-07,0.5,1.6,1.25E-06,6E-07,53.57,0.04376,0.04878
6E-07,0.5,1.6,1.25E-06,7E-07,56.3,0.04382,0.04845
6E-07,0.5,1.6,1.5E-06,4E-07,55.88,0.05096,0.05287
6E-07,0.5,1.6,1.5E-06,5E-07,59.41,0.05115,0.05297
6E-07,0.5,1.6,1.5E-06,6E-07,57.32,0.05127,0.05289
6E-07,0.5,1.6,1.5E-06,7E-07,54.51,0.05136,0.05269
6E-07,0.5,1.6,1.75E-06,4E-07,56.06,0.0577,0.05663
6E-07,0.5,1.6,1.75E-06,5E-07,55.52,0.05801,0.05686
6E-07,0.5,1.6,1.75E-06,6E-07,62.38,0.05821,0.05687
6E-07,0.5,1.6,1.75E-06,7E-07,57.11,0.05836,0.05674
6E-07,0.5,1.6,2E-06,4E-07,56.04,0.06365,0.05963
6E-07,0.5,1.6,2E-06,5E-07,60.45,0.06415,0.06005
6E-07,0.5,1.6,2E-06,6E-07,58.83,0.06446,0.0602
6E-07,0.5,1.6,2E-06,7E-07,59.14,0.0647,0.06016
7E-07,0.5,1.6,2.5E-07,4E-07,45.74,0.008949,0.02435
7E-07,0.5,1.6,2.5E-07,5E-07,45.52,0.008954,0.02405
7E-07,0.5,1.6,2.5E-07,6E-07,45.17,0.008962,0.02373
7E-07,0.5,1.6,2.5E-07,7E-07,48.75,0.008965,0.02344
7E-07,0.5,1.6,5E-07,4E-07,51.04,0.01663,0.03284
7E-07,0.5,1.6,5E-07,5E-07,49.85,0.01663,0.03257
7E-07,0.5,1.6,5E-07,6E-07,49.21,0.01664,0.03211
7E-07,0.5,1.6,5E-07,7E-07,48.64,0.01664,0.0316
7E-07,0.5,1.6,7.5E-07,4E-07,54.83,0.02449,0.03879
7E-07,0.5,1.6,7.5E-07,5E-07,53.48,0.02451,0.03865
7E-07,0.5,1.6,7.5E-07,6E-07,52.44,0.02453,0.03833
7E-07,0.5,1.6,7.5E-07,7E-07,51.52,0.02454,0.03788
7E-07,0.5,1.6,1E-06,4E-07,56.82,0.03232,0.04385
7E-07,0.5,1.6,1E-06,5E-07,55.96,0.03236,0.04389
7E-07,0.5,1.6,1E-06,6E-07,55.6,0.03239,0.04367
7E-07,0.5,1.6,1E-06,7E-07,55.33,0.03241,0.04335
7E-07,0.5,1.6,1.25E-06,4E-07,53.07,0.03955,0.04799
7E-07,0.5,1.6,1.25E-06,5E-07,56.01,0.03963,0.04805
7E-07,0.5,1.6,1.25E-06,6E-07,59.29,0.03968,0.04791
7E-07,0.5,1.6,1.25E-06,7E-07,58.88,0.03972,0.04767
7E-07,0.5,1.6,1.5E-06,4E-07,56.11,0.04644,0.05253
7E-07,0.5,1.6,1.5E-06,5E-07,52.61,0.04657,0.05243
7E-07,0.5,1.6,1.5E-06,6E-07,52.71,0.04665,0.05228
7E-07,0.5,1.6,1.5E-06,7E-07,53.09,0.04672,0.05203
7E-07,0.5,1.6,1.75E-06,4E-07,57.06,0.05288,0.05675
7E-07,0.5,1.6,1.75E-06,5E-07,57.83,0.0531,0.05677
7E-07,0.5,1.6,1.75E-06,6E-07,58.95,0.05323,0.05649
7E-07,0.5,1.6,1.75E-06,7E-07,55.4,0.05334,0.05635
7E-07,0.5,1.6,2E-06,4E-07,56.07,0.05876,0.05978
7E-07,0.5,1.6,2E-06,5E-07,55.87,0.0591,0.06005
7E-07,0.5,1.6,2E-06,6E-07,66.13,0.05932,0.06005
7E-07,0.5,1.6,2E-06,7E-07,57.2,0.05949,0.06001
8E-07,0.5,1.6,2.5E-07,4E-07,45.11,0.008108,0.02499
8E-07,0.5,1.6,2.5E-07,5E-07,47.58,0.008116,0.02471
8E-07,0.5,1.6,2.5E-07,6E-07,50.09,0.008119,0.02442
8E-07,0.5,1.6,2.5E-07,7E-07,50.21,0.008123,0.02409
8E-07,0.5,1.6,5E-07,4E-07,48.62,0.01511,0.03314
8E-07,0.5,1.6,5E-07,5E-07,48.45,0.01511,0.03293
8E-07,0.5,1.6,5E-07,6E-07,47.87,0.01512,0.03252
8E-07,0.5,1.6,5E-07,7E-07,47.34,0.01512,0.03203
8E-07,0.5,1.6,7.5E-07,4E-07,53.12,0.02231,0.03866
8E-07,0.5,1.6,7.5E-07,5E-07,51.87,0.02233,0.03862
8E-07,0.5,1.6,7.5E-07,6E-07,51.32,0.02234,0.0384
8E-07,0.5,1.6,7.5E-07,7E-07,50.81,0.02235,0.03803
8E-07,0.5,1.6,1E-06,4E-07,56.14,0.02953,0.04337
8E-07,0.5,1.6,1E-06,5E-07,55.7,0.02956,0.04346
8E-07,0.5,1.6,1E-06,6E-07,55.04,0.02958,0.04327
8E-07,0.5,1.6,1E-06,7E-07,54.62,0.0296,0.04294
8E-07,0.5,1.6,1.25E-06,4E-07,56.61,0.03621,0.04785
8E-07,0.5,1.6,1.25E-06,5E-07,59.7,0.03627,0.04765
8E-07,0.5,1.6,1.25E-06,6E-07,57.12,0.0363,0.04751
8E-07,0.5,1.6,1.25E-06,7E-07,56.95,0.03633,0.04721
8E-07,0.5,1.6,1.5E-06,4E-07,52.63,0.04263,0.05328
8E-07,0.5,1.6,1.5E-06,5E-07,53.17,0.04273,0.05294
8E-07,0.5,1.6,1.5E-06,6E-07,54.89,0.04279,0.05247
8E-07,0.5,1.6,1.5E-06,7E-07,57.86,0.04285,0.05195
8E-07,0.5,1.6,1.75E-06,4E-07,54.78,0.04874,0.05745
8E-07,0.5,1.6,1.75E-06,5E-07,55.63,0.04889,0.0575
