wn,wp,delay
8e-07,8e-07,4.74162e-12
3e-07,4e-07,5.39399e-12
7e-07,3e-07,3.11472e-12
5e-07,2e-07,2.96649e-12
9e-07,7e-07,4.23463e-12
7e-07,4e-07,3.64905e-12
3e-07,2e-07,3.91412e-12
5e-07,6e-07,5.14304e-12
6e-07,3e-07,3.39741e-12
6e-07,6e-07,4.73968e-12
wn,wp,delay
3e-07,5e-07,5.97781e-12
wn,wp,delay
6e-07,3e-07,3.39741e-12
wn,wp,delay
9e-07,8e-07,4.49884e-12
wn,wp,delay
7e-07,1e-06,5.56403e-12
wn,wp,delay
wn,wp,delay
9e-07,2e-07,1.79406e-12
