nf_cap,nf_load,res,nf_dif,delay,delay0
12.0,11.0,2300.0,15.0,1.7261e-10,9.63655e-11
18.0,14.0,3700.0,12.0,3.38796e-10,1.63291e-10
11.0,21.0,3200.0,12.0,1.49931e-10,8.59418e-11
11.0,15.0,3800.0,16.0,1.53294e-10,8.95699e-11
16.0,18.0,4000.0,13.0,2.77311e-10,1.39857e-10
14.0,16.0,3900.0,21.0,2.3032e-10,1.26827e-10
14.0,15.0,2200.0,19.0,2.2696e-10,1.2332e-10
18.0,11.0,2600.0,16.0,3.41768e-10,1.67702e-10
13.0,13.0,2200.0,17.0,1.98906e-10,1.09508e-10
17.0,12.0,3200.0,21.0,3.15827e-10,1.61986e-10
12.0,18.0,3600.0,11.0,1.69937e-10,9.3298e-11
11.0,12.0,3100.0,19.0,1.56684e-10,9.29851e-11
17.0,14.0,2400.0,11.0,3.05088e-10,1.48485e-10
12.0,16.0,2200.0,12.0,1.69596e-10,9.31429e-11
19.0,16.0,3800.0,11.0,3.73684e-10,1.77186e-10
14.0,19.0,2400.0,14.0,2.21693e-10,1.17387e-10
16.0,19.0,2300.0,16.0,2.79793e-10,1.43216e-10
11.0,16.0,3100.0,20.0,1.58435e-10,9.49485e-11
11.0,19.0,2900.0,12.0,1.49198e-10,8.52167e-11
19.0,20.0,2100.0,21.0,3.8279e-10,1.90203e-10
11.0,14.0,3200.0,13.0,1.49286e-10,8.53065e-11
21.0,17.0,2800.0,16.0,4.51571e-10,2.13401e-10
21.0,21.0,3800.0,14.0,4.51272e-10,2.1226e-10
16.0,14.0,3400.0,18.0,2.81503e-10,1.45143e-10
12.0,21.0,3400.0,20.0,1.81335e-10,1.05724e-10
20.0,16.0,3400.0,21.0,4.18897e-10,2.04891e-10
19.0,21.0,3000.0,18.0,3.80168e-10,1.86788e-10
18.0,21.0,4000.0,15.0,3.43533e-10,1.69481e-10
14.0,17.0,3800.0,16.0,2.24036e-10,1.19991e-10
14.0,12.0,3600.0,21.0,2.29651e-10,1.25961e-10
21.0,20.0,3300.0,14.0,4.50766e-10,2.1173e-10
16.0,14.0,3400.0,15.0,2.78348e-10,1.4133e-10
14.0,16.0,3400.0,19.0,2.27633e-10,1.23965e-10
15.0,11.0,3800.0,21.0,2.56674e-10,1.37329e-10
19.0,19.0,2500.0,20.0,3.81597e-10,1.88721e-10
18.0,15.0,2100.0,16.0,3.4209e-10,1.68174e-10
12.0,16.0,2800.0,13.0,1.71389e-10,9.50659e-11
16.0,13.0,2600.0,21.0,2.85157e-10,1.49267e-10
21.0,19.0,2700.0,15.0,4.51458e-10,2.1288e-10
12.0,16.0,3000.0,21.0,1.81583e-10,1.0592e-10
11.0,12.0,3500.0,19.0,1.56802e-10,9.3087e-11
17.0,18.0,2400.0,16.0,3.1023e-10,1.55579e-10
21.0,21.0,4000.0,21.0,4.57813e-10,2.2159e-10
18.0,12.0,2100.0,21.0,3.47537e-10,1.74776e-10
17.0,17.0,3700.0,14.0,3.08607e-10,1.53307e-10
14.0,14.0,3300.0,12.0,2.18535e-10,1.13573e-10
13.0,18.0,2800.0,17.0,2.00157e-10,1.109e-10
11.0,12.0,2400.0,13.0,1.48534e-10,8.45191e-11
11.0,18.0,4000.0,11.0,1.48273e-10,8.41039e-11
15.0,13.0,2500.0,13.0,2.4676e-10,1.26162e-10
16.0,13.0,3800.0,15.0,2.78378e-10,1.41313e-10
18.0,16.0,2400.0,17.0,3.43732e-10,1.70153e-10
21.0,17.0,3100.0,19.0,4.54787e-10,2.17792e-10
21.0,17.0,2900.0,15.0,4.51137e-10,2.125e-10
16.0,12.0,3000.0,16.0,2.78684e-10,1.41831e-10
15.0,11.0,2900.0,15.0,2.48822e-10,1.28618e-10
18.0,11.0,3100.0,16.0,3.41975e-10,1.67903e-10
17.0,12.0,3500.0,17.0,3.11045e-10,1.5642e-10
18.0,17.0,2700.0,16.0,3.42834e-10,1.68985e-10
15.0,14.0,2300.0,20.0,2.54652e-10,1.35442e-10
13.0,18.0,4000.0,20.0,2.04022e-10,1.14986e-10
12.0,21.0,2500.0,15.0,1.75071e-10,9.91169e-11
11.0,11.0,3000.0,15.0,1.51219e-10,8.72956e-11
14.0,20.0,3400.0,18.0,2.26929e-10,1.23275e-10
18.0,17.0,3700.0,19.0,3.46766e-10,1.7373e-10
18.0,21.0,2900.0,15.0,3.43174e-10,1.69125e-10
11.0,12.0,3100.0,16.0,1.52356e-10,8.85349e-11
19.0,12.0,3700.0,11.0,3.72783e-10,1.7615e-10
17.0,19.0,3500.0,13.0,3.08415e-10,1.52837e-10
17.0,21.0,3100.0,18.0,3.135e-10,1.59446e-10
18.0,19.0,3300.0,13.0,3.41108e-10,1.66219e-10
13.0,19.0,3300.0,21.0,2.05729e-10,1.16812e-10
18.0,11.0,2500.0,19.0,3.45468e-10,1.72211e-10
18.0,19.0,3500.0,12.0,3.40079e-10,1.64744e-10
14.0,16.0,2600.0,21.0,2.29819e-10,1.26393e-10
19.0,18.0,3800.0,11.0,3.74215e-10,1.77777e-10
20.0,14.0,3200.0,17.0,4.1428e-10,1.98974e-10
19.0,15.0,2800.0,19.0,3.80345e-10,1.87061e-10
21.0,11.0,3800.0,17.0,4.52236e-10,2.14296e-10
15.0,17.0,2200.0,20.0,2.55163e-10,1.36084e-10
17.0,18.0,2100.0,14.0,3.08027e-10,1.52767e-10
13.0,16.0,2300.0,19.0,2.01962e-10,1.12867e-10
19.0,20.0,3800.0,15.0,3.77529e-10,1.83101e-10
20.0,18.0,3400.0,15.0,4.13266e-10,1.97289e-10
13.0,13.0,2300.0,11.0,1.91835e-10,1.01418e-10
15.0,18.0,2400.0,16.0,2.50641e-10,1.30933e-10
20.0,13.0,2700.0,17.0,4.14051e-10,1.98711e-10
18.0,12.0,3700.0,17.0,3.43627e-10,1.69875e-10
12.0,19.0,3400.0,11.0,1.70319e-10,9.36937e-11
20.0,17.0,2800.0,13.0,4.1144e-10,1.94462e-10
16.0,21.0,2600.0,18.0,2.82646e-10,1.46561e-10
14.0,12.0,3500.0,12.0,2.18131e-10,1.13087e-10
21.0,19.0,3500.0,15.0,4.51761e-10,2.13193e-10
14.0,20.0,2700.0,18.0,2.26631e-10,1.23008e-10
13.0,11.0,2100.0,19.0,2.01137e-10,1.11825e-10
18.0,20.0,4000.0,12.0,3.40329e-10,1.65032e-10
15.0,15.0,3600.0,21.0,2.57104e-10,1.37981e-10
13.0,21.0,3300.0,18.0,2.02123e-10,1.13004e-10
12.0,20.0,3800.0,14.0,1.73651e-10,9.75202e-11
16.0,18.0,3600.0,21.0,2.86222e-10,1.50517e-10
12.0,13.0,2400.0,19.0,1.78228e-10,1.02381e-10
20.0,17.0,3800.0,14.0,4.12124e-10,1.95665e-10
17.0,15.0,3000.0,20.0,3.14627e-10,1.6078e-10
19.0,20.0,3100.0,16.0,3.77921e-10,1.83839e-10
17.0,14.0,2300.0,17.0,3.10814e-10,1.563e-10
16.0,20.0,2600.0,11.0,2.75701e-10,1.37568e-10
14.0,19.0,2600.0,15.0,2.23253e-10,1.19131e-10
11.0,15.0,3700.0,15.0,1.52319e-10,8.85238e-11
12.0,20.0,2100.0,21.0,1.81878e-10,1.06402e-10
21.0,18.0,3400.0,21.0,4.57012e-10,2.20706e-10
19.0,15.0,2200.0,19.0,3.79968e-10,1.86699e-10
12.0,13.0,3200.0,16.0,1.74353e-10,9.824e-11
12.0,17.0,3400.0,14.0,1.72846e-10,9.66561e-11
17.0,16.0,2200.0,21.0,3.15723e-10,1.62128e-10
15.0,20.0,3500.0,19.0,2.55444e-10,1.36267e-10
18.0,15.0,3300.0,20.0,3.47143e-10,1.74257e-10
21.0,12.0,3100.0,13.0,4.48731e-10,2.08925e-10
16.0,16.0,2200.0,15.0,2.78205e-10,1.41284e-10
17.0,13.0,3500.0,17.0,3.11287e-10,1.56707e-10
13.0,18.0,3600.0,19.0,2.0296e-10,1.13859e-10
17.0,13.0,3000.0,15.0,3.08922e-10,1.53811e-10
16.0,11.0,3000.0,12.0,2.74316e-10,1.36271e-10
12.0,20.0,3000.0,20.0,1.80847e-10,1.05245e-10
19.0,13.0,2600.0,21.0,3.82281e-10,1.89427e-10
18.0,11.0,3300.0,20.0,3.46705e-10,1.73641e-10
17.0,11.0,2900.0,15.0,3.08565e-10,1.53384e-10
16.0,17.0,3700.0,14.0,2.77802e-10,1.40618e-10
15.0,11.0,3700.0,11.0,2.44698e-10,1.23377e-10
17.0,19.0,2700.0,16.0,3.10722e-10,1.56101e-10
19.0,18.0,2800.0,12.0,3.74173e-10,1.78271e-10
20.0,14.0,3700.0,17.0,4.1445e-10,1.99127e-10
15.0,12.0,2800.0,11.0,2.44554e-10,1.23277e-10
15.0,18.0,3900.0,21.0,2.57596e-10,1.386e-10
15.0,15.0,2500.0,20.0,2.55037e-10,1.35861e-10
19.0,20.0,3200.0,20.0,3.8203e-10,1.89181e-10
19.0,19.0,3500.0,13.0,3.75726e-10,1.80405e-10
20.0,12.0,3700.0,16.0,4.12843e-10,1.97081e-10
15.0,16.0,2800.0,14.0,2.48198e-10,1.27953e-10
16.0,21.0,2200.0,13.0,2.775e-10,1.40149e-10
12.0,12.0,3300.0,13.0,1.70577e-10,9.40953e-11
14.0,17.0,3900.0,11.0,2.18918e-10,1.13768e-10
13.0,12.0,2700.0,16.0,1.97296e-10,1.07704e-10
20.0,12.0,2200.0,20.0,4.16379e-10,2.01975e-10
13.0,13.0,4000.0,11.0,1.92382e-10,1.0192e-10
13.0,14.0,3200.0,14.0,1.95422e-10,1.05602e-10
15.0,17.0,3300.0,13.0,2.48003e-10,1.27524e-10
15.0,16.0,2600.0,13.0,2.47363e-10,1.26872e-10
11.0,17.0,2200.0,12.0,1.48268e-10,8.42947e-11
13.0,12.0,2900.0,11.0,1.91745e-10,1.0127e-10
13.0,21.0,2300.0,17.0,2.00718e-10,1.11553e-10
18.0,11.0,2700.0,17.0,3.43277e-10,1.69495e-10
13.0,19.0,2700.0,20.0,2.03881e-10,1.14934e-10
19.0,19.0,2200.0,14.0,3.75591e-10,1.80701e-10
17.0,20.0,3700.0,19.0,3.14827e-10,1.60948e-10
20.0,15.0,2200.0,13.0,4.10705e-10,1.93658e-10
19.0,12.0,2600.0,17.0,3.77561e-10,1.83592e-10
15.0,19.0,3100.0,14.0,2.4914e-10,1.28993e-10
12.0,13.0,4000.0,16.0,1.74548e-10,9.84105e-11
15.0,17.0,3100.0,15.0,2.50061e-10,1.30084e-10
20.0,17.0,2800.0,12.0,4.10514e-10,1.92984e-10
18.0,19.0,3300.0,14.0,3.41606e-10,1.67135e-10
20.0,19.0,2200.0,13.0,4.11579e-10,1.94656e-10
20.0,17.0,2200.0,17.0,4.14388e-10,1.99158e-10
21.0,11.0,3000.0,20.0,4.5475e-10,2.17891e-10
12.0,16.0,4000.0,21.0,1.81887e-10,1.06174e-10
19.0,11.0,2800.0,21.0,3.82236e-10,1.89296e-10
14.0,11.0,2200.0,18.0,2.24785e-10,1.20839e-10
12.0,12.0,3400.0,18.0,1.76731e-10,1.00714e-10
21.0,15.0,2600.0,20.0,4.54927e-10,2.1821e-10
17.0,14.0,2700.0,21.0,3.15791e-10,1.62072e-10
18.0,21.0,2700.0,21.0,3.49349e-10,1.76922e-10
15.0,15.0,2600.0,21.0,2.56682e-10,1.37613e-10
15.0,18.0,3800.0,14.0,2.48974e-10,1.28794e-10
12.0,11.0,2700.0,14.0,1.71208e-10,9.48335e-11
11.0,16.0,3800.0,18.0,1.56032e-10,9.24359e-11
12.0,14.0,2700.0,12.0,1.6934e-10,9.27965e-11
19.0,12.0,3200.0,16.0,3.76464e-10,1.82128e-10
17.0,12.0,2100.0,16.0,3.08907e-10,1.54076e-10
18.0,21.0,2900.0,13.0,3.4145e-10,1.66624e-10
13.0,21.0,2500.0,16.0,1.99321e-10,1.10026e-10
12.0,20.0,2700.0,20.0,1.80706e-10,1.05123e-10
18.0,13.0,3700.0,20.0,3.47004e-10,1.74035e-10
12.0,12.0,3500.0,12.0,1.69081e-10,9.24468e-11
19.0,15.0,2400.0,12.0,3.73403e-10,1.77406e-10
15.0,13.0,2900.0,20.0,2.54954e-10,1.35662e-10
16.0,15.0,4000.0,16.0,2.79593e-10,1.42854e-10
20.0,18.0,3600.0,20.0,4.17864e-10,2.03633e-10
19.0,17.0,3400.0,12.0,3.74233e-10,1.78317e-10
21.0,12.0,2700.0,19.0,4.53837e-10,2.16681e-10
14.0,15.0,3600.0,13.0,2.20395e-10,1.15707e-10
20.0,15.0,3300.0,13.0,4.1119e-10,1.94152e-10
15.0,18.0,3400.0,21.0,2.57444e-10,1.38466e-10
20.0,16.0,3600.0,20.0,4.17554e-10,2.03251e-10
15.0,17.0,3800.0,14.0,2.4884e-10,1.28627e-10
16.0,11.0,2600.0,13.0,2.75488e-10,1.37792e-10
18.0,17.0,2600.0,19.0,3.4631e-10,1.73301e-10
19.0,17.0,2700.0,13.0,3.74977e-10,1.7958e-10
14.0,14.0,2800.0,21.0,2.29609e-10,1.26076e-10
14.0,11.0,3000.0,18.0,2.25199e-10,1.21194e-10
18.0,19.0,3900.0,18.0,3.45776e-10,1.72556e-10
11.0,14.0,2900.0,18.0,1.5531e-10,9.16962e-11
16.0,12.0,3300.0,16.0,2.78785e-10,1.41924e-10
11.0,13.0,2800.0,21.0,1.59504e-10,9.5918e-11
18.0,21.0,3600.0,14.0,3.42206e-10,1.67784e-10
18.0,20.0,2400.0,14.0,3.41343e-10,1.66894e-10
11.0,14.0,3200.0,17.0,1.54425e-10,9.07442e-11
18.0,21.0,2500.0,16.0,3.43587e-10,1.69876e-10
14.0,16.0,3100.0,14.0,2.21162e-10,1.16738e-10
17.0,14.0,3500.0,21.0,3.1613e-10,1.62381e-10
14.0,19.0,4000.0,20.0,2.29461e-10,1.25985e-10
15.0,11.0,3400.0,12.0,2.4528e-10,1.24296e-10
19.0,17.0,3800.0,11.0,3.74075e-10,1.77608e-10
13.0,15.0,2500.0,20.0,2.02979e-10,1.13902e-10
12.0,12.0,3200.0,13.0,1.70567e-10,9.40782e-11
15.0,14.0,3400.0,11.0,2.4523e-10,1.24017e-10
19.0,15.0,3800.0,17.0,3.78556e-10,1.84681e-10
14.0,17.0,3500.0,16.0,2.23954e-10,1.19917e-10
14.0,17.0,3600.0,20.0,2.2893e-10,1.25399e-10
13.0,16.0,3000.0,19.0,2.02332e-10,1.13194e-10
17.0,21.0,3800.0,12.0,3.0791e-10,1.51982e-10
12.0,20.0,4000.0,20.0,1.81155e-10,1.05505e-10
11.0,14.0,4000.0,14.0,1.50399e-10,8.64904e-11
16.0,18.0,3200.0,18.0,2.82173e-10,1.4598e-10
15.0,11.0,2500.0,13.0,2.46377e-10,1.25705e-10
13.0,16.0,3700.0,21.0,2.05151e-10,1.16111e-10
17.0,21.0,3800.0,18.0,3.13738e-10,1.59674e-10
14.0,15.0,2800.0,15.0,2.22396e-10,1.18148e-10
11.0,12.0,3600.0,21.0,1.59535e-10,9.58444e-11
15.0,16.0,2700.0,15.0,2.49553e-10,1.29558e-10
16.0,20.0,2700.0,12.0,2.76215e-10,1.38475e-10
12.0,18.0,3900.0,21.0,1.8229e-10,1.06644e-10
18.0,18.0,3900.0,18.0,3.4547e-10,1.7221e-10
17.0,13.0,2600.0,17.0,3.10944e-10,1.5637e-10
12.0,18.0,2600.0,18.0,1.77636e-10,1.0189e-10
15.0,16.0,2500.0,20.0,2.55096e-10,1.35965e-10
17.0,15.0,2100.0,17.0,3.1094e-10,1.56468e-10
14.0,12.0,3100.0,21.0,2.29483e-10,1.25821e-10
16.0,20.0,3800.0,12.0,2.76571e-10,1.38826e-10
21.0,18.0,2100.0,11.0,4.48646e-10,2.07652e-10
17.0,15.0,3500.0,15.0,3.09457e-10,1.54413e-10
20.0,16.0,3100.0,17.0,4.14582e-10,1.99329e-10
20.0,15.0,3100.0,16.0,4.13251e-10,1.9758e-10
12.0,11.0,3300.0,11.0,1.68066e-10,9.12153e-11
11.0,18.0,2300.0,14.0,1.50865e-10,8.7132e-11
16.0,19.0,3200.0,21.0,2.86377e-10,1.50712e-10
14.0,17.0,2700.0,15.0,2.22826e-10,1.18634e-10
15.0,11.0,3000.0,17.0,2.51284e-10,1.31446e-10
21.0,14.0,3000.0,17.0,4.52225e-10,2.14399e-10
21.0,15.0,2500.0,18.0,4.52869e-10,2.15452e-10
16.0,16.0,3100.0,11.0,2.74829e-10,1.36561e-10
16.0,20.0,3300.0,21.0,2.86505e-10,1.50875e-10
16.0,19.0,3200.0,19.0,2.83976e-10,1.47993e-10
18.0,20.0,2100.0,17.0,3.44303e-10,1.70853e-10
11.0,11.0,2700.0,19.0,1.56483e-10,9.27476e-11
21.0,20.0,3900.0,19.0,4.55476e-10,2.18575e-10
16.0,16.0,3900.0,11.0,2.75037e-10,1.36764e-10
15.0,20.0,2100.0,20.0,2.55563e-10,1.3659e-10
14.0,17.0,2600.0,20.0,2.28516e-10,1.2503e-10
15.0,20.0,3400.0,11.0,2.46839e-10,1.2583e-10
16.0,16.0,2200.0,21.0,2.85174e-10,1.49454e-10
17.0,13.0,3400.0,20.0,3.14511e-10,1.60571e-10
14.0,11.0,2200.0,18.0,2.24785e-10,1.20839e-10
21.0,19.0,3400.0,14.0,4.50692e-10,2.11609e-10
11.0,14.0,3900.0,13.0,1.49463e-10,8.54602e-11
13.0,19.0,2700.0,17.0,2.00465e-10,1.11234e-10
16.0,14.0,2900.0,20.0,2.8375e-10,1.47759e-10
16.0,12.0,2300.0,15.0,2.77535e-10,1.40467e-10
11.0,20.0,3300.0,12.0,1.49533e-10,8.55467e-11
14.0,18.0,2900.0,17.0,2.25387e-10,1.21561e-10
19.0,15.0,3200.0,18.0,3.791e-10,1.85528e-10
17.0,14.0,4000.0,12.0,3.06057e-10,1.49892e-10
19.0,17.0,3100.0,17.0,3.78695e-10,1.84886e-10
14.0,18.0,2100.0,20.0,2.28266e-10,1.24854e-10
14.0,12.0,3200.0,20.0,2.27888e-10,1.24142e-10
18.0,13.0,3600.0,19.0,3.46116e-10,1.72924e-10
14.0,16.0,3600.0,11.0,2.18457e-10,1.13278e-10
15.0,20.0,2500.0,11.0,2.46464e-10,1.25464e-10
20.0,21.0,2600.0,12.0,4.11439e-10,1.9399e-10
20.0,17.0,3200.0,12.0,4.10694e-10,1.93132e-10
15.0,12.0,2900.0,20.0,2.54732e-10,1.3539e-10
18.0,21.0,3000.0,17.0,3.45164e-10,1.71749e-10
16.0,11.0,2500.0,17.0,2.79932e-10,1.43279e-10
20.0,15.0,3600.0,11.0,4.10152e-10,1.91933e-10
14.0,14.0,2800.0,19.0,2.27051e-10,1.23316e-10
16.0,21.0,3300.0,20.0,2.8531e-10,1.49565e-10
11.0,15.0,3900.0,16.0,1.53316e-10,8.95781e-11
16.0,11.0,2800.0,19.0,2.82547e-10,1.46231e-10
13.0,16.0,2200.0,20.0,2.02852e-10,1.13849e-10
18.0,11.0,3800.0,21.0,3.48431e-10,1.75527e-10
20.0,21.0,3000.0,14.0,4.12834e-10,1.96479e-10
17.0,11.0,3300.0,18.0,3.11839e-10,1.57391e-10
21.0,16.0,3800.0,13.0,4.4971e-10,2.10006e-10
15.0,12.0,3100.0,21.0,2.56454e-10,1.37201e-10
21.0,18.0,3000.0,14.0,4.50224e-10,2.11109e-10
12.0,18.0,3900.0,19.0,1.79694e-10,1.03951e-10
11.0,11.0,3900.0,18.0,1.55153e-10,9.13296e-11
21.0,14.0,3100.0,17.0,4.52268e-10,2.14438e-10
19.0,15.0,2100.0,18.0,3.78513e-10,1.84932e-10
16.0,11.0,2700.0,19.0,2.82496e-10,1.46189e-10
14.0,17.0,3900.0,17.0,2.25588e-10,1.21692e-10
14.0,16.0,2300.0,11.0,2.17973e-10,1.12814e-10
12.0,12.0,3300.0,13.0,1.70577e-10,9.40953e-11
13.0,14.0,3100.0,16.0,1.97828e-10,1.08306e-10
21.0,11.0,3200.0,14.0,4.49082e-10,2.09787e-10
20.0,11.0,2900.0,14.0,4.10746e-10,1.94106e-10
16.0,12.0,3000.0,14.0,2.7645e-10,1.39083e-10
20.0,13.0,3200.0,15.0,4.12367e-10,1.96237e-10
18.0,19.0,3300.0,13.0,3.41108e-10,1.66219e-10
13.0,12.0,3900.0,14.0,1.95143e-10,1.05236e-10
18.0,20.0,2300.0,18.0,3.4519e-10,1.72004e-10
11.0,21.0,2800.0,17.0,1.56105e-10,9.25964e-11
13.0,21.0,2300.0,18.0,2.01601e-10,1.12545e-10
19.0,13.0,2500.0,16.0,3.76403e-10,1.82121e-10
18.0,11.0,3800.0,20.0,3.46861e-10,1.73778e-10
15.0,21.0,4000.0,14.0,2.49922e-10,1.29823e-10
15.0,12.0,2500.0,11.0,2.44434e-10,1.23164e-10
17.0,18.0,3600.0,13.0,3.0809e-10,1.52476e-10
13.0,15.0,2800.0,16.0,1.98031e-10,1.08556e-10
12.0,16.0,4000.0,19.0,1.79269e-10,1.03463e-10
21.0,20.0,3200.0,15.0,4.51782e-10,2.13236e-10
15.0,16.0,3600.0,15.0,2.49883e-10,1.29867e-10
17.0,11.0,3300.0,18.0,3.11839e-10,1.57391e-10
11.0,16.0,3600.0,17.0,1.55011e-10,9.13804e-11
15.0,21.0,3800.0,16.0,2.52041e-10,1.3238e-10
15.0,20.0,2100.0,20.0,2.55563e-10,1.3659e-10
13.0,18.0,3600.0,18.0,2.01381e-10,1.12188e-10
19.0,18.0,3900.0,15.0,3.77101e-10,1.82612e-10
17.0,14.0,3800.0,12.0,3.06016e-10,1.49852e-10
19.0,19.0,2600.0,17.0,3.78863e-10,1.85116e-10
14.0,14.0,2500.0,11.0,2.17571e-10,1.12345e-10
21.0,14.0,2600.0,18.0,4.52679e-10,2.15238e-10
15.0,17.0,3500.0,13.0,2.48062e-10,1.2758e-10
11.0,16.0,2300.0,15.0,1.51922e-10,8.82277e-11
21.0,21.0,3900.0,12.0,4.50214e-10,2.10039e-10
21.0,21.0,2900.0,13.0,4.50729e-10,2.11152e-10
15.0,17.0,2700.0,17.0,2.5219e-10,1.32614e-10
18.0,16.0,2800.0,13.0,3.40109e-10,1.65116e-10
16.0,14.0,3400.0,19.0,2.83036e-10,1.46858e-10
13.0,16.0,3500.0,13.0,1.95141e-10,1.05222e-10
15.0,11.0,3300.0,15.0,2.48957e-10,1.28738e-10
13.0,15.0,2700.0,21.0,2.04706e-10,1.1568e-10
17.0,14.0,3000.0,14.0,3.07616e-10,1.52228e-10
15.0,17.0,2700.0,20.0,2.55492e-10,1.36383e-10
16.0,14.0,3900.0,18.0,2.81643e-10,1.45268e-10
21.0,19.0,2300.0,13.0,4.49943e-10,2.10282e-10
18.0,17.0,2900.0,21.0,3.48773e-10,1.7619e-10
16.0,11.0,2800.0,12.0,2.74228e-10,1.36196e-10
16.0,15.0,3300.0,11.0,2.74755e-10,1.36451e-10
11.0,14.0,2800.0,13.0,1.49186e-10,8.52173e-11
11.0,14.0,3900.0,15.0,1.52004e-10,8.81792e-11
12.0,15.0,3700.0,11.0,1.69228e-10,9.25029e-11
12.0,14.0,2900.0,17.0,1.75949e-10,9.99719e-11
21.0,14.0,3800.0,15.0,4.50743e-10,2.12036e-10
13.0,18.0,2800.0,16.0,1.98608e-10,1.09235e-10
19.0,20.0,2700.0,12.0,3.74597e-10,1.78776e-10
13.0,11.0,3700.0,18.0,2.00184e-10,1.10685e-10
16.0,20.0,3300.0,12.0,2.76443e-10,1.38701e-10
21.0,14.0,2600.0,21.0,4.56103e-10,2.19656e-10
16.0,13.0,3800.0,13.0,2.76244e-10,1.38604e-10
16.0,14.0,2100.0,12.0,2.74406e-10,1.36473e-10
14.0,20.0,3700.0,12.0,2.20252e-10,1.15478e-10
20.0,20.0,3600.0,18.0,4.16167e-10,2.01389e-10
12.0,20.0,2600.0,21.0,1.82232e-10,1.06712e-10
12.0,16.0,3000.0,15.0,1.73893e-10,9.78121e-11
16.0,21.0,2500.0,21.0,2.86415e-10,1.50834e-10
15.0,15.0,3200.0,18.0,2.52881e-10,1.33388e-10
15.0,15.0,2100.0,14.0,2.47679e-10,1.27422e-10
18.0,21.0,2600.0,13.0,3.41311e-10,1.66481e-10
12.0,17.0,2400.0,15.0,1.73974e-10,9.79432e-11
19.0,15.0,3800.0,15.0,3.76611e-10,1.82007e-10
16.0,18.0,2400.0,14.0,2.77418e-10,1.40276e-10
11.0,21.0,3300.0,14.0,1.52279e-10,8.85184e-11
18.0,12.0,2400.0,18.0,3.43905e-10,1.70455e-10
14.0,21.0,2800.0,18.0,2.27035e-10,1.23428e-10
14.0,11.0,3900.0,21.0,2.29735e-10,1.25965e-10
17.0,13.0,4000.0,19.0,3.13789e-10,1.59636e-10
12.0,13.0,3300.0,15.0,1.73417e-10,9.7208e-11
15.0,11.0,2600.0,21.0,2.56234e-10,1.36954e-10
20.0,19.0,4000.0,13.0,4.12271e-10,1.95364e-10
15.0,21.0,2800.0,20.0,2.56365e-10,1.37373e-10
20.0,13.0,2600.0,18.0,4.14697e-10,1.99691e-10
20.0,14.0,2100.0,16.0,4.12439e-10,1.96742e-10
13.0,18.0,3400.0,16.0,1.98838e-10,1.09442e-10
17.0,16.0,3200.0,21.0,3.16307e-10,1.62644e-10
18.0,20.0,3200.0,20.0,3.47856e-10,1.75162e-10
20.0,12.0,2200.0,11.0,4.089e-10,1.90575e-10
20.0,13.0,3500.0,14.0,4.11272e-10,1.94687e-10
15.0,20.0,3200.0,11.0,2.46777e-10,1.25769e-10
12.0,12.0,3800.0,16.0,1.74189e-10,9.80102e-11
11.0,20.0,2200.0,16.0,1.53818e-10,9.02849e-11
20.0,12.0,3500.0,18.0,4.14828e-10,1.99782e-10
21.0,11.0,3300.0,18.0,4.52743e-10,2.15201e-10
12.0,19.0,2900.0,15.0,1.74717e-10,9.87134e-11
12.0,15.0,3800.0,13.0,1.71544e-10,9.51569e-11
14.0,16.0,2200.0,11.0,2.17923e-10,1.12769e-10
15.0,12.0,3000.0,19.0,2.53816e-10,1.34335e-10
20.0,21.0,2500.0,19.0,4.17302e-10,2.0289e-10
12.0,13.0,3800.0,11.0,1.68704e-10,9.19155e-11
13.0,17.0,3100.0,21.0,2.05256e-10,1.1628e-10
13.0,15.0,3500.0,12.0,1.9353e-10,1.03384e-10
14.0,18.0,3300.0,11.0,2.18929e-10,1.1382e-10
14.0,18.0,3300.0,18.0,2.26436e-10,1.22724e-10
14.0,12.0,2800.0,12.0,2.17908e-10,1.12893e-10
21.0,11.0,3900.0,11.0,4.47893e-10,2.06732e-10
13.0,14.0,3800.0,11.0,1.92465e-10,1.02049e-10
16.0,11.0,4000.0,17.0,2.80444e-10,1.4373e-10
21.0,19.0,2100.0,16.0,4.5154e-10,2.1341e-10
14.0,18.0,2300.0,14.0,2.21269e-10,1.16939e-10
20.0,18.0,3900.0,11.0,4.10884e-10,1.92723e-10
15.0,14.0,2400.0,19.0,2.5379e-10,1.34438e-10
11.0,21.0,2100.0,17.0,1.55687e-10,9.22265e-11
19.0,21.0,4000.0,11.0,3.75177e-10,1.78831e-10
13.0,21.0,2800.0,17.0,2.01004e-10,1.11803e-10
16.0,13.0,3600.0,12.0,2.74892e-10,1.36912e-10
16.0,17.0,2300.0,17.0,2.80784e-10,1.44374e-10
16.0,16.0,2300.0,18.0,2.81327e-10,1.45089e-10
17.0,15.0,2100.0,20.0,3.14077e-10,1.60269e-10
14.0,19.0,2800.0,14.0,2.21897e-10,1.17582e-10
14.0,20.0,2900.0,17.0,2.2586e-10,1.22079e-10
20.0,20.0,2800.0,18.0,4.15868e-10,2.01084e-10
13.0,20.0,2400.0,21.0,2.05394e-10,1.1656e-10
13.0,18.0,2200.0,18.0,2.00738e-10,1.11619e-10
19.0,12.0,3900.0,19.0,3.80258e-10,1.8683e-10
