fin_main_sw,cap_load,frf,fin_battery_cap,Rout_LNA,Current Consumption,Output PP Amplitude,Tracking Bandwidth (GHz),ENOB,SNR,SFDR
4,6E-15,2.84E+10,90,58,1.10E-04,9.02E-01,14.53,8.471,52.76,52.88
4,8E-15,2.56E+10,80,58,1.09E-04,9.03E-01,12.26,6.995,43.88,43.99
4,8E-15,2.56E+10,80,58,1.09E-04,9.03E-01,12.26,6.995,43.88,43.99
4,8E-15,2.56E+10,80,58,1.09E-04,9.03E-01,12.26,6.995,43.88,43.99
4,8E-15,2.56E+10,80,58,1.09E-04,9.03E-01,12.26,6.995,43.88,43.99
2,8E-15,2.44E+10,90,38,1.08E-04,9.04E-01,7.746,7.109,44.56,44.67
6,8E-15,2.84E+10,80,58,1.11E-04,9.04E-01,15.36,8.485,52.84,52.97
6,8E-15,2.84E+10,80,58,1.11E-04,9.04E-01,15.36,8.485,52.84,52.97
4,4E-15,3.24E+10,90,58,1.09E-04,9.04E-01,18.49,7.362,46.08,46.19
4,4E-15,3.24E+10,90,58,1.09E-04,9.04E-01,18.49,7.362,46.08,46.19
2,6E-15,2.84E+10,90,38,1.08E-04,9.05E-01,9.853,8.001,49.93,50.04
2,6E-15,2.84E+10,90,38,1.08E-04,9.05E-01,9.853,8.001,49.93,50.04
2,4E-15,3.64E+10,90,38,1.08E-04,9.07E-01,13.65,8.075,50.37,50.49
2,8E-15,2.44E+10,80,38,1.08E-04,9.07E-01,7.796,7.099,44.5,44.61
2,8E-15,2.44E+10,80,38,1.08E-04,9.07E-01,7.796,7.099,44.5,44.61
4,6E-15,3.64E+10,70,45,1.10E-04,9.07E-01,15.91,8.029,50.1,50.23
4,6E-15,3.64E+10,70,45,1.10E-04,9.07E-01,15.91,8.029,50.1,50.23
4,6E-15,3.64E+10,70,45,1.10E-04,9.07E-01,15.91,8.029,50.1,50.23
4,6E-15,3.64E+10,70,45,1.10E-04,9.07E-01,15.91,8.029,50.1,50.23
6,4E-15,3.64E+10,70,58,1.11E-04,9.09E-01,22.94,7.016,44,44.11
6,6E-15,3.24E+10,70,58,1.11E-04,9.10E-01,18.62,7.307,45.75,45.86
6,6E-15,3.24E+10,70,58,1.11E-04,9.10E-01,18.62,7.307,45.75,45.86
2,8E-15,2.44E+10,70,38,1.08E-04,9.11E-01,7.845,7.097,44.49,44.6
2,6E-15,2.44E+10,70,58,1.08E-04,9.11E-01,9.623,7.049,44.2,44.3
2,6E-15,2.44E+10,70,58,1.08E-04,9.11E-01,9.623,7.049,44.2,44.3
2,4E-15,3.24E+10,90,45,1.08E-04,9.12E-01,13.32,7.739,48.36,48.47
2,2E-15,3.64E+10,80,58,1.08E-04,9.12E-01,20.47,7.274,45.56,45.67
2,2E-15,3.64E+10,80,58,1.08E-04,9.12E-01,20.47,7.274,45.56,45.67
4,8E-15,3.24E+10,90,38,1.10E-04,9.12E-01,13,7.792,48.67,48.78
4,8E-15,3.24E+10,90,38,1.10E-04,9.12E-01,13,7.792,48.67,48.78
2,6E-15,2.56E+10,80,45,1.08E-04,9.12E-01,9.786,7.358,46.06,46.18
2,6E-15,2.56E+10,80,45,1.08E-04,9.12E-01,9.786,7.358,46.06,46.18
2,6E-15,2.56E+10,80,45,1.08E-04,9.12E-01,9.786,7.358,46.06,46.18
2,6E-15,2.56E+10,80,45,1.08E-04,9.12E-01,9.786,7.358,46.06,46.18
6,6E-15,3.64E+10,90,45,1.11E-04,9.12E-01,19.23,7.349,46.01,46.12
6,6E-15,3.64E+10,90,45,1.11E-04,9.12E-01,19.23,7.349,46.01,46.12
2,4E-15,2.84E+10,80,58,1.08E-04,9.13E-01,12.97,8.388,52.26,52.38
2,4E-15,2.84E+10,80,58,1.08E-04,9.13E-01,12.97,8.388,52.26,52.38
2,6E-15,2.84E+10,80,38,1.08E-04,9.13E-01,9.944,7.939,49.56,49.66
2,6E-15,2.84E+10,80,38,1.08E-04,9.13E-01,9.944,7.939,49.56,49.66
2,6E-15,2.84E+10,80,38,1.08E-04,9.13E-01,9.944,7.939,49.56,49.66
2,6E-15,2.84E+10,80,38,1.08E-04,9.13E-01,9.944,7.939,49.56,49.66
6,4E-15,3.24E+10,90,58,1.11E-04,9.14E-01,21.89,7.06,44.26,44.37
6,8E-15,3.24E+10,90,45,1.11E-04,9.14E-01,16.1,7.577,47.38,47.49
6,8E-15,2.56E+10,90,58,1.11E-04,9.15E-01,15.07,6.594,41.46,41.57
4,8E-15,2.44E+10,90,58,1.10E-04,9.15E-01,12.06,7.072,44.34,44.45
4,8E-15,2.44E+10,90,58,1.10E-04,9.15E-01,12.06,7.072,44.34,44.45
4,6E-15,2.84E+10,80,58,1.10E-04,9.15E-01,14.81,8.46,52.69,52.82
4,6E-15,2.84E+10,80,58,1.10E-04,9.15E-01,14.81,8.46,52.69,52.82
4,6E-15,2.84E+10,80,58,1.10E-04,9.15E-01,14.81,8.46,52.69,52.82
4,6E-15,2.84E+10,80,58,1.10E-04,9.15E-01,14.81,8.46,52.69,52.82
4,6E-15,2.84E+10,80,58,1.10E-04,9.15E-01,14.81,8.46,52.69,52.82
4,6E-15,2.84E+10,80,58,1.10E-04,9.15E-01,14.81,8.46,52.69,52.82
4,6E-15,2.84E+10,80,58,1.10E-04,9.15E-01,14.81,8.46,52.69,52.82
4,6E-15,2.84E+10,80,58,1.10E-04,9.15E-01,14.81,8.46,52.69,52.82
2,4E-15,3.64E+10,80,38,1.08E-04,9.15E-01,13.82,8.026,50.08,50.2
2,4E-15,3.64E+10,80,38,1.08E-04,9.15E-01,13.82,8.026,50.08,50.2
4,2E-15,3.64E+10,90,58,1.09E-04,9.16E-01,26.12,6.34,39.93,40.04
4,2E-15,3.64E+10,90,58,1.09E-04,9.16E-01,26.12,6.34,39.93,40.04
6,8E-15,3.64E+10,90,38,1.11E-04,9.16E-01,16.71,7.689,48.06,48.17
4,8E-15,2.56E+10,70,58,1.10E-04,9.17E-01,12.48,7.072,44.34,44.45
4,8E-15,2.56E+10,70,58,1.10E-04,9.17E-01,12.48,7.072,44.34,44.45
4,4E-15,3.24E+10,80,58,1.10E-04,9.17E-01,18.93,7.261,45.48,45.59
4,4E-15,3.24E+10,80,58,1.10E-04,9.17E-01,18.93,7.261,45.48,45.59
4,4E-15,3.24E+10,80,58,1.10E-04,9.17E-01,18.93,7.261,45.48,45.59
4,4E-15,3.24E+10,80,58,1.10E-04,9.17E-01,18.93,7.261,45.48,45.59
6,2E-15,3.64E+10,90,58,1.11E-04,9.18E-01,29.04,5.832,36.88,36.98
6,8E-15,2.84E+10,70,58,1.11E-04,9.19E-01,15.69,8.428,52.5,52.63
6,6E-15,2.84E+10,90,58,1.11E-04,9.19E-01,17.76,7.816,48.82,48.94
6,6E-15,2.84E+10,90,58,1.11E-04,9.19E-01,17.76,7.816,48.82,48.94
4,8E-15,2.84E+10,90,45,1.10E-04,9.19E-01,12.66,8.39,52.28,52.39
4,8E-15,2.84E+10,90,45,1.10E-04,9.19E-01,12.66,8.39,52.28,52.39
4,8E-15,3.24E+10,80,38,1.10E-04,9.20E-01,13.16,7.666,47.92,48.02
4,8E-15,3.24E+10,80,38,1.10E-04,9.20E-01,13.16,7.666,47.92,48.02
4,8E-15,3.24E+10,80,38,1.10E-04,9.20E-01,13.16,7.666,47.92,48.02
4,8E-15,3.24E+10,80,38,1.10E-04,9.20E-01,13.16,7.666,47.92,48.02
4,6E-15,3.24E+10,90,45,1.09E-04,9.21E-01,15.4,7.568,47.32,47.43
4,6E-15,3.24E+10,90,45,1.09E-04,9.21E-01,15.4,7.568,47.32,47.43
4,6E-15,3.24E+10,90,45,1.09E-04,9.21E-01,15.4,7.568,47.32,47.43
4,6E-15,3.64E+10,90,38,1.10E-04,9.21E-01,15.91,7.756,48.46,48.57
4,6E-15,3.64E+10,90,38,1.10E-04,9.21E-01,15.91,7.756,48.46,48.57
4,6E-15,3.64E+10,90,38,1.10E-04,9.21E-01,15.91,7.756,48.46,48.57
4,6E-15,3.64E+10,90,38,1.10E-04,9.21E-01,15.91,7.756,48.46,48.57
2,4E-15,2.56E+10,90,58,1.07E-04,9.22E-01,12.74,6.831,42.89,43
2,4E-15,3.24E+10,80,45,1.08E-04,9.22E-01,13.51,7.616,47.61,47.72
2,4E-15,3.24E+10,80,45,1.08E-04,9.22E-01,13.51,7.616,47.61,47.72
6,6E-15,3.64E+10,80,45,1.11E-04,9.22E-01,19.59,7.409,46.37,46.48
6,6E-15,3.64E+10,80,45,1.11E-04,9.22E-01,19.59,7.409,46.37,46.48
6,6E-15,3.64E+10,80,45,1.11E-04,9.22E-01,19.59,7.409,46.37,46.48
6,6E-15,3.64E+10,80,45,1.11E-04,9.22E-01,19.59,7.409,46.37,46.48
2,6E-15,2.84E+10,70,38,1.08E-04,9.22E-01,10.03,7.871,49.15,49.25
2,6E-15,2.84E+10,70,38,1.08E-04,9.22E-01,10.03,7.871,49.15,49.25
2,6E-15,2.56E+10,70,45,1.08E-04,9.24E-01,9.889,7.472,46.74,46.87
2,6E-15,2.56E+10,70,45,1.08E-04,9.24E-01,9.889,7.472,46.74,46.87
6,8E-15,3.24E+10,80,45,1.11E-04,9.24E-01,16.36,7.462,46.69,46.8
6,8E-15,3.24E+10,80,45,1.11E-04,9.24E-01,16.36,7.462,46.69,46.8
6,8E-15,3.64E+10,80,38,1.11E-04,9.24E-01,16.95,7.75,48.42,48.54
6,8E-15,3.64E+10,80,38,1.11E-04,9.24E-01,16.95,7.75,48.42,48.54
4,6E-15,2.56E+10,90,58,1.09E-04,9.25E-01,14.53,6.65,41.8,41.91
4,6E-15,2.56E+10,90,58,1.09E-04,9.25E-01,14.53,6.65,41.8,41.91
4,6E-15,2.56E+10,90,58,1.09E-04,9.25E-01,14.53,6.65,41.8,41.91
4,6E-15,2.56E+10,90,58,1.09E-04,9.25E-01,14.53,6.65,41.8,41.91
2,6E-15,2.56E+10,90,38,1.07E-04,9.25E-01,9.853,7.127,44.67,44.79
2,6E-15,2.56E+10,90,38,1.07E-04,9.25E-01,9.853,7.127,44.67,44.79
2,4E-15,3.64E+10,70,38,1.08E-04,9.25E-01,14,7.94,49.56,49.68
4,8E-15,2.44E+10,80,58,1.10E-04,9.25E-01,12.26,7.028,44.08,44.18
4,8E-15,2.44E+10,80,58,1.10E-04,9.25E-01,12.26,7.028,44.08,44.18
4,8E-15,2.44E+10,80,58,1.10E-04,9.25E-01,12.26,7.028,44.08,44.18
4,8E-15,2.44E+10,80,58,1.10E-04,9.25E-01,12.26,7.028,44.08,44.18
2,2E-15,3.64E+10,70,58,1.08E-04,9.26E-01,20.98,7.267,45.51,45.63
6,4E-15,3.24E+10,80,58,1.11E-04,9.26E-01,22.38,6.971,43.73,43.84
6,4E-15,3.24E+10,80,58,1.11E-04,9.26E-01,22.38,6.971,43.73,43.84
6,8E-15,2.56E+10,80,58,1.11E-04,9.27E-01,15.36,6.648,41.79,41.9
6,8E-15,2.56E+10,80,58,1.11E-04,9.27E-01,15.36,6.648,41.79,41.9
4,2E-15,3.64E+10,80,58,1.10E-04,9.28E-01,26.69,6.361,40.06,40.17
4,2E-15,3.64E+10,80,58,1.10E-04,9.28E-01,26.69,6.361,40.06,40.17
4,2E-15,3.64E+10,80,58,1.10E-04,9.28E-01,26.69,6.361,40.06,40.17
4,2E-15,3.64E+10,80,58,1.10E-04,9.28E-01,26.69,6.361,40.06,40.17
2,4E-15,2.84E+10,70,58,1.08E-04,9.28E-01,13.2,8.293,51.69,51.81
2,2E-15,3.24E+10,90,58,1.08E-04,9.28E-01,20,7.137,44.73,44.84
6,2E-15,3.64E+10,80,58,1.11E-04,9.29E-01,29.63,5.845,36.95,37.06
6,2E-15,3.64E+10,80,58,1.11E-04,9.29E-01,29.63,5.845,36.95,37.06
4,8E-15,3.24E+10,70,38,1.10E-04,9.29E-01,13.32,7.535,47.13,47.23
4,8E-15,3.24E+10,70,38,1.10E-04,9.29E-01,13.32,7.535,47.13,47.23
4,8E-15,2.84E+10,80,45,1.10E-04,9.30E-01,12.84,8.346,52.01,52.13
4,8E-15,2.84E+10,80,45,1.10E-04,9.30E-01,12.84,8.346,52.01,52.13
4,8E-15,2.84E+10,80,45,1.10E-04,9.30E-01,12.84,8.346,52.01,52.13
4,8E-15,2.84E+10,80,45,1.10E-04,9.30E-01,12.84,8.346,52.01,52.13
4,6E-15,3.64E+10,80,38,1.10E-04,9.30E-01,16.13,7.783,48.62,48.73
4,6E-15,3.64E+10,80,38,1.10E-04,9.30E-01,16.13,7.783,48.62,48.73
4,6E-15,3.64E+10,80,38,1.10E-04,9.30E-01,16.13,7.783,48.62,48.73
4,6E-15,3.64E+10,80,38,1.10E-04,9.30E-01,16.13,7.783,48.62,48.73
4,6E-15,3.64E+10,80,38,1.10E-04,9.30E-01,16.13,7.783,48.62,48.73
4,6E-15,3.64E+10,80,38,1.10E-04,9.30E-01,16.13,7.783,48.62,48.73
4,6E-15,3.64E+10,80,38,1.10E-04,9.30E-01,16.13,7.783,48.62,48.73
4,6E-15,3.64E+10,80,38,1.10E-04,9.30E-01,16.13,7.783,48.62,48.73
4,6E-15,2.84E+10,70,58,1.10E-04,9.30E-01,15.12,8.386,52.25,52.38
4,6E-15,2.84E+10,70,58,1.10E-04,9.30E-01,15.12,8.386,52.25,52.38
4,6E-15,2.84E+10,70,58,1.10E-04,9.30E-01,15.12,8.386,52.25,52.38
4,6E-15,2.84E+10,70,58,1.10E-04,9.30E-01,15.12,8.386,52.25,52.38
4,4E-15,3.64E+10,90,45,1.09E-04,9.31E-01,19.96,7.25,45.41,45.53
4,4E-15,3.64E+10,90,45,1.09E-04,9.31E-01,19.96,7.25,45.41,45.53
4,6E-15,3.24E+10,80,45,1.10E-04,9.31E-01,15.65,7.448,46.6,46.71
4,6E-15,3.24E+10,80,45,1.10E-04,9.31E-01,15.65,7.448,46.6,46.71
4,6E-15,3.24E+10,80,45,1.10E-04,9.31E-01,15.65,7.448,46.6,46.71
4,6E-15,3.24E+10,80,45,1.10E-04,9.31E-01,15.65,7.448,46.6,46.71
4,6E-15,3.24E+10,80,45,1.10E-04,9.31E-01,15.65,7.448,46.6,46.71
4,6E-15,3.24E+10,80,45,1.10E-04,9.31E-01,15.65,7.448,46.6,46.71
4,6E-15,3.24E+10,80,45,1.10E-04,9.31E-01,15.65,7.448,46.6,46.71
4,6E-15,3.24E+10,80,45,1.10E-04,9.31E-01,15.65,7.448,46.6,46.71
4,4E-15,3.24E+10,70,58,1.10E-04,9.32E-01,19.41,7.134,44.71,44.82
4,4E-15,3.24E+10,70,58,1.10E-04,9.32E-01,19.41,7.134,44.71,44.82
6,6E-15,2.84E+10,80,58,1.11E-04,9.32E-01,18.16,7.798,48.71,48.83
6,6E-15,2.84E+10,80,58,1.11E-04,9.32E-01,18.16,7.798,48.71,48.83
6,6E-15,2.84E+10,80,58,1.11E-04,9.32E-01,18.16,7.798,48.71,48.83
6,6E-15,2.84E+10,80,58,1.11E-04,9.32E-01,18.16,7.798,48.71,48.83
2,6E-15,2.44E+10,90,45,1.08E-04,9.33E-01,9.682,6.933,43.5,43.61
2,6E-15,2.44E+10,90,45,1.08E-04,9.33E-01,9.682,6.933,43.5,43.61
2,4E-15,3.24E+10,70,45,1.08E-04,9.33E-01,13.71,7.483,46.81,46.92
6,6E-15,3.64E+10,70,45,1.11E-04,9.34E-01,19.98,7.445,46.58,46.7
6,6E-15,3.64E+10,70,45,1.11E-04,9.34E-01,19.98,7.445,46.58,46.7
6,8E-15,2.44E+10,90,58,1.11E-04,9.34E-01,15.07,6.947,43.58,43.69
6,8E-15,3.64E+10,70,38,1.11E-04,9.34E-01,17.22,7.771,48.55,48.66
2,6E-15,2.56E+10,80,38,1.08E-04,9.35E-01,9.944,7.227,45.27,45.39
2,6E-15,2.56E+10,80,38,1.08E-04,9.35E-01,9.944,7.227,45.27,45.39
2,6E-15,2.56E+10,80,38,1.08E-04,9.35E-01,9.944,7.227,45.27,45.39
2,6E-15,2.56E+10,80,38,1.08E-04,9.35E-01,9.944,7.227,45.27,45.39
2,4E-15,2.56E+10,80,58,1.08E-04,9.35E-01,12.97,6.893,43.26,43.37
2,4E-15,2.56E+10,80,58,1.08E-04,9.35E-01,12.97,6.893,43.26,43.37
6,8E-15,3.24E+10,70,45,1.11E-04,9.36E-01,16.65,7.327,45.87,45.98
4,8E-15,2.56E+10,90,45,1.09E-04,9.36E-01,12.66,6.703,42.12,42.23
4,8E-15,2.56E+10,90,45,1.09E-04,9.36E-01,12.66,6.703,42.12,42.23
6,6E-15,2.56E+10,90,58,1.11E-04,9.37E-01,17.76,6.357,40.04,40.15
6,6E-15,2.56E+10,90,58,1.11E-04,9.37E-01,17.76,6.357,40.04,40.15
4,4E-15,2.84E+10,90,58,1.10E-04,9.37E-01,18.49,7.608,47.57,47.68
4,4E-15,2.84E+10,90,58,1.10E-04,9.37E-01,18.49,7.608,47.57,47.68
4,6E-15,2.56E+10,80,58,1.09E-04,9.38E-01,14.81,6.703,42.12,42.23
4,6E-15,2.56E+10,80,58,1.09E-04,9.38E-01,14.81,6.703,42.12,42.23
4,6E-15,2.56E+10,80,58,1.09E-04,9.38E-01,14.81,6.703,42.12,42.23
4,6E-15,2.56E+10,80,58,1.09E-04,9.38E-01,14.81,6.703,42.12,42.23
4,6E-15,2.56E+10,80,58,1.09E-04,9.38E-01,14.81,6.703,42.12,42.23
4,6E-15,2.56E+10,80,58,1.09E-04,9.38E-01,14.81,6.703,42.12,42.23
4,6E-15,2.56E+10,80,58,1.09E-04,9.38E-01,14.81,6.703,42.12,42.23
4,6E-15,2.56E+10,80,58,1.09E-04,9.38E-01,14.81,6.703,42.12,42.23
4,8E-15,2.44E+10,70,58,1.10E-04,9.40E-01,12.48,6.973,43.75,43.85
4,8E-15,2.44E+10,70,58,1.10E-04,9.40E-01,12.48,6.973,43.75,43.85
4,2E-15,3.24E+10,90,58,1.09E-04,9.40E-01,26.12,6.595,41.47,41.57
4,2E-15,3.24E+10,90,58,1.09E-04,9.40E-01,26.12,6.595,41.47,41.57
4,6E-15,3.64E+10,70,38,1.10E-04,9.40E-01,16.37,7.764,48.5,48.62
4,6E-15,3.64E+10,70,38,1.10E-04,9.40E-01,16.37,7.764,48.5,48.62
4,6E-15,3.64E+10,70,38,1.10E-04,9.40E-01,16.37,7.764,48.5,48.62
4,6E-15,3.64E+10,70,38,1.10E-04,9.40E-01,16.37,7.764,48.5,48.62
6,2E-15,3.24E+10,90,58,1.11E-04,9.40E-01,29.04,6.222,39.22,39.33
2,6E-15,2.44E+10,80,45,1.08E-04,9.40E-01,9.786,6.897,43.28,43.39
2,6E-15,2.44E+10,80,45,1.08E-04,9.40E-01,9.786,6.897,43.28,43.39
2,6E-15,2.44E+10,80,45,1.08E-04,9.40E-01,9.786,6.897,43.28,43.39
2,6E-15,2.44E+10,80,45,1.08E-04,9.40E-01,9.786,6.897,43.28,43.39
6,8E-15,2.56E+10,70,58,1.11E-04,9.41E-01,15.69,6.708,42.15,42.26
2,4E-15,3.24E+10,90,38,1.08E-04,9.41E-01,13.65,7.576,47.38,47.48
4,8E-15,2.84E+10,70,45,1.10E-04,9.41E-01,13.02,8.265,51.52,51.64
4,8E-15,2.84E+10,70,45,1.10E-04,9.41E-01,13.02,8.265,51.52,51.64
4,4E-15,3.64E+10,80,45,1.10E-04,9.41E-01,20.33,7.293,45.67,45.78
4,4E-15,3.64E+10,80,45,1.10E-04,9.41E-01,20.33,7.293,45.67,45.78
4,4E-15,3.64E+10,80,45,1.10E-04,9.41E-01,20.33,7.293,45.67,45.78
4,4E-15,3.64E+10,80,45,1.10E-04,9.41E-01,20.33,7.293,45.67,45.78
6,4E-15,3.24E+10,70,58,1.11E-04,9.42E-01,22.94,6.859,43.06,43.17
2,2E-15,3.24E+10,80,58,1.08E-04,9.42E-01,20.47,7.036,44.12,44.23
2,2E-15,3.24E+10,80,58,1.08E-04,9.42E-01,20.47,7.036,44.12,44.23
4,2E-15,3.64E+10,70,58,1.09E-04,9.42E-01,27.36,6.367,40.1,40.21
4,2E-15,3.64E+10,70,58,1.09E-04,9.42E-01,27.36,6.367,40.1,40.21
2,4E-15,2.44E+10,90,58,1.08E-04,9.43E-01,12.74,6.953,43.62,43.73
6,2E-15,3.64E+10,70,58,1.11E-04,9.43E-01,30.37,5.846,36.95,37.06
4,6E-15,3.24E+10,70,45,1.10E-04,9.43E-01,15.91,7.316,45.81,45.92
4,6E-15,3.24E+10,70,45,1.10E-04,9.43E-01,15.91,7.316,45.81,45.92
4,6E-15,3.24E+10,70,45,1.10E-04,9.43E-01,15.91,7.316,45.81,45.92
4,6E-15,3.24E+10,70,45,1.10E-04,9.43E-01,15.91,7.316,45.81,45.92
6,6E-15,3.24E+10,90,45,1.11E-04,9.43E-01,19.23,7.257,45.45,45.56
6,6E-15,3.24E+10,90,45,1.11E-04,9.43E-01,19.23,7.257,45.45,45.56
4,6E-15,2.44E+10,90,58,1.10E-04,9.44E-01,14.53,6.932,43.5,43.6
4,6E-15,2.44E+10,90,58,1.10E-04,9.44E-01,14.53,6.932,43.5,43.6
4,6E-15,2.44E+10,90,58,1.10E-04,9.44E-01,14.53,6.932,43.5,43.6
4,6E-15,2.44E+10,90,58,1.10E-04,9.44E-01,14.53,6.932,43.5,43.6
6,4E-15,2.84E+10,90,58,1.11E-04,9.44E-01,21.89,6.975,43.75,43.86
2,6E-15,2.56E+10,70,38,1.08E-04,9.45E-01,10.03,7.344,45.97,46.1
2,6E-15,2.56E+10,70,38,1.08E-04,9.45E-01,10.03,7.344,45.97,46.1
6,4E-15,3.64E+10,90,45,1.11E-04,9.46E-01,24.01,6.75,42.4,42.51
6,8E-15,2.44E+10,80,58,1.12E-04,9.48E-01,15.36,6.924,43.45,43.55
6,8E-15,2.44E+10,80,58,1.12E-04,9.48E-01,15.36,6.924,43.45,43.55
6,6E-15,2.84E+10,70,58,1.11E-04,9.48E-01,18.62,7.741,48.37,48.48
6,6E-15,2.84E+10,70,58,1.11E-04,9.48E-01,18.62,7.741,48.37,48.48
4,8E-15,2.56E+10,80,45,1.10E-04,9.48E-01,12.84,6.779,42.57,42.69
4,8E-15,2.56E+10,80,45,1.10E-04,9.48E-01,12.84,6.779,42.57,42.69
4,8E-15,2.56E+10,80,45,1.10E-04,9.48E-01,12.84,6.779,42.57,42.69
4,8E-15,2.56E+10,80,45,1.10E-04,9.48E-01,12.84,6.779,42.57,42.69
6,6E-15,3.64E+10,90,38,1.11E-04,9.48E-01,20.1,7.201,45.12,45.23
6,6E-15,3.64E+10,90,38,1.11E-04,9.48E-01,20.1,7.201,45.12,45.23
2,4E-15,2.84E+10,90,45,1.08E-04,9.49E-01,13.32,8.191,51.07,51.19
6,8E-15,3.24E+10,90,38,1.11E-04,9.49E-01,16.71,7.381,46.2,46.31
6,8E-15,2.84E+10,90,45,1.11E-04,9.50E-01,16.1,8.09,50.47,50.58
2,4E-15,2.56E+10,70,58,1.08E-04,9.50E-01,13.2,6.961,43.67,43.78
4,8E-15,2.84E+10,90,38,1.10E-04,9.50E-01,13,8.227,51.29,51.4
4,8E-15,2.84E+10,90,38,1.10E-04,9.50E-01,13,8.227,51.29,51.4
2,4E-15,3.24E+10,80,38,1.08E-04,9.50E-01,13.82,7.459,46.67,46.78
2,4E-15,3.24E+10,80,38,1.08E-04,9.50E-01,13.82,7.459,46.67,46.78
2,6E-15,2.44E+10,70,45,1.08E-04,9.51E-01,9.889,6.858,43.05,43.16
2,6E-15,2.44E+10,70,45,1.08E-04,9.51E-01,9.889,6.858,43.05,43.16
6,6E-15,2.56E+10,80,58,1.11E-04,9.51E-01,18.16,6.395,40.26,40.38
6,6E-15,2.56E+10,80,58,1.11E-04,9.51E-01,18.16,6.395,40.26,40.38
6,6E-15,2.56E+10,80,58,1.11E-04,9.51E-01,18.16,6.395,40.26,40.38
6,6E-15,2.56E+10,80,58,1.11E-04,9.51E-01,18.16,6.395,40.26,40.38
4,4E-15,2.84E+10,80,58,1.10E-04,9.51E-01,18.93,7.577,47.38,47.5
4,4E-15,2.84E+10,80,58,1.10E-04,9.51E-01,18.93,7.577,47.38,47.5
4,4E-15,2.84E+10,80,58,1.10E-04,9.51E-01,18.93,7.577,47.38,47.5
4,4E-15,2.84E+10,80,58,1.10E-04,9.51E-01,18.93,7.577,47.38,47.5
4,6E-15,2.56E+10,70,58,1.10E-04,9.52E-01,15.12,6.762,42.47,42.59
4,6E-15,2.56E+10,70,58,1.10E-04,9.52E-01,15.12,6.762,42.47,42.59
4,6E-15,2.56E+10,70,58,1.10E-04,9.52E-01,15.12,6.762,42.47,42.59
4,6E-15,2.56E+10,70,58,1.10E-04,9.52E-01,15.12,6.762,42.47,42.59
4,6E-15,3.24E+10,90,38,1.10E-04,9.54E-01,15.91,7.386,46.23,46.33
4,6E-15,3.24E+10,90,38,1.10E-04,9.54E-01,15.91,7.386,46.23,46.33
4,6E-15,3.24E+10,90,38,1.10E-04,9.54E-01,15.91,7.386,46.23,46.33
4,6E-15,3.24E+10,90,38,1.10E-04,9.54E-01,15.91,7.386,46.23,46.33
4,2E-15,3.24E+10,80,58,1.09E-04,9.54E-01,26.69,6.518,41,41.11
4,2E-15,3.24E+10,80,58,1.09E-04,9.54E-01,26.69,6.518,41,41.11
4,2E-15,3.24E+10,80,58,1.09E-04,9.54E-01,26.69,6.518,41,41.11
4,2E-15,3.24E+10,80,58,1.09E-04,9.54E-01,26.69,6.518,41,41.11
6,2E-15,3.24E+10,80,58,1.11E-04,9.54E-01,29.63,6.161,38.86,38.96
6,2E-15,3.24E+10,80,58,1.11E-04,9.54E-01,29.63,6.161,38.86,38.96
6,6E-15,3.24E+10,80,45,1.11E-04,9.54E-01,19.59,7.159,44.86,44.97
6,6E-15,3.24E+10,80,45,1.11E-04,9.54E-01,19.59,7.159,44.86,44.97
6,6E-15,3.24E+10,80,45,1.11E-04,9.54E-01,19.59,7.159,44.86,44.97
6,6E-15,3.24E+10,80,45,1.11E-04,9.54E-01,19.59,7.159,44.86,44.97
4,4E-15,3.64E+10,70,45,1.10E-04,9.54E-01,20.73,7.31,45.77,45.89
4,4E-15,3.64E+10,70,45,1.10E-04,9.54E-01,20.73,7.31,45.77,45.89
4,4E-15,2.56E+10,90,58,1.09E-04,9.55E-01,18.49,6.298,39.68,39.8
4,4E-15,2.56E+10,90,58,1.09E-04,9.55E-01,18.49,6.298,39.68,39.8
6,4E-15,3.64E+10,80,45,1.11E-04,9.55E-01,24.43,6.796,42.68,42.79
6,4E-15,3.64E+10,80,45,1.11E-04,9.55E-01,24.43,6.796,42.68,42.79
2,2E-15,3.64E+10,90,45,1.08E-04,9.55E-01,21.54,7.053,44.23,44.34
2,6E-15,2.44E+10,90,38,1.08E-04,9.56E-01,9.853,6.829,42.88,42.98
2,6E-15,2.44E+10,90,38,1.08E-04,9.56E-01,9.853,6.829,42.88,42.98
6,6E-15,2.44E+10,90,58,1.11E-04,9.56E-01,17.76,6.595,41.47,41.57
6,6E-15,2.44E+10,90,58,1.11E-04,9.56E-01,17.76,6.595,41.47,41.57
4,6E-15,2.84E+10,90,45,1.10E-04,9.57E-01,15.4,8.114,50.61,50.73
4,6E-15,2.84E+10,90,45,1.10E-04,9.57E-01,15.4,8.114,50.61,50.73
4,6E-15,2.84E+10,90,45,1.10E-04,9.57E-01,15.4,8.114,50.61,50.73
6,6E-15,3.64E+10,80,38,1.11E-04,9.57E-01,20.42,7.26,45.47,45.58
6,6E-15,3.64E+10,80,38,1.11E-04,9.57E-01,20.42,7.26,45.47,45.58
6,6E-15,3.64E+10,80,38,1.11E-04,9.57E-01,20.42,7.26,45.47,45.58
6,6E-15,3.64E+10,80,38,1.11E-04,9.57E-01,20.42,7.26,45.47,45.58
