fin_main_sw,cap_load,frf,fin_battery_cap,Rout_LNA,Current Consumption,Output PP Amplitude,Tracking Bandwidth (GHz),ENOB,SNR,SFDR
2,4E-15,2.44E+10,80,58,1.08E-04,9.57E-01,12.97,6.902,43.31,43.42
2,4E-15,2.44E+10,80,58,1.08E-04,9.57E-01,12.97,6.902,43.31,43.42
6,8E-15,3.24E+10,80,38,1.11E-04,9.58E-01,16.95,7.269,45.52,45.63
6,8E-15,3.24E+10,80,38,1.11E-04,9.58E-01,16.95,7.269,45.52,45.63
2,8E-15,2.04E+10,90,58,1.08E-04,9.58E-01,7.458,8.2,51.13,51.24
2,2E-15,2.84E+10,90,58,1.08E-04,9.58E-01,20,7.273,45.55,45.66
4,6E-15,2.44E+10,80,58,1.10E-04,9.58E-01,14.81,6.894,43.26,43.37
4,6E-15,2.44E+10,80,58,1.10E-04,9.58E-01,14.81,6.894,43.26,43.37
4,6E-15,2.44E+10,80,58,1.10E-04,9.58E-01,14.81,6.894,43.26,43.37
4,6E-15,2.44E+10,80,58,1.10E-04,9.58E-01,14.81,6.894,43.26,43.37
4,6E-15,2.44E+10,80,58,1.10E-04,9.58E-01,14.81,6.894,43.26,43.37
4,6E-15,2.44E+10,80,58,1.10E-04,9.58E-01,14.81,6.894,43.26,43.37
4,6E-15,2.44E+10,80,58,1.10E-04,9.58E-01,14.81,6.894,43.26,43.37
4,6E-15,2.44E+10,80,58,1.10E-04,9.58E-01,14.81,6.894,43.26,43.37
2,2E-15,3.24E+10,70,58,1.08E-04,9.58E-01,20.98,6.909,43.36,43.47
6,4E-15,2.84E+10,80,58,1.11E-04,9.58E-01,22.38,6.928,43.47,43.58
6,4E-15,2.84E+10,80,58,1.11E-04,9.58E-01,22.38,6.928,43.47,43.58
4,8E-15,2.84E+10,80,38,1.10E-04,9.59E-01,13.16,8.19,51.07,51.18
4,8E-15,2.84E+10,80,38,1.10E-04,9.59E-01,13.16,8.19,51.07,51.18
4,8E-15,2.84E+10,80,38,1.10E-04,9.59E-01,13.16,8.19,51.07,51.18
4,8E-15,2.84E+10,80,38,1.10E-04,9.59E-01,13.16,8.19,51.07,51.18
2,4E-15,2.84E+10,80,45,1.08E-04,9.60E-01,13.51,8.146,50.81,50.92
2,4E-15,2.84E+10,80,45,1.08E-04,9.60E-01,13.51,8.146,50.81,50.92
4,4E-15,3.24E+10,90,45,1.09E-04,9.60E-01,19.96,7.14,44.75,44.86
4,4E-15,3.24E+10,90,45,1.09E-04,9.60E-01,19.96,7.14,44.75,44.86
2,4E-15,3.24E+10,70,38,1.08E-04,9.60E-01,14,7.334,45.91,46.02
6,8E-15,2.84E+10,80,45,1.11E-04,9.61E-01,16.36,8.088,50.46,50.57
6,8E-15,2.84E+10,80,45,1.11E-04,9.61E-01,16.36,8.088,50.46,50.57
4,8E-15,2.56E+10,70,45,1.10E-04,9.61E-01,13.02,6.864,43.09,43.2
4,8E-15,2.56E+10,70,45,1.10E-04,9.61E-01,13.02,6.864,43.09,43.2
6,4E-15,2.56E+10,90,58,1.11E-04,9.61E-01,21.89,5.965,37.68,37.81
4,6E-15,3.24E+10,80,38,1.10E-04,9.63E-01,16.13,7.274,45.55,45.66
4,6E-15,3.24E+10,80,38,1.10E-04,9.63E-01,16.13,7.274,45.55,45.66
4,6E-15,3.24E+10,80,38,1.10E-04,9.63E-01,16.13,7.274,45.55,45.66
4,6E-15,3.24E+10,80,38,1.10E-04,9.63E-01,16.13,7.274,45.55,45.66
4,6E-15,3.24E+10,80,38,1.10E-04,9.63E-01,16.13,7.274,45.55,45.66
4,6E-15,3.24E+10,80,38,1.10E-04,9.63E-01,16.13,7.274,45.55,45.66
4,6E-15,3.24E+10,80,38,1.10E-04,9.63E-01,16.13,7.274,45.55,45.66
4,6E-15,3.24E+10,80,38,1.10E-04,9.63E-01,16.13,7.274,45.55,45.66
6,8E-15,2.44E+10,70,58,1.12E-04,9.63E-01,15.69,6.88,43.19,43.29
4,8E-15,2.44E+10,90,45,1.10E-04,9.63E-01,12.66,6.882,43.2,43.3
4,8E-15,2.44E+10,90,45,1.10E-04,9.63E-01,12.66,6.882,43.2,43.3
2,6E-15,2.44E+10,80,38,1.08E-04,9.63E-01,9.944,6.796,42.68,42.78
2,6E-15,2.44E+10,80,38,1.08E-04,9.63E-01,9.944,6.796,42.68,42.78
2,6E-15,2.44E+10,80,38,1.08E-04,9.63E-01,9.944,6.796,42.68,42.78
2,6E-15,2.44E+10,80,38,1.08E-04,9.63E-01,9.944,6.796,42.68,42.78
4,8E-15,2.56E+10,90,38,1.09E-04,9.64E-01,13,6.578,41.36,41.47
4,8E-15,2.56E+10,90,38,1.09E-04,9.64E-01,13,6.578,41.36,41.47
2,4E-15,2.56E+10,90,45,1.07E-04,9.64E-01,13.32,6.627,41.66,41.77
6,8E-15,2.56E+10,90,45,1.11E-04,9.64E-01,16.1,6.391,40.24,40.35
4,4E-15,3.64E+10,90,38,1.10E-04,9.65E-01,20.81,7.119,44.62,44.73
4,4E-15,3.64E+10,90,38,1.10E-04,9.65E-01,20.81,7.119,44.62,44.73
2,2E-15,3.64E+10,80,45,1.08E-04,9.66E-01,21.93,7.087,44.43,44.54
2,2E-15,3.64E+10,80,45,1.08E-04,9.66E-01,21.93,7.087,44.43,44.54
6,4E-15,3.64E+10,70,45,1.11E-04,9.67E-01,24.92,6.832,42.9,43.01
6,6E-15,3.24E+10,70,45,1.11E-04,9.67E-01,19.98,7.038,44.13,44.24
6,6E-15,3.24E+10,70,45,1.11E-04,9.67E-01,19.98,7.038,44.13,44.24
2,8E-15,2.04E+10,80,58,1.08E-04,9.67E-01,7.53,8.384,52.24,52.35
2,8E-15,2.04E+10,80,58,1.08E-04,9.67E-01,7.53,8.384,52.24,52.35
6,6E-15,2.56E+10,70,58,1.11E-04,9.68E-01,18.62,6.436,40.51,40.63
6,6E-15,2.56E+10,70,58,1.11E-04,9.68E-01,18.62,6.436,40.51,40.63
4,6E-15,2.84E+10,80,45,1.10E-04,9.68E-01,15.65,8.099,50.52,50.63
4,6E-15,2.84E+10,80,45,1.10E-04,9.68E-01,15.65,8.099,50.52,50.63
4,6E-15,2.84E+10,80,45,1.10E-04,9.68E-01,15.65,8.099,50.52,50.63
4,6E-15,2.84E+10,80,45,1.10E-04,9.68E-01,15.65,8.099,50.52,50.63
4,6E-15,2.84E+10,80,45,1.10E-04,9.68E-01,15.65,8.099,50.52,50.63
4,6E-15,2.84E+10,80,45,1.10E-04,9.68E-01,15.65,8.099,50.52,50.63
4,6E-15,2.84E+10,80,45,1.10E-04,9.68E-01,15.65,8.099,50.52,50.63
4,6E-15,2.84E+10,80,45,1.10E-04,9.68E-01,15.65,8.099,50.52,50.63
4,2E-15,2.84E+10,90,58,1.09E-04,9.68E-01,26.12,6.339,39.93,40.03
4,2E-15,2.84E+10,90,58,1.09E-04,9.68E-01,26.12,6.339,39.93,40.03
4,4E-15,2.84E+10,70,58,1.10E-04,9.68E-01,19.41,7.509,46.97,47.08
4,4E-15,2.84E+10,70,58,1.10E-04,9.68E-01,19.41,7.509,46.97,47.08
6,8E-15,3.24E+10,70,38,1.11E-04,9.68E-01,17.22,7.146,44.79,44.89
6,6E-15,3.64E+10,70,38,1.11E-04,9.68E-01,20.77,7.299,45.71,45.82
6,6E-15,3.64E+10,70,38,1.11E-04,9.68E-01,20.77,7.299,45.71,45.82
6,2E-15,2.84E+10,90,58,1.11E-04,9.68E-01,29.04,5.932,37.48,37.58
4,8E-15,2.84E+10,70,38,1.10E-04,9.70E-01,13.32,8.113,50.61,50.72
4,8E-15,2.84E+10,70,38,1.10E-04,9.70E-01,13.32,8.113,50.61,50.72
4,4E-15,2.56E+10,80,58,1.09E-04,9.70E-01,18.93,6.327,39.85,39.98
4,4E-15,2.56E+10,80,58,1.09E-04,9.70E-01,18.93,6.327,39.85,39.98
4,4E-15,2.56E+10,80,58,1.09E-04,9.70E-01,18.93,6.327,39.85,39.98
4,4E-15,2.56E+10,80,58,1.09E-04,9.70E-01,18.93,6.327,39.85,39.98
6,2E-15,3.24E+10,70,58,1.11E-04,9.70E-01,30.37,6.084,38.39,38.5
4,2E-15,3.24E+10,70,58,1.09E-04,9.71E-01,27.36,6.421,40.42,40.53
4,2E-15,3.24E+10,70,58,1.09E-04,9.71E-01,27.36,6.421,40.42,40.53
4,6E-15,2.56E+10,90,45,1.09E-04,9.71E-01,15.4,6.451,40.6,40.71
4,6E-15,2.56E+10,90,45,1.09E-04,9.71E-01,15.4,6.451,40.6,40.71
4,6E-15,2.56E+10,90,45,1.09E-04,9.71E-01,15.4,6.451,40.6,40.71
4,6E-15,2.56E+10,90,45,1.09E-04,9.71E-01,15.4,6.451,40.6,40.71
6,6E-15,2.44E+10,80,58,1.12E-04,9.71E-01,18.16,6.571,41.32,41.43
6,6E-15,2.44E+10,80,58,1.12E-04,9.71E-01,18.16,6.571,41.32,41.43
6,6E-15,2.44E+10,80,58,1.12E-04,9.71E-01,18.16,6.571,41.32,41.43
6,6E-15,2.44E+10,80,58,1.12E-04,9.71E-01,18.16,6.571,41.32,41.43
4,4E-15,3.24E+10,80,45,1.10E-04,9.71E-01,20.33,7.042,44.16,44.27
4,4E-15,3.24E+10,80,45,1.10E-04,9.71E-01,20.33,7.042,44.16,44.27
4,4E-15,3.24E+10,80,45,1.10E-04,9.71E-01,20.33,7.042,44.16,44.27
4,4E-15,3.24E+10,80,45,1.10E-04,9.71E-01,20.33,7.042,44.16,44.27
6,4E-15,3.24E+10,90,45,1.11E-04,9.72E-01,24.01,6.923,43.44,43.55
2,6E-15,2.44E+10,70,38,1.08E-04,9.72E-01,10.03,6.762,42.47,42.58
2,6E-15,2.44E+10,70,38,1.08E-04,9.72E-01,10.03,6.762,42.47,42.58
2,4E-15,2.84E+10,70,45,1.08E-04,9.73E-01,13.71,8.061,50.29,50.41
4,4E-15,2.44E+10,90,58,1.10E-04,9.73E-01,18.49,6.451,40.6,40.7
4,4E-15,2.44E+10,90,58,1.10E-04,9.73E-01,18.49,6.451,40.6,40.7
2,4E-15,2.44E+10,70,58,1.08E-04,9.73E-01,13.2,6.839,42.94,43.04
6,8E-15,2.84E+10,70,45,1.11E-04,9.73E-01,16.65,8.032,50.12,50.23
4,2E-15,3.64E+10,90,45,1.09E-04,9.73E-01,28.96,6.14,38.73,38.83
4,2E-15,3.64E+10,90,45,1.09E-04,9.73E-01,28.96,6.14,38.73,38.83
4,6E-15,3.24E+10,70,38,1.10E-04,9.73E-01,16.37,7.152,44.82,44.92
4,6E-15,3.24E+10,70,38,1.10E-04,9.73E-01,16.37,7.152,44.82,44.92
4,6E-15,3.24E+10,70,38,1.10E-04,9.73E-01,16.37,7.152,44.82,44.92
4,6E-15,3.24E+10,70,38,1.10E-04,9.73E-01,16.37,7.152,44.82,44.92
2,2E-15,2.84E+10,80,58,1.08E-04,9.74E-01,20.47,7.226,45.27,45.38
2,2E-15,2.84E+10,80,58,1.08E-04,9.74E-01,20.47,7.226,45.27,45.38
4,8E-15,2.56E+10,80,38,1.10E-04,9.74E-01,13.16,6.658,41.84,41.96
4,8E-15,2.56E+10,80,38,1.10E-04,9.74E-01,13.16,6.658,41.84,41.96
4,8E-15,2.56E+10,80,38,1.10E-04,9.74E-01,13.16,6.658,41.84,41.96
4,8E-15,2.56E+10,80,38,1.10E-04,9.74E-01,13.16,6.658,41.84,41.96
4,6E-15,2.44E+10,70,58,1.10E-04,9.74E-01,15.12,6.84,42.94,43.05
4,6E-15,2.44E+10,70,58,1.10E-04,9.74E-01,15.12,6.84,42.94,43.05
4,6E-15,2.44E+10,70,58,1.10E-04,9.74E-01,15.12,6.84,42.94,43.05
4,6E-15,2.44E+10,70,58,1.10E-04,9.74E-01,15.12,6.84,42.94,43.05
4,8E-15,2.44E+10,80,45,1.10E-04,9.74E-01,12.84,6.843,42.96,43.07
4,8E-15,2.44E+10,80,45,1.10E-04,9.74E-01,12.84,6.843,42.96,43.07
4,8E-15,2.44E+10,80,45,1.10E-04,9.74E-01,12.84,6.843,42.96,43.07
4,8E-15,2.44E+10,80,45,1.10E-04,9.74E-01,12.84,6.843,42.96,43.07
4,4E-15,3.64E+10,80,38,1.10E-04,9.75E-01,21.14,7.166,44.91,45.02
4,4E-15,3.64E+10,80,38,1.10E-04,9.75E-01,21.14,7.166,44.91,45.02
4,4E-15,3.64E+10,80,38,1.10E-04,9.75E-01,21.14,7.166,44.91,45.02
4,4E-15,3.64E+10,80,38,1.10E-04,9.75E-01,21.14,7.166,44.91,45.02
6,4E-15,2.84E+10,70,58,1.11E-04,9.75E-01,22.94,6.861,43.07,43.18
2,2E-15,2.56E+10,90,58,1.07E-04,9.75E-01,20,6.163,38.86,38.99
6,6E-15,2.84E+10,90,45,1.11E-04,9.75E-01,19.23,7.537,47.14,47.25
6,6E-15,2.84E+10,90,45,1.11E-04,9.75E-01,19.23,7.537,47.14,47.25
6,8E-15,2.56E+10,80,45,1.11E-04,9.76E-01,16.36,6.452,40.61,40.72
6,8E-15,2.56E+10,80,45,1.11E-04,9.76E-01,16.36,6.452,40.61,40.72
6,2E-15,3.64E+10,90,45,1.11E-04,9.76E-01,32.92,5.644,35.74,35.85
2,4E-15,2.84E+10,90,38,1.08E-04,9.76E-01,13.65,8.036,50.14,50.26
2,4E-15,2.56E+10,80,45,1.08E-04,9.76E-01,13.51,6.697,42.08,42.19
2,4E-15,2.56E+10,80,45,1.08E-04,9.76E-01,13.51,6.697,42.08,42.19
2,8E-15,2.04E+10,70,58,1.08E-04,9.76E-01,7.6,8.597,53.52,53.63
6,4E-15,2.56E+10,80,58,1.11E-04,9.76E-01,22.38,5.978,37.75,37.9
6,4E-15,2.56E+10,80,58,1.11E-04,9.76E-01,22.38,5.978,37.75,37.9
6,6E-15,3.24E+10,90,38,1.11E-04,9.77E-01,20.1,7.122,44.64,44.75
6,6E-15,3.24E+10,90,38,1.11E-04,9.77E-01,20.1,7.122,44.64,44.75
6,4E-15,2.44E+10,90,58,1.11E-04,9.77E-01,21.89,5.89,37.22,37.33
6,4E-15,3.64E+10,90,38,1.11E-04,9.79E-01,25.28,6.625,41.65,41.75
2,6E-15,2.04E+10,90,58,1.08E-04,9.79E-01,9.375,10.81,66.84,67.11
2,6E-15,2.04E+10,90,58,1.08E-04,9.79E-01,9.375,10.81,66.84,67.11
2,2E-15,3.64E+10,70,45,1.08E-04,9.80E-01,22.38,7.098,44.49,44.6
4,6E-15,2.84E+10,70,45,1.10E-04,9.81E-01,15.91,8.031,50.11,50.23
4,6E-15,2.84E+10,70,45,1.10E-04,9.81E-01,15.91,8.031,50.11,50.23
4,6E-15,2.84E+10,70,45,1.10E-04,9.81E-01,15.91,8.031,50.11,50.23
4,6E-15,2.84E+10,70,45,1.10E-04,9.81E-01,15.91,8.031,50.11,50.23
2,2E-15,3.24E+10,90,45,1.08E-04,9.81E-01,21.54,6.987,43.83,43.93
6,8E-15,2.84E+10,90,38,1.11E-04,9.82E-01,16.71,7.881,49.21,49.32
6,4E-15,3.24E+10,80,45,1.11E-04,9.83E-01,24.43,6.842,42.96,43.06
6,4E-15,3.24E+10,80,45,1.11E-04,9.83E-01,24.43,6.842,42.96,43.06
4,2E-15,2.84E+10,80,58,1.10E-04,9.83E-01,26.69,6.285,39.6,39.71
4,2E-15,2.84E+10,80,58,1.10E-04,9.83E-01,26.69,6.285,39.6,39.71
4,2E-15,2.84E+10,80,58,1.10E-04,9.83E-01,26.69,6.285,39.6,39.71
4,2E-15,2.84E+10,80,58,1.10E-04,9.83E-01,26.69,6.285,39.6,39.71
6,2E-15,2.84E+10,80,58,1.11E-04,9.83E-01,29.63,5.883,37.18,37.29
6,2E-15,2.84E+10,80,58,1.11E-04,9.83E-01,29.63,5.883,37.18,37.29
4,6E-15,2.56E+10,80,45,1.10E-04,9.83E-01,15.65,6.512,40.97,41.08
4,6E-15,2.56E+10,80,45,1.10E-04,9.83E-01,15.65,6.512,40.97,41.08
4,6E-15,2.56E+10,80,45,1.10E-04,9.83E-01,15.65,6.512,40.97,41.08
4,6E-15,2.56E+10,80,45,1.10E-04,9.83E-01,15.65,6.512,40.97,41.08
4,6E-15,2.56E+10,80,45,1.10E-04,9.83E-01,15.65,6.512,40.97,41.08
4,6E-15,2.56E+10,80,45,1.10E-04,9.83E-01,15.65,6.512,40.97,41.08
4,6E-15,2.56E+10,80,45,1.10E-04,9.83E-01,15.65,6.512,40.97,41.08
4,6E-15,2.56E+10,80,45,1.10E-04,9.83E-01,15.65,6.512,40.97,41.08
6,2E-15,2.56E+10,90,58,1.11E-04,9.83E-01,29.04,5.209,33.12,33.27
4,2E-15,3.64E+10,80,45,1.10E-04,9.84E-01,29.45,6.161,38.85,38.96
4,2E-15,3.64E+10,80,45,1.10E-04,9.84E-01,29.45,6.161,38.85,38.96
4,2E-15,3.64E+10,80,45,1.10E-04,9.84E-01,29.45,6.161,38.85,38.96
4,2E-15,3.64E+10,80,45,1.10E-04,9.84E-01,29.45,6.161,38.85,38.96
4,2E-15,2.56E+10,90,58,1.09E-04,9.84E-01,26.12,5.542,35.13,35.28
4,2E-15,2.56E+10,90,58,1.09E-04,9.84E-01,26.12,5.542,35.13,35.28
2,8E-15,2.04E+10,90,45,1.08E-04,9.85E-01,7.644,8.498,52.93,53.04
4,4E-15,3.24E+10,70,45,1.10E-04,9.85E-01,20.73,6.928,43.47,43.58
4,4E-15,3.24E+10,70,45,1.10E-04,9.85E-01,20.73,6.928,43.47,43.58
4,8E-15,2.56E+10,70,38,1.10E-04,9.85E-01,13.32,6.749,42.39,42.51
4,8E-15,2.56E+10,70,38,1.10E-04,9.85E-01,13.32,6.749,42.39,42.51
4,8E-15,2.44E+10,70,45,1.10E-04,9.86E-01,13.02,6.795,42.67,42.77
4,8E-15,2.44E+10,70,45,1.10E-04,9.86E-01,13.02,6.795,42.67,42.77
2,4E-15,2.84E+10,80,38,1.08E-04,9.86E-01,13.82,7.998,49.91,50.02
2,4E-15,2.84E+10,80,38,1.08E-04,9.86E-01,13.82,7.998,49.91,50.02
4,4E-15,3.64E+10,70,38,1.10E-04,9.86E-01,21.5,7.191,45.06,45.17
4,4E-15,3.64E+10,70,38,1.10E-04,9.86E-01,21.5,7.191,45.06,45.17
6,2E-15,3.64E+10,80,45,1.11E-04,9.86E-01,33.45,5.653,35.8,35.9
6,2E-15,3.64E+10,80,45,1.11E-04,9.86E-01,33.45,5.653,35.8,35.9
4,6E-15,2.84E+10,90,38,1.10E-04,9.86E-01,15.91,7.913,49.4,49.51
4,6E-15,2.84E+10,90,38,1.10E-04,9.86E-01,15.91,7.913,49.4,49.51
4,6E-15,2.84E+10,90,38,1.10E-04,9.86E-01,15.91,7.913,49.4,49.51
4,6E-15,2.84E+10,90,38,1.10E-04,9.86E-01,15.91,7.913,49.4,49.51
2,2E-15,3.64E+10,90,38,1.08E-04,9.87E-01,22.44,6.938,43.53,43.64
6,6E-15,3.24E+10,80,38,1.11E-04,9.87E-01,20.42,7.025,44.06,44.16
6,6E-15,3.24E+10,80,38,1.11E-04,9.87E-01,20.42,7.025,44.06,44.16
6,6E-15,3.24E+10,80,38,1.11E-04,9.87E-01,20.42,7.025,44.06,44.16
6,6E-15,3.24E+10,80,38,1.11E-04,9.87E-01,20.42,7.025,44.06,44.16
4,4E-15,2.56E+10,70,58,1.09E-04,9.87E-01,19.41,6.357,40.03,40.16
4,4E-15,2.56E+10,70,58,1.09E-04,9.87E-01,19.41,6.357,40.03,40.16
6,6E-15,2.84E+10,80,45,1.11E-04,9.87E-01,19.59,7.524,47.06,47.17
6,6E-15,2.84E+10,80,45,1.11E-04,9.87E-01,19.59,7.524,47.06,47.17
6,6E-15,2.84E+10,80,45,1.11E-04,9.87E-01,19.59,7.524,47.06,47.17
6,6E-15,2.84E+10,80,45,1.11E-04,9.87E-01,19.59,7.524,47.06,47.17
6,8E-15,2.44E+10,90,45,1.12E-04,9.87E-01,16.1,6.738,42.33,42.43
6,6E-15,2.44E+10,70,58,1.12E-04,9.87E-01,18.62,6.527,41.06,41.16
6,6E-15,2.44E+10,70,58,1.12E-04,9.87E-01,18.62,6.527,41.06,41.16
4,8E-15,2.04E+10,90,58,1.10E-04,9.88E-01,12.06,8.522,53.07,53.18
4,8E-15,2.04E+10,90,58,1.10E-04,9.88E-01,12.06,8.522,53.07,53.18
6,4E-15,3.64E+10,80,38,1.11E-04,9.88E-01,25.66,6.674,41.94,42.05
6,4E-15,3.64E+10,80,38,1.11E-04,9.88E-01,25.66,6.674,41.94,42.05
4,4E-15,2.44E+10,80,58,1.10E-04,9.88E-01,18.93,6.411,40.36,40.46
4,4E-15,2.44E+10,80,58,1.10E-04,9.88E-01,18.93,6.411,40.36,40.46
4,4E-15,2.44E+10,80,58,1.10E-04,9.88E-01,18.93,6.411,40.36,40.46
4,4E-15,2.44E+10,80,58,1.10E-04,9.88E-01,18.93,6.411,40.36,40.46
2,6E-15,2.04E+10,80,58,1.08E-04,9.88E-01,9.499,10.22,63.32,63.5
2,6E-15,2.04E+10,80,58,1.08E-04,9.88E-01,9.499,10.22,63.32,63.5
2,6E-15,2.04E+10,80,58,1.08E-04,9.88E-01,9.499,10.22,63.32,63.5
2,6E-15,2.04E+10,80,58,1.08E-04,9.88E-01,9.499,10.22,63.32,63.5
6,6E-15,2.56E+10,90,45,1.11E-04,9.88E-01,19.23,6.182,38.98,39.09
6,6E-15,2.56E+10,90,45,1.11E-04,9.88E-01,19.23,6.182,38.98,39.09
2,4E-15,2.56E+10,90,38,1.07E-04,9.89E-01,13.65,6.517,40.99,41.11
6,8E-15,2.56E+10,70,45,1.11E-04,9.89E-01,16.65,6.522,41.02,41.14
2,4E-15,2.44E+10,90,45,1.08E-04,9.89E-01,13.32,6.786,42.61,42.72
2,4E-15,2.56E+10,70,45,1.08E-04,9.90E-01,13.71,6.774,42.55,42.66
4,4E-15,2.84E+10,90,45,1.10E-04,9.90E-01,19.96,7.389,46.25,46.36
4,4E-15,2.84E+10,90,45,1.10E-04,9.90E-01,19.96,7.389,46.25,46.36
4,8E-15,2.44E+10,90,38,1.10E-04,9.91E-01,13,6.781,42.59,42.69
4,8E-15,2.44E+10,90,38,1.10E-04,9.91E-01,13,6.781,42.59,42.69
2,2E-15,2.44E+10,90,58,1.08E-04,9.91E-01,20,6.192,39.04,39.15
2,2E-15,2.84E+10,70,58,1.08E-04,9.91E-01,20.98,7.146,44.79,44.9
2,2E-15,2.56E+10,80,58,1.07E-04,9.92E-01,20.47,6.177,38.95,39.09
2,2E-15,2.56E+10,80,58,1.07E-04,9.92E-01,20.47,6.177,38.95,39.09
2,8E-15,2.04E+10,80,45,1.08E-04,9.92E-01,7.702,8.714,54.22,54.33
2,8E-15,2.04E+10,80,45,1.08E-04,9.92E-01,7.702,8.714,54.22,54.33
4,4E-15,3.24E+10,90,38,1.09E-04,9.92E-01,20.81,7.034,44.11,44.21
4,4E-15,3.24E+10,90,38,1.09E-04,9.92E-01,20.81,7.034,44.11,44.21
6,8E-15,2.84E+10,80,38,1.11E-04,9.92E-01,16.95,7.877,49.18,49.29
6,8E-15,2.84E+10,80,38,1.11E-04,9.92E-01,16.95,7.877,49.18,49.29
6,8E-15,2.56E+10,90,38,1.11E-04,9.93E-01,16.71,6.278,39.56,39.67
6,4E-15,2.44E+10,80,58,1.12E-04,9.93E-01,22.38,5.848,36.97,37.07
6,4E-15,2.44E+10,80,58,1.12E-04,9.93E-01,22.38,5.848,36.97,37.07
2,2E-15,3.24E+10,80,45,1.08E-04,9.93E-01,21.93,6.894,43.27,43.38
2,2E-15,3.24E+10,80,45,1.08E-04,9.93E-01,21.93,6.894,43.27,43.38
6,4E-15,2.56E+10,70,58,1.11E-04,9.94E-01,22.94,5.992,37.83,37.99
4,6E-15,2.44E+10,90,45,1.10E-04,9.94E-01,15.4,6.735,42.31,42.41
4,6E-15,2.44E+10,90,45,1.10E-04,9.94E-01,15.4,6.735,42.31,42.41
4,6E-15,2.44E+10,90,45,1.10E-04,9.94E-01,15.4,6.735,42.31,42.41
4,6E-15,2.44E+10,90,45,1.10E-04,9.94E-01,15.4,6.735,42.31,42.41
4,2E-15,3.24E+10,90,45,1.09E-04,9.95E-01,28.96,6.524,41.04,41.15
4,2E-15,3.24E+10,90,45,1.09E-04,9.95E-01,28.96,6.524,41.04,41.15
6,2E-15,2.44E+10,90,58,1.11E-04,9.96E-01,29.04,4.812,30.73,30.83
6,4E-15,3.24E+10,70,45,1.11E-04,9.96E-01,24.92,6.742,42.35,42.46
6,2E-15,3.24E+10,90,45,1.11E-04,9.96E-01,32.92,6.134,38.69,38.8
4,8E-15,2.04E+10,80,58,1.10E-04,9.96E-01,12.26,8.439,52.57,52.68
4,8E-15,2.04E+10,80,58,1.10E-04,9.96E-01,12.26,8.439,52.57,52.68
4,8E-15,2.04E+10,80,58,1.10E-04,9.96E-01,12.26,8.439,52.57,52.68
4,8E-15,2.04E+10,80,58,1.10E-04,9.96E-01,12.26,8.439,52.57,52.68
4,6E-15,2.84E+10,80,38,1.10E-04,9.96E-01,16.13,7.899,49.32,49.43
4,6E-15,2.84E+10,80,38,1.10E-04,9.96E-01,16.13,7.899,49.32,49.43
4,6E-15,2.84E+10,80,38,1.10E-04,9.96E-01,16.13,7.899,49.32,49.43
4,6E-15,2.84E+10,80,38,1.10E-04,9.96E-01,16.13,7.899,49.32,49.43
4,6E-15,2.84E+10,80,38,1.10E-04,9.96E-01,16.13,7.899,49.32,49.43
4,6E-15,2.84E+10,80,38,1.10E-04,9.96E-01,16.13,7.899,49.32,49.43
4,6E-15,2.84E+10,80,38,1.10E-04,9.96E-01,16.13,7.899,49.32,49.43
4,6E-15,2.84E+10,80,38,1.10E-04,9.96E-01,16.13,7.899,49.32,49.43
4,2E-15,3.64E+10,70,45,1.10E-04,9.97E-01,30.05,6.176,38.95,39.05
4,2E-15,3.64E+10,70,45,1.10E-04,9.97E-01,30.05,6.176,38.95,39.05
4,6E-15,2.56E+10,70,45,1.10E-04,9.97E-01,15.91,6.581,41.38,41.49
4,6E-15,2.56E+10,70,45,1.10E-04,9.97E-01,15.91,6.581,41.38,41.49
4,6E-15,2.56E+10,70,45,1.10E-04,9.97E-01,15.91,6.581,41.38,41.49
4,6E-15,2.56E+10,70,45,1.10E-04,9.97E-01,15.91,6.581,41.38,41.49
2,2E-15,3.64E+10,80,38,1.08E-04,9.97E-01,22.79,6.979,43.78,43.89
2,2E-15,3.64E+10,80,38,1.08E-04,9.97E-01,22.79,6.979,43.78,43.89
4,2E-15,2.44E+10,90,58,1.10E-04,9.97E-01,26.12,5.23,33.25,33.36
4,2E-15,2.44E+10,90,58,1.10E-04,9.97E-01,26.12,5.23,33.25,33.36
2,4E-15,2.84E+10,70,38,1.08E-04,9.97E-01,14,7.919,49.44,49.55
4,6E-15,2.56E+10,90,38,1.09E-04,9.98E-01,15.91,6.343,39.95,40.06
4,6E-15,2.56E+10,90,38,1.09E-04,9.98E-01,15.91,6.343,39.95,40.06
4,6E-15,2.56E+10,90,38,1.09E-04,9.98E-01,15.91,6.343,39.95,40.06
4,6E-15,2.56E+10,90,38,1.09E-04,9.98E-01,15.91,6.343,39.95,40.06
2,6E-15,2.04E+10,70,58,1.08E-04,9.98E-01,9.623,9.563,59.33,59.47
2,6E-15,2.04E+10,70,58,1.08E-04,9.98E-01,9.623,9.563,59.33,59.47
6,8E-15,2.04E+10,90,58,1.11E-04,9.98E-01,15.07,7.798,48.71,48.82
6,6E-15,3.24E+10,70,38,1.11E-04,9.98E-01,20.77,6.916,43.4,43.5
6,6E-15,3.24E+10,70,38,1.11E-04,9.98E-01,20.77,6.916,43.4,43.5
2,8E-15,2.04E+10,90,38,1.08E-04,9.98E-01,7.746,8.716,54.24,54.34
