Wpmos_in,L_Radius,Cin_OD,Wnmos_follower,center_freq,Output Impedance (Rout),Power(mW),Gain,spectrum_sfdr,spectrum_snr,spectrum_enob
33,15e-6,10e-15,20,26.4e9,51.99,13.86,2.342,55.07,57.72,9.294
33,15e-6,10e-15,15,27.6e9,54.27,13.91,1.792,62.91,63.18,10.2
33,15e-6,10e-15,10,28.8e9,60.99,13.95,913.7e-3,54.78,58.24,9.381
33,15e-6,10e-15,12,28.4e9,57.37,13.94,1.328,54.39,57.8,9.308
33,15e-6,10e-15,14,28e9,55.06,13.92,1.651,63.2,63.85,10.31
33,15e-6,10e-15,16,27.6e9,53.57,13.9,1.916,56.66,59.12,9.527
33,15e-6,10e-15,18,26.8e9,52.62,13.88,2.144,52.28,55.43,8.914
33,15e-6,10e-15,20,26.4e9,51.99,13.86,2.342,55.07,57.72,9.294
33,15e-6,40e-15,15,26e9,57.11,14.09,1.393,53.71,57.1,9.192
33,15e-6,40e-15,10,26.8e9,63.24,14.12,-100.2e-3,52.87,56.57,9.104
33,15e-6,40e-15,12,26.4e9,59.94,14.11,603.8e-3,52.31,55.93,8.997
33,15e-6,40e-15,14,26e9,57.82,14.1,1.152,52.92,56.4,9.075
33,15e-6,40e-15,16,25.6e9,56.41,14.09,1.596,54.74,57.99,9.339
33,15e-6,40e-15,18,25.2e9,55.45,14.07,1.966,56.46,59.48,9.587
33,15e-6,40e-15,20,24.8e9,54.77,14.06,2.279,55.85,59.04,9.514
33,15e-6,70e-15,15,24.8e9,58.73,14.16,624.5e-3,54.96,57.23,9.214
33,15e-6,70e-15,10,26e9,64.56,14.18,-1.349,57.74,59.58,9.603
33,15e-6,70e-15,12,25.6e9,61.43,14.17,-429.3e-3,58.29,59.69,9.622
33,15e-6,70e-15,14,24.8e9,59.4,14.16,299.9e-3,56.05,58.06,9.352
33,15e-6,70e-15,16,24.4e9,58.02,14.15,896.5e-3,54.08,56.54,9.098
33,15e-6,70e-15,18,24e9,57.04,14.15,1.395,52.79,55.6,8.942
33,15e-6,70e-15,20,23.6e9,56.31,14.14,1.818,57.75,59.47,9.585
33,15e-6,100e-15,15,24e9,59.68,14.19,-284.8e-3,54.94,56.01,9.011
33,15e-6,100e-15,10,25.2e9,65.36,14.2,-2.598,58.32,59.58,9.604
33,15e-6,100e-15,12,24.8e9,62.33,14.2,-1.531,61.72,60.79,9.805
33,15e-6,100e-15,14,24e9,60.33,14.19,-670e-3,56.9,57.26,9.218
33,15e-6,100e-15,16,23.6e9,58.95,14.18,43.46e-3,53.6,55.12,8.864
33,15e-6,100e-15,18,23.2e9,57.94,14.18,645.3e-3,49.13,52,8.345
33,15e-6,100e-15,20,22.8e9,57.16,14.18,1.16,54.97,56.47,9.088
33,10e-6,10e-15,15,35.2e9,42.27,14.23,24.49e-3,53.84,57.45,9.25
33,10e-6,10e-15,10,36.8e9,51.39,14.21,-980.4e-3,53.85,57.33,9.23
33,10e-6,10e-15,12,36.4e9,46.54,14.22,-500e-3,53.85,57.4,9.242
33,10e-6,10e-15,14,35.6e9,43.38,14.23,-133.2e-3,53.85,57.44,9.248
33,10e-6,10e-15,16,34.8e9,41.38,14.23,161.7e-3,53.84,57.47,9.253
33,10e-6,10e-15,18,34e9,40.19,14.24,406.9e-3,53.83,57.49,9.256
33,10e-6,10e-15,20,33.6e9,39.54,14.23,616.7e-3,53.83,57.51,9.26
33,10e-6,10e-15,15,35.2e9,42.27,14.23,24.49e-3,53.84,57.45,9.25
33,10e-6,10e-15,10,36.8e9,51.39,14.21,-980.4e-3,53.85,57.33,9.23
33,10e-6,10e-15,12,36.4e9,46.54,14.22,-500e-3,53.85,57.4,9.242
33,10e-6,10e-15,14,35.6e9,43.38,14.23,-133.2e-3,53.85,57.44,9.248
33,10e-6,10e-15,16,34.8e9,41.38,14.23,161.7e-3,53.84,57.47,9.253
33,10e-6,10e-15,18,34e9,40.19,14.24,406.9e-3,53.83,57.49,9.256
33,10e-6,10e-15,20,33.6e9,39.54,14.23,616.7e-3,53.83,57.51,9.26
33,10e-6,40e-15,15,32.4e9,44.88,14.26,-587.6e-3,53.92,57.6,9.275
33,10e-6,40e-15,10,34e9,52.82,14.25,-2.256,53.91,57.49,9.257
33,10e-6,40e-15,12,33.6e9,48.48,14.26,-1.461,53.91,57.55,9.266
33,10e-6,40e-15,14,32.8e9,45.78,14.26,-851.3e-3,53.92,57.59,9.272
33,10e-6,40e-15,16,32e9,44.15,14.26,-366.9e-3,53.92,57.62,9.277
33,10e-6,40e-15,18,31.6e9,43.21,14.25,31.55e-3,53.92,57.63,9.28
33,10e-6,40e-15,20,30.8e9,42.72,14.25,363.3e-3,53.91,57.64,9.282
33,10e-6,70e-15,15,30.8e9,46.75,14.28,-1.542,53.95,57.61,9.276
33,10e-6,70e-15,10,32.4e9,53.96,14.27,-3.692,53.92,57.51,9.26
33,10e-6,70e-15,12,32e9,49.96,14.28,-2.682,53.94,57.57,9.269
33,10e-6,70e-15,14,31.2e9,47.53,14.28,-1.888,53.95,57.6,9.274
33,10e-6,70e-15,16,30.4e9,46.1,14.28,-1.248,53.96,57.62,9.278
33,10e-6,70e-15,18,30e9,45.27,14.27,-719.6e-3,54.01,57.69,9.289
33,10e-6,70e-15,20,29.2e9,44.82,14.27,-273.6e-3,54.16,57.85,9.316
33,10e-6,100e-15,15,29.6e9,48.03,14.29,-2.588,54.29,57.73,9.297
33,10e-6,100e-15,10,31.6e9,54.78,14.29,-5.064,54.02,57.54,9.265
33,10e-6,100e-15,12,30.8e9,51,14.29,-3.912,54.11,57.61,9.276
33,10e-6,100e-15,14,30e9,48.74,14.29,-2.993,54.19,57.66,9.285
33,10e-6,100e-15,16,29.2e9,47.41,14.29,-2.241,54.43,57.83,9.313
33,10e-6,100e-15,18,28.8e9,46.63,14.29,-1.609,54.77,58.05,9.349
33,10e-6,100e-15,20,28e9,46.18,14.28,-1.077,55.01,58.18,9.371
33,12e-6,10e-15,15,31.6e9,47.43,14.14,791.3e-3,53.9,57.46,9.252
33,12e-6,10e-15,10,32.8e9,55.12,14.13,-159.7e-3,54.06,57.43,9.246
33,12e-6,10e-15,12,32.4e9,50.96,14.14,292.6e-3,54,57.47,9.253
33,12e-6,10e-15,14,32e9,48.33,14.14,640.4e-3,53.93,57.47,9.253
33,12e-6,10e-15,16,31.2e9,46.7,14.13,924.1e-3,53.86,57.46,9.251
33,12e-6,10e-15,18,30.8e9,45.73,14.12,1.163,53.85,57.47,9.253
33,12e-6,10e-15,20,30e9,45.18,14.11,1.367,53.95,57.58,9.272
33,12e-6,10e-15,15,31.6e9,47.43,14.14,791.3e-3,53.9,57.46,9.252
33,12e-6,10e-15,10,32.8e9,55.12,14.13,-159.7e-3,54.06,57.43,9.246
33,12e-6,10e-15,12,32.4e9,50.96,14.14,292.6e-3,54,57.47,9.253
33,12e-6,10e-15,14,32e9,48.33,14.14,640.4e-3,53.93,57.47,9.253
33,12e-6,10e-15,16,31.2e9,46.7,14.13,924.1e-3,53.86,57.46,9.251
33,12e-6,10e-15,18,30.8e9,45.73,14.12,1.163,53.85,57.47,9.253
33,12e-6,10e-15,20,30e9,45.18,14.11,1.367,53.95,57.58,9.272
33,12e-6,40e-15,15,29.2e9,50.35,14.19,270.3e-3,54.07,57.78,9.304
33,12e-6,40e-15,10,30.8e9,57.11,14.21,-1.322,53.87,57.52,9.262
33,12e-6,40e-15,12,30e9,53.4,14.21,-567.3e-3,53.9,57.59,9.273
33,12e-6,40e-15,14,29.6e9,51.1,14.2,18.56e-3,53.99,57.7,9.291
33,12e-6,40e-15,16,29.2e9,49.69,14.19,487e-3,54.15,57.85,9.317
33,12e-6,40e-15,18,28.4e9,48.82,14.18,871.3e-3,54.17,57.85,9.316
33,12e-6,40e-15,20,28e9,48.3,14.16,1.199,53.73,57.37,9.236
33,12e-6,70e-15,15,28e9,52.2,14.23,-601.6e-3,55.76,58.88,9.487
33,12e-6,70e-15,10,29.2e9,58.45,14.24,-2.678,54.47,58.02,9.345
33,12e-6,70e-15,12,28.8e9,55.01,14.24,-1.704,55.3,58.74,9.463
33,12e-6,70e-15,14,28.4e9,52.88,14.24,-940.3e-3,55.82,59.03,9.513
33,12e-6,70e-15,16,27.6e9,51.56,14.23,-315.3e-3,55.54,58.58,9.437
33,12e-6,70e-15,18,27.2e9,50.72,14.22,203.1e-3,54.95,57.92,9.328
33,12e-6,70e-15,20,26.8e9,50.18,14.21,639.5e-3,54.5,57.46,9.252
33,12e-6,100e-15,15,26.8e9,53.37,14.25,-1.592,54.84,57.6,9.274
33,12e-6,100e-15,10,28.4e9,59.34,14.26,-3.998,53.83,57,9.175
33,12e-6,100e-15,12,28e9,56.05,14.26,-2.882,54.27,57.15,9.2
33,12e-6,100e-15,14,27.2e9,54.01,14.26,-1.985,54.57,57.35,9.234
33,12e-6,100e-15,16,26.8e9,52.73,14.25,-1.248,55.19,57.92,9.328
33,12e-6,100e-15,18,26e9,51.89,14.24,-632.2e-3,56.07,58.67,9.452
33,12e-6,100e-15,20,25.6e9,51.32,14.23,-100.6e-3,56.79,59.04,9.514
33,14e-6,10e-15,15,28.8e9,52.15,13.99,1.477,54.67,58.12,9.361
33,14e-6,10e-15,10,30e9,59.09,14.02,575.8e-3,53.79,57.28,9.221
33,14e-6,10e-15,12,29.6e9,55.34,14.01,1.001,54.16,57.67,9.286
33,14e-6,10e-15,14,29.2e9,52.96,14,1.332,54.68,58.16,9.368
33,14e-6,10e-15,16,28.4e9,51.46,13.98,1.604,54.23,57.66,9.284
33,14e-6,10e-15,18,28e9,50.52,13.96,1.836,62.74,63.64,10.28
33,14e-6,10e-15,20,27.6e9,49.93,13.93,2.036,55.24,58.05,9.35
33,14e-6,10e-15,15,28.8e9,52.15,13.99,1.477,54.67,58.12,9.361
33,14e-6,10e-15,10,30e9,59.09,14.02,575.8e-3,53.79,57.28,9.221
33,14e-6,10e-15,12,29.6e9,55.34,14.01,1.001,54.16,57.67,9.286
33,14e-6,10e-15,14,29.2e9,52.96,14,1.332,54.68,58.16,9.368
33,14e-6,10e-15,16,28.4e9,51.46,13.98,1.604,54.23,57.66,9.284
33,14e-6,10e-15,18,28e9,50.52,13.96,1.836,62.74,63.64,10.28
33,14e-6,10e-15,20,27.6e9,49.93,13.93,2.036,55.24,58.05,9.35
33,14e-6,40e-15,15,26.8e9,55.05,14.12,1.038,52.46,56.12,9.028
33,14e-6,40e-15,10,28e9,61.3,14.15,-485e-3,53.92,57.62,9.279
33,14e-6,40e-15,12,27.6e9,57.92,14.14,236.1e-3,53.39,57.11,9.193
33,14e-6,40e-15,14,27.2e9,55.76,14.13,796.2e-3,52.62,56.31,9.061
33,14e-6,40e-15,16,26.8e9,54.37,14.12,1.248,52.55,56.17,9.037
33,14e-6,40e-15,18,26.4e9,53.46,14.1,1.622,53.63,57.14,9.199
33,14e-6,40e-15,20,26e9,52.83,14.09,1.939,55.6,58.95,9.498
33,14e-6,70e-15,15,25.6e9,56.75,14.18,236.4e-3,56.18,58.3,9.391
33,14e-6,70e-15,10,26.8e9,62.66,14.2,-1.767,56.57,59.1,9.523
33,14e-6,70e-15,12,26.4e9,59.46,14.2,-829.4e-3,56.54,58.73,9.463
33,14e-6,70e-15,14,26e9,57.42,14.19,-88.29e-3,56.46,58.53,9.429
33,14e-6,70e-15,16,25.6e9,56.07,14.18,515.9e-3,55.88,58.06,9.351
33,14e-6,70e-15,18,25.2e9,55.15,14.17,1.02,54.93,57.35,9.233
33,14e-6,70e-15,20,24.8e9,54.48,14.16,1.448,53.72,56.49,9.091
33,14e-6,100e-15,15,24.8e9,57.77,14.21,-696.5e-3,59.2,59.1,9.524
33,14e-6,100e-15,10,26e9,63.5,14.22,-3.039,54,56.84,9.148
33,14e-6,100e-15,12,25.6e9,60.41,14.22,-1.955,57.85,59.58,9.604
33,14e-6,100e-15,14,25.2e9,58.41,14.21,-1.084,60.46,60.16,9.7
33,14e-6,100e-15,16,24.8e9,57.08,14.2,-365.5e-3,57.57,57.93,9.329
33,14e-6,100e-15,18,24e9,56.13,14.19,241.1e-3,54.8,56.09,9.024
33,14e-6,100e-15,20,23.6e9,55.43,14.19,761.2e-3,52.8,54.9,8.825
33,16e-6,10e-15,15,26.8e9,56.23,13.85,2.089,52.11,55.21,8.878
33,16e-6,10e-15,10,27.6e9,62.79,13.89,1.235,59.59,61.98,10
33,16e-6,10e-15,12,27.2e9,59.28,13.88,1.638,62.22,62.64,10.11
33,16e-6,10e-15,14,26.8e9,57.01,13.86,1.954,52.43,55.54,8.932
33,16e-6,10e-15,16,26.4e9,55.52,13.84,2.215,53.59,56.43,9.08
33,16e-6,10e-15,18,26e9,54.53,13.83,2.439,58.24,59.64,9.614
33,16e-6,10e-15,20,25.6e9,53.85,13.82,2.634,59.44,60.32,9.727
33,16e-6,10e-15,15,26.8e9,56.23,13.85,2.089,52.11,55.21,8.878
33,16e-6,10e-15,10,27.6e9,62.79,13.89,1.235,59.59,61.98,10
33,16e-6,10e-15,12,27.2e9,59.28,13.88,1.638,62.22,62.64,10.11
33,16e-6,10e-15,14,26.8e9,57.01,13.86,1.954,52.43,55.54,8.932
33,16e-6,10e-15,16,26.4e9,55.52,13.84,2.215,53.59,56.43,9.08
33,16e-6,10e-15,18,26e9,54.53,13.83,2.439,58.24,59.64,9.614
33,16e-6,10e-15,20,25.6e9,53.85,13.82,2.634,59.44,60.32,9.727
33,16e-6,40e-15,15,25.2e9,58.99,14.07,1.725,56.21,59.05,9.515
33,16e-6,40e-15,10,26e9,65.04,14.09,266.3e-3,52.26,55.81,8.977
33,16e-6,40e-15,12,25.6e9,61.82,14.08,955.7e-3,53.28,56.6,9.108
33,16e-6,40e-15,14,25.2e9,59.7,14.07,1.493,55.36,58.31,9.393
33,16e-6,40e-15,16,24.8e9,58.27,14.06,1.929,56.29,59.14,9.53
33,16e-6,40e-15,18,24.4e9,57.26,14.06,2.293,62.21,63.6,10.27
33,16e-6,40e-15,20,24e9,56.5,14.05,2.601,58.2,61.14,9.862
33,16e-6,70e-15,15,24e9,60.53,14.14,990.3e-3,52.46,55.21,8.877
33,16e-6,70e-15,10,24.8e9,66.33,14.16,-947.6e-3,60.62,60.96,9.833
33,16e-6,70e-15,12,24.4e9,63.25,14.15,-43.85e-3,55.89,57.97,9.336
33,16e-6,70e-15,14,24e9,61.2,14.14,673.3e-3,53.11,55.73,8.963
33,16e-6,70e-15,16,23.6e9,59.78,14.14,1.261,51.38,54.35,8.735
33,16e-6,70e-15,18,23.2e9,58.74,14.14,1.752,60.06,60.45,9.748
33,16e-6,70e-15,20,22.8e9,57.93,14.14,2.168,60.85,61.53,9.928
33,16e-6,100e-15,15,23.2e9,61.4,14.17,105.4e-3,51.74,53.86,8.654
33,16e-6,100e-15,10,24e9,67.09,14.18,-2.177,62.39,61.45,9.914
33,16e-6,100e-15,12,23.6e9,64.08,14.18,-1.124,56.45,57.07,9.187
33,16e-6,100e-15,14,23.2e9,62.06,14.18,-274.1e-3,52.59,54.44,8.751
33,16e-6,100e-15,16,22.8e9,60.64,14.17,430e-3,49.83,52.51,8.429
33,16e-6,100e-15,18,22.4e9,59.56,14.17,1.024,56.82,57.33,9.23
33,16e-6,100e-15,20,22.4e9,58.69,14.17,1.532,57.49,58.38,9.404
33,18e-6,10e-15,15,24.8e9,59.68,13.78,2.644,58.9,59.48,9.586
33,18e-6,10e-15,10,25.6e9,66.08,13.79,1.829,52.61,55.65,8.95
33,18e-6,10e-15,12,25.2e9,62.7,13.78,2.211,56.81,58.25,9.383
33,18e-6,10e-15,14,24.8e9,60.45,13.78,2.512,58.97,60.36,9.733
33,18e-6,10e-15,16,24.8e9,58.91,13.78,2.762,56.61,57.88,9.321
33,18e-6,10e-15,18,24.4e9,57.82,13.79,2.979,54.8,56.95,9.166
33,18e-6,10e-15,20,24e9,57.01,13.81,3.17,60.68,62.42,10.07
33,18e-6,10e-15,15,24.8e9,59.68,13.78,2.644,58.9,59.48,9.586
33,18e-6,10e-15,10,25.6e9,66.08,13.79,1.829,52.61,55.65,8.95
33,18e-6,10e-15,12,25.2e9,62.7,13.78,2.211,56.81,58.25,9.383
33,18e-6,10e-15,14,24.8e9,60.45,13.78,2.512,58.97,60.36,9.733
33,18e-6,10e-15,16,24.8e9,58.91,13.78,2.762,56.61,57.88,9.321
33,18e-6,10e-15,18,24.4e9,57.82,13.79,2.979,54.8,56.95,9.166
33,18e-6,10e-15,20,24e9,57.01,13.81,3.17,60.68,62.42,10.07
33,18e-6,40e-15,15,23.6e9,62.25,14.04,2.344,60.44,62.49,10.09
33,18e-6,40e-15,10,24.4e9,68.28,14.05,941.6e-3,55.09,58.01,9.343
33,18e-6,40e-15,12,24e9,65.12,14.04,1.604,55.45,58.29,9.39
33,18e-6,40e-15,14,23.6e9,62.98,14.04,2.121,63.67,64.87,10.48
33,18e-6,40e-15,16,23.2e9,61.46,14.05,2.542,56.59,59.7,9.624
33,18e-6,40e-15,18,22.8e9,60.31,14.05,2.893,54,57.55,9.266
33,18e-6,40e-15,20,22.4e9,59.38,14.06,3.191,54,57.6,9.275
33,18e-6,70e-15,15,22.4e9,63.61,14.13,1.669,59.61,62.21,10.04
33,18e-6,70e-15,10,23.2e9,69.47,14.12,-207e-3,52.13,55.12,8.863
33,18e-6,70e-15,12,22.8e9,66.42,14.12,665.1e-3,51.64,54.6,8.777
33,18e-6,70e-15,14,22.8e9,64.32,14.13,1.358,59.44,59.83,9.645
33,18e-6,70e-15,16,22.4e9,62.78,14.13,1.932,58.23,59.55,9.599
33,18e-6,70e-15,18,22e9,61.58,14.14,2.414,53.96,56.88,9.155
33,18e-6,70e-15,20,21.6e9,60.55,14.15,2.825,54.09,57.39,9.239
33,18e-6,100e-15,15,21.6e9,64.33,14.16,826.8e-3,57.88,58.96,9.501
33,18e-6,100e-15,10,22.8e9,70.14,14.15,-1.397,51.75,54.18,8.706
33,18e-6,100e-15,12,22.4e9,67.14,14.16,-369.3e-3,51.2,53.68,8.624
33,18e-6,100e-15,14,22e9,65.04,14.16,460.4e-3,57.78,57.82,9.311
33,18e-6,100e-15,16,21.6e9,63.47,14.17,1.15,55.54,57.09,9.189
33,18e-6,100e-15,18,21.2e9,62.2,14.18,1.735,54.5,56.63,9.114
33,18e-6,100e-15,20,20.8e9,61.09,14.19,2.235,55.38,57.57,9.269
33,20e-6,10e-15,15,23.2e9,62.5,13.77,3.145,56.03,57.04,9.182
33,20e-6,10e-15,10,24e9,68.93,13.74,2.367,59.01,60.08,9.687
33,20e-6,10e-15,12,23.6e9,65.6,13.75,2.73,55.5,56.64,9.115
33,20e-6,10e-15,14,23.6e9,63.31,13.76,3.019,52.94,55.07,8.855
33,20e-6,10e-15,16,23.2e9,61.67,13.78,3.262,58.56,59.58,9.604
33,20e-6,10e-15,18,22.8e9,60.42,13.81,3.472,59.81,60.48,9.754
33,20e-6,10e-15,20,22.4e9,59.4,13.84,3.656,55.81,58.06,9.351
33,20e-6,10e-15,15,23.2e9,62.5,13.77,3.145,56.03,57.04,9.182
33,20e-6,10e-15,10,24e9,68.93,13.74,2.367,59.01,60.08,9.687
33,20e-6,10e-15,12,23.6e9,65.6,13.75,2.73,55.5,56.64,9.115
33,20e-6,10e-15,14,23.6e9,63.31,13.76,3.019,52.94,55.07,8.855
33,20e-6,10e-15,16,23.2e9,61.67,13.78,3.262,58.56,59.58,9.604
33,20e-6,10e-15,18,22.8e9,60.42,13.81,3.472,59.81,60.48,9.754
33,20e-6,10e-15,20,22.4e9,59.4,13.84,3.656,55.81,58.06,9.351
33,20e-6,40e-15,15,22e9,64.85,14.05,2.906,54.23,57.8,9.308
33,20e-6,40e-15,10,22.8e9,71.02,14.03,1.558,63.02,63.57,10.27
33,20e-6,40e-15,12,22.4e9,67.87,14.03,2.19,58.47,61.13,9.861
33,20e-6,40e-15,14,22.4e9,65.64,14.04,2.686,54.29,57.8,9.308
33,20e-6,40e-15,16,22e9,63.96,14.05,3.096,54.37,57.97,9.336
33,20e-6,40e-15,18,21.6e9,62.6,14.07,3.438,53.76,57.35,9.233
33,20e-6,40e-15,20,21.2e9,61.42,14.08,3.729,53.55,57.14,9.198
33,20e-6,70e-15,15,21.2e9,66,14.13,2.284,54.38,57.18,9.205
33,20e-6,70e-15,10,22e9,72.1,14.11,464.4e-3,57.29,59.28,9.553
33,20e-6,70e-15,12,21.6e9,69.02,14.12,1.312,60.19,62.44,10.08
33,20e-6,70e-15,14,21.2e9,66.79,14.13,1.983,52.17,55.22,8.88
33,20e-6,70e-15,16,21.2e9,65.06,14.14,2.538,54.16,57.22,9.211
33,20e-6,70e-15,18,20.8e9,63.6,14.16,3.01,53.51,57.11,9.193
33,20e-6,70e-15,20,20.4e9,62.28,14.17,3.411,54.41,58.15,9.367
33,20e-6,100e-15,15,20.4e9,66.54,14.17,1.483,55.5,57.26,9.219
33,20e-6,100e-15,10,21.2e9,72.68,14.14,-682.2e-3,59.94,59.39,9.571
33,20e-6,100e-15,12,21.2e9,69.61,14.15,313.3e-3,59.45,60.22,9.709
33,20e-6,100e-15,14,20.8e9,67.35,14.17,1.126,50.91,53.87,8.655
33,20e-6,100e-15,16,20.4e9,65.55,14.18,1.801,55.52,57.4,9.242
35,15e-6,10e-15,15,27.6e9,54.52,13.96,1.997,58.07,59.86,9.65
35,15e-6,10e-15,10,28.4e9,61.22,14,1.13,54.79,58.16,9.368
35,15e-6,10e-15,12,28e9,57.62,13.99,1.539,57.76,60.49,9.754
35,15e-6,10e-15,14,27.6e9,55.31,13.97,1.859,62.87,63.65,10.28
35,15e-6,10e-15,16,27.2e9,53.82,13.95,2.122,53.22,56.14,9.033
35,15e-6,10e-15,18,26.8e9,52.85,13.93,2.347,53.06,55.93,8.997
35,15e-6,10e-15,20,26.4e9,52.21,13.91,2.543,56.97,58.79,9.472
35,15e-6,10e-15,15,27.6e9,54.52,13.96,1.997,58.07,59.86,9.65
35,15e-6,10e-15,10,28.4e9,61.22,14,1.13,54.79,58.16,9.368
35,15e-6,10e-15,12,28e9,57.62,13.99,1.539,57.76,60.49,9.754
35,15e-6,10e-15,14,27.6e9,55.31,13.97,1.859,62.87,63.65,10.28
35,15e-6,10e-15,16,27.2e9,53.82,13.95,2.122,53.22,56.14,9.033
35,15e-6,10e-15,18,26.8e9,52.85,13.93,2.347,53.06,55.93,8.997
35,15e-6,10e-15,20,26.4e9,52.21,13.91,2.543,56.97,58.79,9.472
35,15e-6,40e-15,15,26e9,57.34,14.15,1.586,54.34,57.51,9.26
35,15e-6,40e-15,10,26.8e9,63.47,14.18,111.7e-3,52.74,56.39,9.074
35,15e-6,40e-15,12,26.4e9,60.18,14.17,809.2e-3,52.46,55.98,9.006
35,15e-6,40e-15,14,26e9,58.05,14.15,1.352,53.43,56.74,9.131
35,15e-6,40e-15,16,25.6e9,56.63,14.14,1.791,55.35,58.32,9.394
35,15e-6,40e-15,18,25.2e9,55.66,14.13,2.157,56.36,59.17,9.536
35,15e-6,40e-15,20,24.8e9,54.96,14.12,2.467,61.11,62.76,10.13
35,15e-6,70e-15,15,24.8e9,58.94,14.21,814.7e-3,54.84,56.88,9.155
35,15e-6,70e-15,10,25.6e9,64.78,14.23,-1.135,58.19,59.65,9.615
35,15e-6,70e-15,12,25.2e9,61.66,14.23,-223.5e-3,58.59,59.59,9.606
35,15e-6,70e-15,14,24.8e9,59.61,14.22,498.8e-3,55.94,57.7,9.292
35,15e-6,70e-15,16,24.4e9,58.22,14.21,1.09,53.95,56.2,9.042
35,15e-6,70e-15,18,24e9,57.23,14.21,1.583,51.21,54.16,8.703
35,15e-6,70e-15,20,23.6e9,56.48,14.2,2.003,59.34,60,9.674
35,15e-6,100e-15,15,24e9,59.87,14.24,-95.38e-3,54.68,55.54,8.932
35,15e-6,100e-15,10,24.8e9,65.58,14.26,-2.384,59.35,59.88,9.654
35,15e-6,100e-15,12,24.4e9,62.53,14.25,-1.324,60.17,59.9,9.656
35,15e-6,100e-15,14,24e9,60.52,14.25,-470.8e-3,56.41,56.59,9.107
35,15e-6,100e-15,16,23.6e9,59.13,14.24,235.6e-3,53.46,54.78,8.807
35,15e-6,100e-15,18,23.2e9,58.12,14.24,832.1e-3,49.37,52.09,8.36
35,15e-6,100e-15,20,22.8e9,57.32,14.24,1.343,55.78,56.73,9.13
35,10e-6,10e-15,15,34.8e9,42.46,14.28,228.1e-3,53.82,57.41,9.242
35,10e-6,10e-15,10,36.8e9,51.52,14.25,-768.3e-3,53.84,57.27,9.22
35,10e-6,10e-15,12,36e9,46.69,14.26,-291.3e-3,53.84,57.35,9.232
35,10e-6,10e-15,14,35.2e9,43.56,14.27,72.1e-3,53.83,57.39,9.24
35,10e-6,10e-15,16,34.4e9,41.59,14.28,363.9e-3,53.82,57.42,9.246
35,10e-6,10e-15,18,34e9,40.4,14.28,608.5e-3,53.81,57.45,9.25
35,10e-6,10e-15,20,33.2e9,39.76,14.28,817.3e-3,53.81,57.48,9.255
35,10e-6,10e-15,15,34.8e9,42.46,14.28,228.1e-3,53.82,57.41,9.242
35,10e-6,10e-15,10,36.8e9,51.52,14.25,-768.3e-3,53.84,57.27,9.22
35,10e-6,10e-15,12,36e9,46.69,14.26,-291.3e-3,53.84,57.35,9.232
35,10e-6,10e-15,14,35.2e9,43.56,14.27,72.1e-3,53.83,57.39,9.24
35,10e-6,10e-15,16,34.4e9,41.59,14.28,363.9e-3,53.82,57.42,9.246
35,10e-6,10e-15,18,34e9,40.4,14.28,608.5e-3,53.81,57.45,9.25
35,10e-6,10e-15,20,33.2e9,39.76,14.28,817.3e-3,53.81,57.48,9.255
35,10e-6,40e-15,15,32.4e9,45.1,14.3,-390.1e-3,53.92,57.59,9.273
35,10e-6,40e-15,10,34e9,52.98,14.29,-2.045,53.91,57.47,9.252
35,10e-6,40e-15,12,33.2e9,48.67,14.3,-1.257,53.92,57.53,9.263
35,10e-6,40e-15,14,32.8e9,45.99,14.3,-653.7e-3,53.92,57.57,9.27
35,10e-6,40e-15,16,32e9,44.37,14.3,-170e-3,53.92,57.6,9.275
35,10e-6,40e-15,18,31.2e9,43.44,14.3,223.6e-3,53.92,57.62,9.278
35,10e-6,40e-15,20,30.8e9,42.94,14.29,555.5e-3,53.91,57.64,9.281
35,10e-6,70e-15,15,30.8e9,46.97,14.33,-1.346,53.96,57.59,9.272
35,10e-6,70e-15,10,32.4e9,54.12,14.32,-3.479,53.92,57.48,9.255
35,10e-6,70e-15,12,31.6e9,50.15,14.33,-2.476,53.95,57.54,9.265
35,10e-6,70e-15,14,30.8e9,47.74,14.33,-1.691,53.96,57.57,9.27
35,10e-6,70e-15,16,30.4e9,46.31,14.33,-1.054,53.97,57.61,9.276
35,10e-6,70e-15,18,29.6e9,45.49,14.32,-528.4e-3,54.06,57.71,9.292
35,10e-6,70e-15,20,29.2e9,45.03,14.32,-84.56e-3,54.24,57.9,9.325
35,10e-6,100e-15,15,29.6e9,48.24,14.34,-2.39,54.27,57.63,9.28
35,10e-6,100e-15,10,31.2e9,54.95,14.33,-4.851,54.01,57.47,9.253
35,10e-6,100e-15,12,30.4e9,51.2,14.34,-3.708,54.08,57.51,9.26
35,10e-6,100e-15,14,30e9,48.95,14.34,-2.793,54.16,57.56,9.268
35,10e-6,100e-15,16,29.2e9,47.62,14.34,-2.044,54.41,57.7,9.292
35,10e-6,100e-15,18,28.8e9,46.83,14.34,-1.421,54.68,57.84,9.315
35,10e-6,100e-15,20,28e9,46.38,14.33,-885.8e-3,54.83,57.9,9.324
35,12e-6,10e-15,15,31.2e9,47.67,14.18,996e-3,53.87,57.41,9.244
35,12e-6,10e-15,10,32.8e9,55.32,14.17,55.36e-3,54.02,57.34,9.232
35,12e-6,10e-15,12,32e9,51.18,14.18,502.1e-3,53.96,57.39,9.24
