CP_out_width,nor_n_width,nor_p_width,tspc_n_width,tspc_p_width,vdd,deadzone,power
8e-07,2.25e-07,3.6e-07,2.75e-07,3.6e-07,0.9,1.7934e-13,0.0039782
8e-07,2.25e-07,3.6e-07,2.75e-07,3.6e-07,1.0,-1.7089e-12,0.0051664
8e-07,2.25e-07,3.6e-07,2.75e-07,4e-07,0.8,4.4507e-12,0.0030227
8e-07,2.25e-07,3.6e-07,2.75e-07,4e-07,0.9,1.8868e-13,0.0039881
8e-07,2.25e-07,3.6e-07,2.75e-07,4e-07,1.0,-1.5969e-12,0.0051793
8e-07,2.25e-07,3.6e-07,2.75e-07,4.4e-07,0.8,4.323e-12,0.0030307
8e-07,2.25e-07,3.6e-07,2.75e-07,4.4e-07,0.9,1.904e-13,0.003998
8e-07,2.25e-07,3.6e-07,2.75e-07,4.4e-07,1.0,-1.5095e-12,0.0051923
8e-07,2.25e-07,4e-07,2.25e-07,3.6e-07,0.8,4.0121e-12,0.0029982
8e-07,2.25e-07,4e-07,2.25e-07,3.6e-07,0.9,-2.9456e-13,0.0039536
8e-07,2.25e-07,4e-07,2.25e-07,3.6e-07,1.0,-1.9699e-12,0.0051336
8e-07,2.25e-07,4e-07,2.25e-07,4e-07,0.8,3.8458e-12,0.0030061
8e-07,2.25e-07,4e-07,2.25e-07,4e-07,0.9,-3.3457e-13,0.0039633
8e-07,2.25e-07,4e-07,2.25e-07,4e-07,1.0,-1.8903e-12,0.0051463
8e-07,2.25e-07,4e-07,2.25e-07,4.4e-07,0.8,3.7041e-12,0.003014
8e-07,2.25e-07,4e-07,2.25e-07,4.4e-07,0.9,-3.8084e-13,0.0039732
8e-07,2.25e-07,4e-07,2.25e-07,4.4e-07,1.0,-1.8224e-12,0.0051593
8e-07,2.25e-07,4e-07,2.5e-07,3.6e-07,0.8,4.2877e-12,0.003008
8e-07,2.25e-07,4e-07,2.5e-07,3.6e-07,0.9,-3.7855e-14,0.0039677
8e-07,2.25e-07,4e-07,2.5e-07,3.6e-07,1.0,-1.8108e-12,0.0051523
8e-07,2.25e-07,4e-07,2.5e-07,4e-07,0.8,4.1237e-12,0.003016
8e-07,2.25e-07,4e-07,2.5e-07,4e-07,0.9,-5.3632e-14,0.0039775
8e-07,2.25e-07,4e-07,2.5e-07,4e-07,1.0,-1.7154e-12,0.0051651
8e-07,2.25e-07,4e-07,2.5e-07,4.4e-07,0.8,3.9859e-12,0.0030239
8e-07,2.25e-07,4e-07,2.5e-07,4.4e-07,0.9,-7.377e-14,0.0039874
8e-07,2.25e-07,4e-07,2.5e-07,4.4e-07,1.0,-1.6374e-12,0.005178
8e-07,2.25e-07,4e-07,2.75e-07,3.6e-07,0.8,4.5264e-12,0.0030178
8e-07,2.25e-07,4e-07,2.75e-07,3.6e-07,0.9,1.6982e-13,0.0039818
8e-07,2.25e-07,4e-07,2.75e-07,3.6e-07,1.0,-1.6765e-12,0.0051709
8e-07,2.25e-07,4e-07,2.75e-07,4e-07,0.8,4.3679e-12,0.0030258
8e-07,2.25e-07,4e-07,2.75e-07,4e-07,0.9,1.7296e-13,0.0039916
8e-07,2.25e-07,4e-07,2.75e-07,4e-07,1.0,-1.5666e-12,0.0051837
8e-07,2.25e-07,4e-07,2.75e-07,4.4e-07,0.8,4.2341e-12,0.0030338
8e-07,2.25e-07,4e-07,2.75e-07,4.4e-07,0.9,1.6852e-13,0.0040015
8e-07,2.25e-07,4e-07,2.75e-07,4.4e-07,1.0,-1.4768e-12,0.0051967
8e-07,2.25e-07,4.4e-07,2.25e-07,3.6e-07,0.8,3.9468e-12,0.0030012
8e-07,2.25e-07,4.4e-07,2.25e-07,3.6e-07,0.9,-3.1165e-13,0.0039571
8e-07,2.25e-07,4.4e-07,2.25e-07,3.6e-07,1.0,-1.9408e-12,0.0051382
8e-07,2.25e-07,4.4e-07,2.25e-07,4e-07,0.8,3.7731e-12,0.0030092
8e-07,2.25e-07,4.4e-07,2.25e-07,4e-07,0.9,-3.5639e-13,0.0039669
8e-07,2.25e-07,4.4e-07,2.25e-07,4e-07,1.0,-1.8652e-12,0.0051509
8e-07,2.25e-07,4.4e-07,2.25e-07,4.4e-07,0.8,3.6245e-12,0.0030171
8e-07,2.25e-07,4.4e-07,2.25e-07,4.4e-07,0.9,-4.0517e-13,0.0039767
8e-07,2.25e-07,4.4e-07,2.25e-07,4.4e-07,1.0,-1.8034e-12,0.0051638
8e-07,2.25e-07,4.4e-07,2.5e-07,3.6e-07,0.8,4.223e-12,0.003011
8e-07,2.25e-07,4.4e-07,2.5e-07,3.6e-07,0.9,-4.7602e-14,0.0039713
8e-07,2.25e-07,4.4e-07,2.5e-07,3.6e-07,1.0,-1.7818e-12,0.0051568
8e-07,2.25e-07,4.4e-07,2.5e-07,4e-07,0.8,4.0543e-12,0.003019
8e-07,2.25e-07,4.4e-07,2.5e-07,4e-07,0.9,-7.1086e-14,0.0039811
8e-07,2.25e-07,4.4e-07,2.5e-07,4e-07,1.0,-1.6901e-12,0.0051696
8e-07,2.25e-07,4.4e-07,2.5e-07,4.4e-07,0.8,3.9098e-12,0.003027
8e-07,2.25e-07,4.4e-07,2.5e-07,4.4e-07,0.9,-9.3301e-14,0.0039909
8e-07,2.25e-07,4.4e-07,2.5e-07,4.4e-07,1.0,-1.6128e-12,0.0051824
8e-07,2.25e-07,4.4e-07,2.75e-07,3.6e-07,0.8,4.4625e-12,0.0030209
8e-07,2.25e-07,4.4e-07,2.75e-07,3.6e-07,0.9,1.6172e-13,0.0039854
8e-07,2.25e-07,4.4e-07,2.75e-07,3.6e-07,1.0,-1.6444e-12,0.0051754
8e-07,2.25e-07,4.4e-07,2.75e-07,4e-07,0.8,4.2993e-12,0.0030289
8e-07,2.25e-07,4.4e-07,2.75e-07,4e-07,0.9,1.593e-13,0.0039952
8e-07,2.25e-07,4.4e-07,2.75e-07,4e-07,1.0,-1.539e-12,0.0051882
8e-07,2.25e-07,4.4e-07,2.75e-07,4.4e-07,0.8,4.1585e-12,0.0030369
8e-07,2.25e-07,4.4e-07,2.75e-07,4.4e-07,0.9,1.5011e-13,0.0040051
8e-07,2.25e-07,4.4e-07,2.75e-07,4.4e-07,1.0,-1.4509e-12,0.0052012
8e-07,2.5e-07,3.6e-07,2.25e-07,3.6e-07,0.8,4.1117e-12,0.0029961
8e-07,2.5e-07,3.6e-07,2.25e-07,3.6e-07,0.9,-2.6301e-13,0.0039514
8e-07,2.5e-07,3.6e-07,2.25e-07,3.6e-07,1.0,-2.0103e-12,0.0051308
8e-07,2.5e-07,3.6e-07,2.25e-07,4e-07,0.8,3.9484e-12,0.003004
8e-07,2.5e-07,3.6e-07,2.25e-07,4e-07,0.9,-2.9756e-13,0.0039612
8e-07,2.5e-07,3.6e-07,2.25e-07,4e-07,1.0,-1.9297e-12,0.0051436
8e-07,2.5e-07,3.6e-07,2.25e-07,4.4e-07,0.8,3.8122e-12,0.0030119
8e-07,2.5e-07,3.6e-07,2.25e-07,4.4e-07,0.9,-3.3475e-13,0.003971
8e-07,2.5e-07,3.6e-07,2.25e-07,4.4e-07,1.0,-1.8641e-12,0.0051564
8e-07,2.5e-07,3.6e-07,2.5e-07,3.6e-07,0.8,4.3839e-12,0.0030059
8e-07,2.5e-07,3.6e-07,2.5e-07,3.6e-07,0.9,-3.9905e-15,0.0039655
8e-07,2.5e-07,3.6e-07,2.5e-07,3.6e-07,1.0,-1.8493e-12,0.0051495
8e-07,2.5e-07,3.6e-07,2.5e-07,4e-07,0.8,4.2271e-12,0.0030139
8e-07,2.5e-07,3.6e-07,2.5e-07,4e-07,0.9,-1.5863e-14,0.0039753
8e-07,2.5e-07,3.6e-07,2.5e-07,4e-07,1.0,-1.7516e-12,0.0051623
8e-07,2.5e-07,3.6e-07,2.5e-07,4.4e-07,0.8,4.0931e-12,0.0030218
8e-07,2.5e-07,3.6e-07,2.5e-07,4.4e-07,0.9,-3.3151e-14,0.0039852
8e-07,2.5e-07,3.6e-07,2.5e-07,4.4e-07,1.0,-1.6728e-12,0.0051752
8e-07,2.5e-07,3.6e-07,2.75e-07,3.6e-07,0.8,4.6318e-12,0.0030157
8e-07,2.5e-07,3.6e-07,2.75e-07,3.6e-07,0.9,1.9382e-13,0.0039796
8e-07,2.5e-07,3.6e-07,2.75e-07,3.6e-07,1.0,-1.713e-12,0.0051681
8e-07,2.5e-07,3.6e-07,2.75e-07,4e-07,0.8,4.4713e-12,0.0030237
8e-07,2.5e-07,3.6e-07,2.75e-07,4e-07,0.9,2.0411e-13,0.0039895
8e-07,2.5e-07,3.6e-07,2.75e-07,4e-07,1.0,-1.6032e-12,0.005181
8e-07,2.5e-07,3.6e-07,2.75e-07,4.4e-07,0.8,4.3428e-12,0.0030317
8e-07,2.5e-07,3.6e-07,2.75e-07,4.4e-07,0.9,2.0598e-13,0.0039994
8e-07,2.5e-07,3.6e-07,2.75e-07,4.4e-07,1.0,-1.5146e-12,0.005194
8e-07,2.5e-07,4e-07,2.25e-07,3.6e-07,0.8,4.0334e-12,0.0029992
8e-07,2.5e-07,4e-07,2.25e-07,3.6e-07,0.9,-2.7713e-13,0.003955
8e-07,2.5e-07,4e-07,2.25e-07,3.6e-07,1.0,-1.9739e-12,0.0051354
8e-07,2.5e-07,4e-07,2.25e-07,4e-07,0.8,3.8646e-12,0.0030071
8e-07,2.5e-07,4e-07,2.25e-07,4e-07,0.9,-3.1886e-13,0.0039647
8e-07,2.5e-07,4e-07,2.25e-07,4e-07,1.0,-1.8965e-12,0.0051481
8e-07,2.5e-07,4e-07,2.25e-07,4.4e-07,0.8,3.7202e-12,0.003015
8e-07,2.5e-07,4e-07,2.25e-07,4.4e-07,0.9,-3.6316e-13,0.0039745
8e-07,2.5e-07,4e-07,2.25e-07,4.4e-07,1.0,-1.8314e-12,0.005161
8e-07,2.5e-07,4e-07,2.5e-07,3.6e-07,0.8,4.3079e-12,0.003009
8e-07,2.5e-07,4e-07,2.5e-07,3.6e-07,0.9,-2.0105e-14,0.0039691
8e-07,2.5e-07,4e-07,2.5e-07,3.6e-07,1.0,-1.8147e-12,0.005154
8e-07,2.5e-07,4e-07,2.5e-07,4e-07,0.8,4.1432e-12,0.003017
8e-07,2.5e-07,4e-07,2.5e-07,4e-07,0.9,-3.5543e-14,0.0039789
8e-07,2.5e-07,4e-07,2.5e-07,4e-07,1.0,-1.7208e-12,0.0051668
8e-07,2.5e-07,4e-07,2.5e-07,4.4e-07,0.8,4.002e-12,0.0030249
8e-07,2.5e-07,4e-07,2.5e-07,4.4e-07,0.9,-5.624e-14,0.0039888
8e-07,2.5e-07,4e-07,2.5e-07,4.4e-07,1.0,-1.6439e-12,0.0051797
8e-07,2.5e-07,4e-07,2.75e-07,3.6e-07,0.8,4.5483e-12,0.0030188
8e-07,2.5e-07,4e-07,2.75e-07,3.6e-07,0.9,1.8572e-13,0.0039832
8e-07,2.5e-07,4e-07,2.75e-07,3.6e-07,1.0,-1.6797e-12,0.0051727
8e-07,2.5e-07,4e-07,2.75e-07,4e-07,0.8,4.3877e-12,0.0030268
8e-07,2.5e-07,4e-07,2.75e-07,4e-07,0.9,1.8761e-13,0.003993
8e-07,2.5e-07,4e-07,2.75e-07,4e-07,1.0,-1.5676e-12,0.0051855
8e-07,2.5e-07,4e-07,2.75e-07,4.4e-07,0.8,4.2531e-12,0.0030348
8e-07,2.5e-07,4e-07,2.75e-07,4.4e-07,0.9,1.8453e-13,0.0040029
8e-07,2.5e-07,4e-07,2.75e-07,4.4e-07,1.0,-1.4826e-12,0.0051985
8e-07,2.5e-07,4.4e-07,2.25e-07,3.6e-07,0.8,3.965e-12,0.0030022
8e-07,2.5e-07,4.4e-07,2.25e-07,3.6e-07,0.9,-2.9302e-13,0.0039586
8e-07,2.5e-07,4.4e-07,2.25e-07,3.6e-07,1.0,-1.948e-12,0.0051399
8e-07,2.5e-07,4.4e-07,2.25e-07,4e-07,0.8,3.7905e-12,0.0030102
8e-07,2.5e-07,4.4e-07,2.25e-07,4e-07,0.9,-3.3994e-13,0.0039683
8e-07,2.5e-07,4.4e-07,2.25e-07,4e-07,1.0,-1.8716e-12,0.0051526
8e-07,2.5e-07,4.4e-07,2.25e-07,4.4e-07,0.8,3.6409e-12,0.0030181
8e-07,2.5e-07,4.4e-07,2.25e-07,4.4e-07,0.9,-3.8556e-13,0.0039781
8e-07,2.5e-07,4.4e-07,2.25e-07,4.4e-07,1.0,-1.8103e-12,0.0051655
8e-07,2.5e-07,4.4e-07,2.5e-07,3.6e-07,0.8,4.2427e-12,0.0030121
8e-07,2.5e-07,4.4e-07,2.5e-07,3.6e-07,0.9,-3.1324e-14,0.0039727
8e-07,2.5e-07,4.4e-07,2.5e-07,3.6e-07,1.0,-1.7864e-12,0.0051586
8e-07,2.5e-07,4.4e-07,2.5e-07,4e-07,0.8,4.0701e-12,0.0030201
8e-07,2.5e-07,4.4e-07,2.5e-07,4e-07,0.9,-5.5363e-14,0.0039825
8e-07,2.5e-07,4.4e-07,2.5e-07,4e-07,1.0,-1.6927e-12,0.0051713
8e-07,2.5e-07,4.4e-07,2.5e-07,4.4e-07,0.8,3.9247e-12,0.003028
8e-07,2.5e-07,4.4e-07,2.5e-07,4.4e-07,0.9,-7.8815e-14,0.0039923
8e-07,2.5e-07,4.4e-07,2.5e-07,4.4e-07,1.0,-1.6182e-12,0.0051843
8e-07,2.5e-07,4.4e-07,2.75e-07,3.6e-07,0.8,4.4822e-12,0.0030219
8e-07,2.5e-07,4.4e-07,2.75e-07,3.6e-07,0.9,1.7683e-13,0.0039868
8e-07,2.5e-07,4.4e-07,2.75e-07,3.6e-07,1.0,-1.6487e-12,0.0051772
8e-07,2.5e-07,4.4e-07,2.75e-07,4e-07,0.8,4.3174e-12,0.0030299
8e-07,2.5e-07,4.4e-07,2.75e-07,4e-07,0.9,1.7416e-13,0.0039966
8e-07,2.5e-07,4.4e-07,2.75e-07,4e-07,1.0,-1.5412e-12,0.00519
8e-07,2.5e-07,4.4e-07,2.75e-07,4.4e-07,0.8,4.1774e-12,0.0030379
8e-07,2.5e-07,4.4e-07,2.75e-07,4.4e-07,0.9,1.6446e-13,0.0040065
8e-07,2.5e-07,4.4e-07,2.75e-07,4.4e-07,1.0,-1.4568e-12,0.005203
8e-07,2.75e-07,3.6e-07,2.25e-07,3.6e-07,0.8,4.1336e-12,0.0029971
8e-07,2.75e-07,3.6e-07,2.25e-07,3.6e-07,0.9,-2.428e-13,0.0039528
8e-07,2.75e-07,3.6e-07,2.25e-07,3.6e-07,1.0,-2.0167e-12,0.0051325
8e-07,2.75e-07,3.6e-07,2.25e-07,4e-07,0.8,3.9674e-12,0.003005
8e-07,2.75e-07,3.6e-07,2.25e-07,4e-07,0.9,-2.7908e-13,0.0039626
8e-07,2.75e-07,3.6e-07,2.25e-07,4e-07,1.0,-1.9389e-12,0.0051453
8e-07,2.75e-07,3.6e-07,2.25e-07,4.4e-07,0.8,3.8291e-12,0.0030129
8e-07,2.75e-07,3.6e-07,2.25e-07,4.4e-07,0.9,-3.1743e-13,0.0039724
8e-07,2.75e-07,3.6e-07,2.25e-07,4.4e-07,1.0,-1.8734e-12,0.0051581
8e-07,2.75e-07,3.6e-07,2.5e-07,3.6e-07,0.8,4.4067e-12,0.0030069
8e-07,2.75e-07,3.6e-07,2.5e-07,3.6e-07,0.9,1.1106e-14,0.0039669
8e-07,2.75e-07,3.6e-07,2.5e-07,3.6e-07,1.0,-1.8566e-12,0.0051512
8e-07,2.75e-07,3.6e-07,2.5e-07,4e-07,0.8,4.2476e-12,0.0030149
8e-07,2.75e-07,3.6e-07,2.5e-07,4e-07,0.9,6.3576e-16,0.0039768
8e-07,2.75e-07,3.6e-07,2.5e-07,4e-07,1.0,-1.7587e-12,0.005164
8e-07,2.75e-07,3.6e-07,2.5e-07,4.4e-07,0.8,4.1128e-12,0.0030228
8e-07,2.75e-07,3.6e-07,2.5e-07,4.4e-07,0.9,-1.6974e-14,0.0039866
8e-07,2.75e-07,3.6e-07,2.5e-07,4.4e-07,1.0,-1.6802e-12,0.0051769
8e-07,2.75e-07,3.6e-07,2.75e-07,3.6e-07,0.8,4.6535e-12,0.0030167
8e-07,2.75e-07,3.6e-07,2.75e-07,3.6e-07,0.9,2.0464e-13,0.003981
8e-07,2.75e-07,3.6e-07,2.75e-07,3.6e-07,1.0,-1.7166e-12,0.0051698
8e-07,2.75e-07,3.6e-07,2.75e-07,4e-07,0.8,4.4935e-12,0.0030247
8e-07,2.75e-07,3.6e-07,2.75e-07,4e-07,0.9,2.1532e-13,0.0039909
8e-07,2.75e-07,3.6e-07,2.75e-07,4e-07,1.0,-1.6104e-12,0.0051827
8e-07,2.75e-07,3.6e-07,2.75e-07,4.4e-07,0.8,4.3627e-12,0.0030327
8e-07,2.75e-07,3.6e-07,2.75e-07,4.4e-07,0.9,2.1848e-13,0.0040008
8e-07,2.75e-07,3.6e-07,2.75e-07,4.4e-07,1.0,-1.5201e-12,0.0051957
8e-07,2.75e-07,4e-07,2.25e-07,3.6e-07,0.8,4.0527e-12,0.0030002
8e-07,2.75e-07,4e-07,2.25e-07,3.6e-07,0.9,-2.592e-13,0.0039564
8e-07,2.75e-07,4e-07,2.25e-07,3.6e-07,1.0,-1.9777e-12,0.0051372
8e-07,2.75e-07,4e-07,2.25e-07,4e-07,0.8,3.8807e-12,0.0030081
8e-07,2.75e-07,4e-07,2.25e-07,4e-07,0.9,-3.0248e-13,0.0039661
8e-07,2.75e-07,4e-07,2.25e-07,4e-07,1.0,-1.9017e-12,0.0051499
8e-07,2.75e-07,4e-07,2.25e-07,4.4e-07,0.8,3.7358e-12,0.003016
8e-07,2.75e-07,4e-07,2.25e-07,4.4e-07,0.9,-3.4654e-13,0.0039759
8e-07,2.75e-07,4e-07,2.25e-07,4.4e-07,1.0,-1.8403e-12,0.0051627
8e-07,2.75e-07,4e-07,2.5e-07,3.6e-07,0.8,4.3283e-12,0.00301
8e-07,2.75e-07,4e-07,2.5e-07,3.6e-07,0.9,-3.0165e-15,0.0039705
8e-07,2.75e-07,4e-07,2.5e-07,3.6e-07,1.0,-1.819e-12,0.0051558
8e-07,2.75e-07,4e-07,2.5e-07,4e-07,0.8,4.1624e-12,0.003018
8e-07,2.75e-07,4e-07,2.5e-07,4e-07,0.9,-1.9524e-14,0.0039803
8e-07,2.75e-07,4e-07,2.5e-07,4e-07,1.0,-1.7269e-12,0.0051685
8e-07,2.75e-07,4e-07,2.5e-07,4.4e-07,0.8,4.0189e-12,0.003026
8e-07,2.75e-07,4e-07,2.5e-07,4.4e-07,0.9,-4.0756e-14,0.0039902
8e-07,2.75e-07,4e-07,2.5e-07,4.4e-07,1.0,-1.6495e-12,0.0051815
8e-07,2.75e-07,4e-07,2.75e-07,3.6e-07,0.8,4.5739e-12,0.0030198
8e-07,2.75e-07,4e-07,2.75e-07,3.6e-07,0.9,1.9944e-13,0.0039846
8e-07,2.75e-07,4e-07,2.75e-07,3.6e-07,1.0,-1.6823e-12,0.0051744
8e-07,2.75e-07,4e-07,2.75e-07,4e-07,0.8,4.4081e-12,0.0030278
8e-07,2.75e-07,4e-07,2.75e-07,4e-07,0.9,2.0238e-13,0.0039944
8e-07,2.75e-07,4e-07,2.75e-07,4e-07,1.0,-1.5741e-12,0.0051872
8e-07,2.75e-07,4e-07,2.75e-07,4.4e-07,0.8,4.271e-12,0.0030358
8e-07,2.75e-07,4e-07,2.75e-07,4.4e-07,0.9,1.9777e-13,0.0040044
8e-07,2.75e-07,4e-07,2.75e-07,4.4e-07,1.0,-1.4897e-12,0.0052001
8e-07,2.75e-07,4.4e-07,2.25e-07,3.6e-07,0.8,3.983e-12,0.0030033
8e-07,2.75e-07,4.4e-07,2.25e-07,3.6e-07,0.9,-2.7547e-13,0.00396
8e-07,2.75e-07,4.4e-07,2.25e-07,3.6e-07,1.0,-1.9545e-12,0.0051417
8e-07,2.75e-07,4.4e-07,2.25e-07,4e-07,0.8,3.8076e-12,0.0030112
8e-07,2.75e-07,4.4e-07,2.25e-07,4e-07,0.9,-3.2327e-13,0.0039697
8e-07,2.75e-07,4.4e-07,2.25e-07,4e-07,1.0,-1.878e-12,0.0051544
8e-07,2.75e-07,4.4e-07,2.25e-07,4.4e-07,0.8,3.6559e-12,0.0030191
8e-07,2.75e-07,4.4e-07,2.25e-07,4.4e-07,0.9,-3.6993e-13,0.0039795
8e-07,2.75e-07,4.4e-07,2.25e-07,4.4e-07,1.0,-1.8148e-12,0.0051673
8e-07,2.75e-07,4.4e-07,2.5e-07,3.6e-07,0.8,4.2625e-12,0.0030131
8e-07,2.75e-07,4.4e-07,2.5e-07,3.6e-07,0.9,-1.5528e-14,0.0039741
8e-07,2.75e-07,4.4e-07,2.5e-07,3.6e-07,1.0,-1.7904e-12,0.0051603
8e-07,2.75e-07,4.4e-07,2.5e-07,4e-07,0.8,4.0877e-12,0.0030211
8e-07,2.75e-07,4.4e-07,2.5e-07,4e-07,0.9,-3.8972e-14,0.0039839
8e-07,2.75e-07,4.4e-07,2.5e-07,4e-07,1.0,-1.7e-12,0.0051731
8e-07,2.75e-07,4.4e-07,2.5e-07,4.4e-07,0.8,3.9415e-12,0.003029
8e-07,2.75e-07,4.4e-07,2.5e-07,4.4e-07,0.9,-6.2681e-14,0.0039937
8e-07,2.75e-07,4.4e-07,2.5e-07,4.4e-07,1.0,-1.6233e-12,0.005186
8e-07,2.75e-07,4.4e-07,2.75e-07,3.6e-07,0.8,4.5032e-12,0.0030229
8e-07,2.75e-07,4.4e-07,2.75e-07,3.6e-07,0.9,1.9115e-13,0.0039882
8e-07,2.75e-07,4.4e-07,2.75e-07,3.6e-07,1.0,-1.6512e-12,0.005179
8e-07,2.75e-07,4.4e-07,2.75e-07,4e-07,0.8,4.3367e-12,0.0030309
8e-07,2.75e-07,4.4e-07,2.75e-07,4e-07,0.9,1.8795e-13,0.003998
8e-07,2.75e-07,4.4e-07,2.75e-07,4e-07,1.0,-1.5459e-12,0.0051917
8e-07,2.75e-07,4.4e-07,2.75e-07,4.4e-07,0.8,4.1927e-12,0.0030389
8e-07,2.75e-07,4.4e-07,2.75e-07,4.4e-07,0.9,1.7906e-13,0.0040079
8e-07,2.75e-07,4.4e-07,2.75e-07,4.4e-07,1.0,-1.4599e-12,0.0052047
8.8e-07,2.25e-07,3.6e-07,2.25e-07,3.6e-07,0.8,4.0746e-12,0.0029966
8.8e-07,2.25e-07,3.6e-07,2.25e-07,3.6e-07,0.9,-2.8439e-13,0.0039542
8.8e-07,2.25e-07,3.6e-07,2.25e-07,3.6e-07,1.0,-1.9995e-12,0.0051344
8.8e-07,2.25e-07,3.6e-07,2.25e-07,4e-07,0.8,3.9124e-12,0.0030045
8.8e-07,2.25e-07,3.6e-07,2.25e-07,4e-07,0.9,-3.1809e-13,0.0039639
8.8e-07,2.25e-07,3.6e-07,2.25e-07,4e-07,1.0,-1.9193e-12,0.0051471
8.8e-07,2.25e-07,3.6e-07,2.25e-07,4.4e-07,0.8,3.7773e-12,0.0030124
8.8e-07,2.25e-07,3.6e-07,2.25e-07,4.4e-07,0.9,-3.5601e-13,0.0039738
8.8e-07,2.25e-07,3.6e-07,2.25e-07,4.4e-07,1.0,-1.8522e-12,0.00516
8.8e-07,2.25e-07,3.6e-07,2.5e-07,3.6e-07,0.8,4.3445e-12,0.0030064
8.8e-07,2.25e-07,3.6e-07,2.5e-07,3.6e-07,0.9,-2.7522e-14,0.0039683
8.8e-07,2.25e-07,3.6e-07,2.5e-07,3.6e-07,1.0,-1.8421e-12,0.005153
8.8e-07,2.25e-07,3.6e-07,2.5e-07,4e-07,0.8,4.1883e-12,0.0030144
8.8e-07,2.25e-07,3.6e-07,2.5e-07,4e-07,0.9,-3.704e-14,0.0039781
8.8e-07,2.25e-07,3.6e-07,2.5e-07,4e-07,1.0,-1.7438e-12,0.0051658
8.8e-07,2.25e-07,3.6e-07,2.5e-07,4.4e-07,0.8,4.0572e-12,0.0030223
8.8e-07,2.25e-07,3.6e-07,2.5e-07,4.4e-07,0.9,-5.2089e-14,0.003988
8.8e-07,2.25e-07,3.6e-07,2.5e-07,4.4e-07,1.0,-1.6629e-12,0.0051788
8.8e-07,2.25e-07,3.6e-07,2.75e-07,3.6e-07,0.8,4.5891e-12,0.0030162
8.8e-07,2.25e-07,3.6e-07,2.75e-07,3.6e-07,0.9,1.7338e-13,0.0039824
8.8e-07,2.25e-07,3.6e-07,2.75e-07,3.6e-07,1.0,-1.7083e-12,0.0051716
8.8e-07,2.25e-07,3.6e-07,2.75e-07,4e-07,0.8,4.4327e-12,0.0030242
8.8e-07,2.25e-07,3.6e-07,2.75e-07,4e-07,0.9,1.8279e-13,0.0039923
8.8e-07,2.25e-07,3.6e-07,2.75e-07,4e-07,1.0,-1.5961e-12,0.0051845
8.8e-07,2.25e-07,3.6e-07,2.75e-07,4.4e-07,0.8,4.3046e-12,0.0030322
8.8e-07,2.25e-07,3.6e-07,2.75e-07,4.4e-07,0.9,1.8506e-13,0.0040022
8.8e-07,2.25e-07,3.6e-07,2.75e-07,4.4e-07,1.0,-1.5084e-12,0.0051975
8.8e-07,2.25e-07,4e-07,2.25e-07,3.6e-07,0.8,3.9951e-12,0.0029997
8.8e-07,2.25e-07,4e-07,2.25e-07,3.6e-07,0.9,-2.9919e-13,0.0039578
8.8e-07,2.25e-07,4e-07,2.25e-07,3.6e-07,1.0,-1.9689e-12,0.0051389
8.8e-07,2.25e-07,4e-07,2.25e-07,4e-07,0.8,3.8283e-12,0.0030076
8.8e-07,2.25e-07,4e-07,2.25e-07,4e-07,0.9,-3.3831e-13,0.0039675
8.8e-07,2.25e-07,4e-07,2.25e-07,4e-07,1.0,-1.889e-12,0.0051516
8.8e-07,2.25e-07,4e-07,2.25e-07,4.4e-07,0.8,3.6864e-12,0.0030155
8.8e-07,2.25e-07,4e-07,2.25e-07,4.4e-07,0.9,-3.8376e-13,0.0039773
8.8e-07,2.25e-07,4e-07,2.25e-07,4.4e-07,1.0,-1.8205e-12,0.0051646
8.8e-07,2.25e-07,4e-07,2.5e-07,3.6e-07,0.8,4.2703e-12,0.0030095
8.8e-07,2.25e-07,4e-07,2.5e-07,3.6e-07,0.9,-4.3217e-14,0.0039719
8.8e-07,2.25e-07,4e-07,2.5e-07,3.6e-07,1.0,-1.8101e-12,0.0051576
8.8e-07,2.25e-07,4e-07,2.5e-07,4e-07,0.8,4.1067e-12,0.0030175
8.8e-07,2.25e-07,4e-07,2.5e-07,4e-07,0.9,-5.8593e-14,0.0039817
8.8e-07,2.25e-07,4e-07,2.5e-07,4e-07,1.0,-1.7145e-12,0.0051703
8.8e-07,2.25e-07,4e-07,2.5e-07,4.4e-07,0.8,3.9678e-12,0.0030254
8.8e-07,2.25e-07,4e-07,2.5e-07,4.4e-07,0.9,-7.8132e-14,0.0039916
8.8e-07,2.25e-07,4e-07,2.5e-07,4.4e-07,1.0,-1.6363e-12,0.0051833
8.8e-07,2.25e-07,4e-07,2.75e-07,3.6e-07,0.8,4.509e-12,0.0030193
8.8e-07,2.25e-07,4e-07,2.75e-07,3.6e-07,0.9,1.6419e-13,0.0039859
8.8e-07,2.25e-07,4e-07,2.75e-07,3.6e-07,1.0,-1.6762e-12,0.0051762
8.8e-07,2.25e-07,4e-07,2.75e-07,4e-07,0.8,4.3503e-12,0.0030273
8.8e-07,2.25e-07,4e-07,2.75e-07,4e-07,0.9,1.6732e-13,0.0039958
8.8e-07,2.25e-07,4e-07,2.75e-07,4e-07,1.0,-1.5658e-12,0.005189
8.8e-07,2.25e-07,4e-07,2.75e-07,4.4e-07,0.8,4.2155e-12,0.0030353
8.8e-07,2.25e-07,4e-07,2.75e-07,4.4e-07,0.9,1.6324e-13,0.0040057
